strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
poolAndRewire,50,1.0,0.9567,16012.1529,6430.7185,134.136,35.107,52.695,916.97,111.793,1000
poolAndRewire,50,2.0,0.95,16160.2778,6666.6199,131.865,33.626,53.075,927.39,115.845,1000
poolAndRewire,50,3.0,0.9414,16387.9023,6958.2982,131.697,33.891,53.807,946.074,120.779,1000
poolAndRewire,50,4.0,0.9229,16695.0265,7392.0703,130.101,33.536,54.425,965.59,127.021,1000
poolAndRewire,50,6.0,0.8832,17547.7739,8343.1921,127.594,32.872,55.901,1011.345,137.329,1000
poolAndRewire,50,8.0,0.8159,18718.5199,9454.1849,124.482,32.546,57.461,1068.252,147.611,1000
poolAndRewire,50,10.0,0.7531,17379.7265,10357.2695,109.869,29.866,58.313,1114.219,149.539,1000
poolAndRewire,50,12.0,0.6741,17887.5862,11524.7716,101.097,27.234,58.299,1148.939,149.221,1000
poolAndRewire,50,16.0,0.5516,19276.2059,14379.1793,85.774,23.016,58.333,1216.517,149.461,1000
poolAndRewire,100,0.0,0.9793,15943.5276,6411.3639,134.19,34.995,102.036,1610.269,182.286,1000
poolAndRewire,100,1.0,0.9753,16012.1529,6430.7185,134.136,35.107,102.164,1617.154,183.02,1000
poolAndRewire,100,2.0,0.971,16160.2778,6666.6199,131.865,33.626,102.682,1632.09,189.203,1000
poolAndRewire,100,3.0,0.9676,16387.9023,6958.2982,131.697,33.891,103.542,1655.575,197.255,1000
poolAndRewire,100,4.0,0.9544,16695.0265,7392.0703,130.101,33.536,104.245,1682.597,207.552,1000
poolAndRewire,100,6.0,0.9356,17547.7739,8343.1921,127.594,32.872,106.493,1761.019,227.282,1000
poolAndRewire,100,8.0,0.8784,18718.5199,9454.1849,124.482,32.546,108.03,1845.035,247.371,1000
poolAndRewire,100,10.0,0.8274,17379.7265,10357.2695,109.869,29.866,108.95,1920.839,258.112,1000
poolAndRewire,100,12.0,0.7523,17887.5862,11524.7716,101.097,27.234,109.519,2012.389,266.064,1000
poolAndRewire,100,16.0,0.6428,19276.2059,14379.1793,85.774,23.016,107.405,2111.815,273.612,1000
poolAndRewire,200,0.0,0.9892,15943.5276,6411.3639,134.19,34.995,201.601,2854.941,307.171,1000
poolAndRewire,200,1.0,0.9886,16012.1529,6430.7185,134.136,35.107,202.058,2867.459,309.92,1000
poolAndRewire,200,2.0,0.9845,16160.2778,6666.6199,131.865,33.626,202.357,2889.366,318.487,1000
poolAndRewire,200,3.0,0.9825,16387.9023,6958.2982,131.697,33.891,203.232,2921.397,329.525,1000
poolAndRewire,200,4.0,0.976,16695.0265,7392.0703,130.101,33.536,204.721,2976.0,346.199,1000
poolAndRewire,200,6.0,0.9592,17547.7739,8343.1921,127.594,32.872,206.854,3084.386,377.184,1000
poolAndRewire,200,8.0,0.9166,18718.5199,9454.1849,124.482,32.546,208.795,3239.34,412.639,1000
poolAndRewire,200,10.0,0.8745,17379.7265,10357.2695,109.869,29.866,210.132,3379.209,438.304,1000
poolAndRewire,200,12.0,0.8163,17887.5862,11524.7716,101.097,27.234,210.743,3551.001,462.237,1000
poolAndRewire,200,16.0,0.7297,19276.2059,14379.1793,85.774,23.016,208.676,3816.688,488.019,1000
poolAndRewire,500,0.0,0.9969,15943.5276,6411.3639,134.19,34.995,501.207,6072.587,630.35,1000
poolAndRewire,500,1.0,0.9961,16012.1529,6430.7185,134.136,35.107,501.666,6096.185,636.949,1000
poolAndRewire,500,2.0,0.995,16160.2778,6666.6199,131.865,33.626,502.695,6144.725,650.071,1000
poolAndRewire,500,3.0,0.9942,16387.9023,6958.2982,131.697,33.891,504.188,6211.935,669.002,1000
poolAndRewire,500,4.0,0.9888,16695.0265,7392.0703,130.101,33.536,505.986,6311.637,696.632,1000
poolAndRewire,500,6.0,0.9787,17547.7739,8343.1921,127.594,32.872,508.839,6533.624,752.778,1000
poolAndRewire,500,8.0,0.9538,18718.5199,9454.1849,124.482,32.546,513.487,6890.746,824.58,1000
poolAndRewire,500,10.0,0.9199,17379.7265,10357.2695,109.869,29.866,513.902,7213.802,881.638,1000
poolAndRewire,500,12.0,0.8723,17887.5862,11524.7716,101.097,27.234,512.255,7598.94,941.418,1000
poolAndRewire,500,16.0,0.8106,19276.2059,14379.1793,85.774,23.016,508.682,8324.877,1020.894,1000
