strategy,ef_search,actual_search_ef,phase_idx,hardness_bin,is_plateau,hardness_bin_lo,hardness_bin_hi,mean_recall,mean_base_dist_comps,n_queries,mean_t_query_ms,mean_t_adapt_ms
pool_rewire,500,500,9,8,False,0.4,0.6,0.9921,9446.7207,3000,2.1573,0.5617
pool_rewire,500,500,10,9,False,0.6,1.0,0.9927,9076.7537,3000,2.1071,0.5624
pool_rewire,500,500,11,9,True,0.6,1.0,0.9922,9049.9372,5000,2.1051,0.4938
rewire_escalation,10,10,0,1,False,0.0,0.0,0.9398,363.333,3000,0.0702,0.194
rewire_escalation,10,10,1,2,False,0.0,0.1,0.8804,501.2233,3000,0.0845,0.2187
rewire_escalation,10,10,2,3,False,0.1,0.1,0.8427,420.895,3000,0.0753,0.1969
rewire_escalation,10,10,3,3,True,0.1,0.1,0.8422,426.4512,5000,0.0764,0.209
rewire_escalation,10,10,4,4,False,0.1,0.2,0.7198,563.6757,3000,0.0892,0.2222
rewire_escalation,10,10,5,5,False,0.2,0.3,0.7349,480.9633,3000,0.0814,0.2178
rewire_escalation,10,10,6,6,False,0.3,0.3,0.6664,436.0173,3000,0.0768,0.2046
rewire_escalation,10,10,7,6,True,0.3,0.3,0.6694,440.8,5000,0.0774,0.2096
rewire_escalation,10,10,8,7,False,0.3,0.4,0.5143,647.771,3000,0.0979,0.2312
rewire_escalation,10,10,9,8,False,0.4,0.6,0.4615,606.9713,3000,0.0932,0.2293
rewire_escalation,10,10,10,9,False,0.6,1.0,0.4216,513.174,3000,0.0843,0.216
rewire_escalation,10,10,11,9,True,0.6,1.0,0.4307,533.111,5000,0.0875,0.2212
rewire_escalation,50,50,0,1,False,0.0,0.0,1.0,1416.4473,3000,0.2193,0.2176
rewire_escalation,50,50,1,2,False,0.0,0.1,0.9999,1803.533,3000,0.258,0.229
rewire_escalation,50,50,2,3,False,0.1,0.1,0.9849,1575.022,3000,0.2293,0.2164
rewire_escalation,50,50,3,3,True,0.1,0.1,0.9841,1586.0244,5000,0.2314,0.2167
rewire_escalation,50,50,4,4,False,0.1,0.2,0.9688,1960.3893,3000,0.2669,0.2287
rewire_escalation,50,50,5,5,False,0.2,0.3,0.9534,1778.9773,3000,0.2482,0.2259
rewire_escalation,50,50,6,6,False,0.3,0.3,0.9327,1689.5157,3000,0.2392,0.2169
rewire_escalation,50,50,7,6,True,0.3,0.3,0.935,1686.6292,5000,0.2382,0.2114
rewire_escalation,50,50,8,7,False,0.3,0.4,0.8785,2167.868,3000,0.2772,0.2429
rewire_escalation,50,50,9,8,False,0.4,0.6,0.8322,2026.1827,3000,0.2589,0.2201
rewire_escalation,50,50,10,9,False,0.6,1.0,0.8101,1950.0083,3000,0.2521,0.2248
rewire_escalation,50,50,11,9,True,0.6,1.0,0.8238,2084.1918,5000,0.2685,0.2383
rewire_escalation,100,100,0,1,False,0.0,0.0,1.0,2615.3717,3000,0.391,0.2178
rewire_escalation,100,100,1,2,False,0.0,0.1,0.9999,3188.878,3000,0.4089,0.224
rewire_escalation,100,100,2,3,False,0.1,0.1,0.9964,2830.0543,3000,0.3831,0.2136
rewire_escalation,100,100,3,3,True,0.1,0.1,0.9967,2837.821,5000,0.3919,0.2096
rewire_escalation,100,100,4,4,False,0.1,0.2,0.9894,3560.782,3000,0.4349,0.2253
rewire_escalation,100,100,5,5,False,0.2,0.3,0.9852,3159.9343,3000,0.3949,0.2107
rewire_escalation,100,100,6,6,False,0.3,0.3,0.9788,3067.3057,3000,0.391,0.2135
rewire_escalation,100,100,7,6,True,0.3,0.3,0.9799,3097.838,5000,0.3961,0.2151
rewire_escalation,100,100,8,7,False,0.3,0.4,0.9475,3941.277,3000,0.4625,0.2355
rewire_escalation,100,100,9,8,False,0.4,0.6,0.9242,3625.985,3000,0.4314,0.2204
rewire_escalation,100,100,10,9,False,0.6,1.0,0.9149,3456.7487,3000,0.4148,0.2128
rewire_escalation,100,100,11,9,True,0.6,1.0,0.9249,3742.7834,5000,0.4435,0.2255
rewire_escalation,200,200,0,1,False,0.0,0.0,1.0,4536.529,3000,0.7086,0.2404
rewire_escalation,200,200,1,2,False,0.0,0.1,1.0,5661.0683,3000,0.7419,0.2333
rewire_escalation,200,200,2,3,False,0.1,0.1,0.9993,5105.7277,3000,0.6998,0.2215
rewire_escalation,200,200,3,3,True,0.1,0.1,0.9992,5186.8108,5000,0.7367,0.2208
rewire_escalation,200,200,4,4,False,0.1,0.2,0.9968,6397.0133,3000,0.7933,0.2388
rewire_escalation,200,200,5,5,False,0.2,0.3,0.9971,6081.783,3000,0.7742,0.2332
rewire_escalation,200,200,6,6,False,0.3,0.3,0.9944,5481.551,3000,0.7137,0.2212
rewire_escalation,200,200,7,6,True,0.3,0.3,0.9953,5756.1752,5000,0.771,0.2271
rewire_escalation,200,200,8,7,False,0.3,0.4,0.9821,7267.836,3000,0.8621,0.2449
rewire_escalation,200,200,9,8,False,0.4,0.6,0.9732,6666.515,3000,0.7897,0.2337
rewire_escalation,200,200,10,9,False,0.6,1.0,0.9733,6582.425,3000,0.7944,0.2496
rewire_escalation,200,200,11,9,True,0.6,1.0,0.9728,6629.5148,5000,0.8203,1.6798
rewire_escalation,500,500,0,1,False,0.0,0.0,1.0,9899.475,3000,1.5263,0.2256
rewire_escalation,500,500,1,2,False,0.0,0.1,1.0,12318.06,3000,1.6351,0.2304
rewire_escalation,500,500,2,3,False,0.1,0.1,0.9999,10952.9423,3000,1.5216,0.2279
rewire_escalation,500,500,3,3,True,0.1,0.1,0.9998,11020.8552,5000,1.5798,0.2256
rewire_escalation,500,500,4,4,False,0.1,0.2,0.9995,13984.781,3000,1.7916,0.2378
rewire_escalation,500,500,5,5,False,0.2,0.3,0.9998,13281.6107,3000,1.7743,0.2432
rewire_escalation,500,500,6,6,False,0.3,0.3,0.9993,12592.6003,3000,1.7255,0.253
rewire_escalation,500,500,7,6,True,0.3,0.3,0.9993,12571.6878,5000,1.7158,0.2372
rewire_escalation,500,500,8,7,False,0.3,0.4,0.9967,15167.155,3000,1.8552,0.2445
rewire_escalation,500,500,9,8,False,0.4,0.6,0.994,14078.9013,3000,1.7102,0.2282
rewire_escalation,500,500,10,9,False,0.6,1.0,0.995,14131.576,3000,1.7559,0.2354
rewire_escalation,500,500,11,9,True,0.6,1.0,0.9947,14372.7746,5000,1.7976,0.253
rewire_only,10,10,0,1,False,0.0,0.0,0.9032,242.5,3000,0.0521,0.166
rewire_only,10,10,1,2,False,0.0,0.1,0.79,340.5233,3000,0.0617,0.1947
rewire_only,10,10,2,3,False,0.1,0.1,0.7709,276.6243,3000,0.0554,0.1744
rewire_only,10,10,3,3,True,0.1,0.1,0.7726,277.9416,5000,0.0566,0.1829
rewire_only,10,10,4,4,False,0.1,0.2,0.5814,400.0493,3000,0.0673,0.2023
rewire_only,10,10,5,5,False,0.2,0.3,0.6457,323.6553,3000,0.0593,0.1848
rewire_only,10,10,6,6,False,0.3,0.3,0.5789,289.3927,3000,0.0555,0.1789
rewire_only,10,10,7,6,True,0.3,0.3,0.5796,289.5894,5000,0.0573,0.7896
rewire_only,10,10,8,7,False,0.3,0.4,0.3347,425.491,3000,0.0698,0.2023
rewire_only,10,10,9,8,False,0.4,0.6,0.3313,415.492,3000,0.0685,0.1939
rewire_only,10,10,10,9,False,0.6,1.0,0.3228,334.965,3000,0.0601,0.1873
rewire_only,10,10,11,9,True,0.6,1.0,0.3202,336.048,5000,0.0607,0.1918
rewire_only,50,50,0,1,False,0.0,0.0,0.9999,852.0887,3000,0.1335,0.1896
rewire_only,50,50,1,2,False,0.0,0.1,0.9995,1060.247,3000,0.1538,0.2022
rewire_only,50,50,2,3,False,0.1,0.1,0.975,970.7943,3000,0.1433,0.1855
rewire_only,50,50,3,3,True,0.1,0.1,0.9753,970.2444,5000,0.1434,0.1886
rewire_only,50,50,4,4,False,0.1,0.2,0.9512,1176.911,3000,0.1634,0.2061
rewire_only,50,50,5,5,False,0.2,0.3,0.9292,1085.9077,3000,0.1546,0.1929
rewire_only,50,50,6,6,False,0.3,0.3,0.8994,1037.422,3000,0.148,0.1913
rewire_only,50,50,7,6,True,0.3,0.3,0.9028,1039.38,5000,0.1485,0.1927
rewire_only,50,50,8,7,False,0.3,0.4,0.8191,1300.0967,3000,0.1742,0.2051
rewire_only,50,50,9,8,False,0.4,0.6,0.7704,1284.5507,3000,0.1727,0.1971
rewire_only,50,50,10,9,False,0.6,1.0,0.7302,1196.5923,3000,0.1629,0.1956
rewire_only,50,50,11,9,True,0.6,1.0,0.7316,1195.0244,5000,0.163,0.1971
rewire_only,100,100,0,1,False,0.0,0.0,1.0,1532.8383,3000,0.2309,0.1977
rewire_only,100,100,1,2,False,0.0,0.1,0.9998,1914.3337,3000,0.2664,0.2055
rewire_only,100,100,2,3,False,0.1,0.1,0.9945,1768.103,3000,0.2506,0.1937
rewire_only,100,100,3,3,True,0.1,0.1,0.9947,1766.849,5000,0.2507,0.1954
rewire_only,100,100,4,4,False,0.1,0.2,0.9829,2114.7857,3000,0.2802,0.2177
rewire_only,100,100,5,5,False,0.2,0.3,0.9779,1986.4883,3000,0.27,0.2036
rewire_only,100,100,6,6,False,0.3,0.3,0.9681,1906.7927,3000,0.2591,0.2013
rewire_only,100,100,7,6,True,0.3,0.3,0.9694,1908.4682,5000,0.2673,0.2077
rewire_only,100,100,8,7,False,0.3,0.4,0.9161,2282.0787,3000,0.3008,0.226
rewire_only,100,100,9,8,False,0.4,0.6,0.8929,2277.1233,3000,0.301,0.2105
rewire_only,100,100,10,9,False,0.6,1.0,0.8786,2172.206,3000,0.2888,0.206
rewire_only,100,100,11,9,True,0.6,1.0,0.8817,2167.8162,5000,0.2883,0.209
rewire_only,200,200,0,1,False,0.0,0.0,1.0,2753.211,3000,0.4175,0.2041
rewire_only,200,200,1,2,False,0.0,0.1,0.9999,3492.877,3000,0.4433,0.2112
rewire_only,200,200,2,3,False,0.1,0.1,0.9989,3215.9503,3000,0.4179,0.195
rewire_only,200,200,3,3,True,0.1,0.1,0.9989,3214.2176,5000,0.4196,0.1984
rewire_only,200,200,4,4,False,0.1,0.2,0.9955,3882.9767,3000,0.468,0.2108
rewire_only,200,200,5,5,False,0.2,0.3,0.9951,3650.6517,3000,0.4441,0.1998
rewire_only,200,200,6,6,False,0.3,0.3,0.9917,3502.914,3000,0.4362,0.2073
rewire_only,200,200,7,6,True,0.3,0.3,0.9925,3506.3944,5000,0.4371,0.2004
rewire_only,200,200,8,7,False,0.3,0.4,0.9699,4190.2587,3000,0.492,0.2146
rewire_only,200,200,9,8,False,0.4,0.6,0.9603,4194.7933,3000,0.4914,0.2103
rewire_only,200,200,10,9,False,0.6,1.0,0.9577,4030.9567,3000,0.473,0.2146
rewire_only,200,200,11,9,True,0.6,1.0,0.9576,4024.128,5000,0.4728,0.2069
rewire_only,500,500,0,1,False,0.0,0.0,1.0,5921.8733,3000,0.9123,0.2103
rewire_only,500,500,1,2,False,0.0,0.1,0.9999,7698.9567,3000,0.9992,0.2163
rewire_only,500,500,2,3,False,0.1,0.1,0.9998,7016.6743,3000,0.9565,0.2002
rewire_only,500,500,3,3,True,0.1,0.1,0.9998,7006.843,5000,0.926,0.2043
rewire_only,500,500,4,4,False,0.1,0.2,0.9992,8668.6837,3000,1.0328,0.2207
rewire_only,500,500,5,5,False,0.2,0.3,0.9995,8085.8077,3000,0.9946,0.2081
rewire_only,500,500,6,6,False,0.3,0.3,0.9989,7722.8633,3000,0.9717,0.2082
rewire_only,500,500,7,6,True,0.3,0.3,0.9991,7728.292,5000,0.9963,0.2097
rewire_only,500,500,8,7,False,0.3,0.4,0.9946,9432.0373,3000,1.1154,1.4631
rewire_only,500,500,9,8,False,0.4,0.6,0.992,9458.0183,3000,1.1173,0.2309
rewire_only,500,500,10,9,False,0.6,1.0,0.9926,9079.7193,3000,1.0896,0.2195
rewire_only,500,500,11,9,True,0.6,1.0,0.9921,9053.565,5000,1.085,0.2176
static_ef_escalated,10,30,0,1,False,0.0,0.0,1.0,554.2733,3000,0.0795,0.0
static_ef_escalated,10,30,1,2,False,0.0,0.1,0.9999,704.49,3000,0.0925,0.0
static_ef_escalated,10,30,2,3,False,0.1,0.1,0.9424,625.9143,3000,0.0839,0.0
static_ef_escalated,10,30,3,3,True,0.1,0.1,0.9414,626.0794,5000,0.0836,0.0
static_ef_escalated,10,30,4,4,False,0.1,0.2,0.9207,814.0237,3000,0.1008,0.0
static_ef_escalated,10,30,5,5,False,0.2,0.3,0.8622,704.3697,3000,0.0917,0.0
static_ef_escalated,10,30,6,6,False,0.3,0.3,0.806,665.3147,3000,0.0874,0.0
static_ef_escalated,10,30,7,6,True,0.3,0.3,0.8078,666.1132,5000,0.0868,0.0
static_ef_escalated,10,30,8,7,False,0.3,0.4,0.7437,952.132,3000,0.1136,0.0
static_ef_escalated,10,30,9,8,False,0.4,0.6,0.6642,908.752,3000,0.1076,0.0
static_ef_escalated,10,30,10,9,False,0.6,1.0,0.5727,785.965,3000,0.0969,0.0
static_ef_escalated,10,30,11,9,True,0.6,1.0,0.5731,784.0806,5000,0.0928,0.0
static_ef_escalated,50,150,0,1,False,0.0,0.0,1.0,2160.4087,3000,0.2912,0.0
static_ef_escalated,50,150,1,2,False,0.0,0.1,1.0,2722.1867,3000,0.3344,0.0
static_ef_escalated,50,150,2,3,False,0.1,0.1,0.9981,2510.5467,3000,0.3152,0.0
static_ef_escalated,50,150,3,3,True,0.1,0.1,0.9979,2507.9758,5000,0.3069,0.0
static_ef_escalated,50,150,4,4,False,0.1,0.2,0.9919,3019.6123,3000,0.3476,0.0
static_ef_escalated,50,150,5,5,False,0.2,0.3,0.9904,2836.0167,3000,0.3298,0.0
static_ef_escalated,50,150,6,6,False,0.3,0.3,0.9852,2720.631,3000,0.319,0.0
static_ef_escalated,50,150,7,6,True,0.3,0.3,0.9858,2722.521,5000,0.3198,0.0
static_ef_escalated,50,150,8,7,False,0.3,0.4,0.9526,3258.6147,3000,0.3651,0.0
static_ef_escalated,50,150,9,8,False,0.4,0.6,0.9379,3256.909,3000,0.362,0.0
static_ef_escalated,50,150,10,9,False,0.6,1.0,0.9327,3111.635,3000,0.3469,0.0
static_ef_escalated,50,150,11,9,True,0.6,1.0,0.9334,3105.9206,5000,0.3467,0.0
static_ef_escalated,100,300,0,1,False,0.0,0.0,1.0,3868.372,3000,0.5308,0.0
static_ef_escalated,100,300,1,2,False,0.0,0.1,1.0,4962.0347,3000,0.6051,0.0
static_ef_escalated,100,300,2,3,False,0.1,0.1,0.9995,4549.7713,3000,0.5748,0.0
static_ef_escalated,100,300,3,3,True,0.1,0.1,0.9995,4545.7312,5000,0.576,0.0
static_ef_escalated,100,300,4,4,False,0.1,0.2,0.9978,5551.5547,3000,0.6438,0.0
static_ef_escalated,100,300,5,5,False,0.2,0.3,0.9979,5198.35,3000,0.6194,0.0
static_ef_escalated,100,300,6,6,False,0.3,0.3,0.9967,4979.983,3000,0.6017,0.0
static_ef_escalated,100,300,7,6,True,0.3,0.3,0.9969,4984.5558,5000,0.6009,0.0
static_ef_escalated,100,300,8,7,False,0.3,0.4,0.9858,6012.311,3000,0.6731,0.0
static_ef_escalated,100,300,9,8,False,0.4,0.6,0.9804,6021.099,3000,0.6704,0.0
static_ef_escalated,100,300,10,9,False,0.6,1.0,0.9796,5782.0323,3000,0.6498,0.0
static_ef_escalated,100,300,11,9,True,0.6,1.0,0.9795,5767.3414,5000,0.6341,0.0
static_ef_escalated,200,600,0,1,False,0.0,0.0,1.0,6891.761,3000,0.9686,0.0
static_ef_escalated,200,600,1,2,False,0.0,0.1,1.0,8996.4073,3000,1.1167,0.0
static_ef_escalated,200,600,2,3,False,0.1,0.1,0.9999,8179.333,3000,1.0633,0.0
static_ef_escalated,200,600,3,3,True,0.1,0.1,0.9998,8168.1358,5000,1.0613,0.0
static_ef_escalated,200,600,4,4,False,0.1,0.2,0.9995,10154.923,3000,1.188,0.0
static_ef_escalated,200,600,5,5,False,0.2,0.3,0.9996,9453.704,3000,1.1446,0.0
static_ef_escalated,200,600,6,6,False,0.3,0.3,0.9993,9018.7227,3000,1.1161,0.0
static_ef_escalated,200,600,7,6,True,0.3,0.3,0.9993,9023.301,5000,1.1608,0.0
static_ef_escalated,200,600,8,7,False,0.3,0.4,0.9963,11072.1073,3000,1.2862,0.0
static_ef_escalated,200,600,9,8,False,0.4,0.6,0.9945,11105.0037,3000,1.2874,0.0
static_ef_escalated,200,600,10,9,False,0.6,1.0,0.995,10647.225,3000,1.2562,0.0
static_ef_escalated,200,600,11,9,True,0.6,1.0,0.9947,10614.0024,5000,1.2502,0.0
static_ef_escalated,500,1500,0,1,False,0.0,0.0,1.0,14704.1373,3000,2.2847,0.0
static_ef_escalated,500,1500,1,2,False,0.0,0.1,1.0,19503.3463,3000,2.6707,0.0
static_ef_escalated,500,1500,2,3,False,0.1,0.1,0.9999,17546.0167,3000,2.5252,0.0
static_ef_escalated,500,1500,3,3,True,0.1,0.1,0.9999,17515.9992,5000,2.5278,0.0
static_ef_escalated,500,1500,4,4,False,0.1,0.2,1.0,22213.892,3000,2.8586,0.0
static_ef_escalated,500,1500,5,5,False,0.2,0.3,1.0,20513.096,3000,2.7437,0.0
static_ef_escalated,500,1500,6,6,False,0.3,0.3,0.9999,19459.336,3000,2.6712,0.0
static_ef_escalated,500,1500,7,6,True,0.3,0.3,1.0,19457.7106,5000,2.7633,0.0
static_ef_escalated,500,1500,8,7,False,0.3,0.4,0.9996,24446.9337,3000,3.0913,0.0
static_ef_escalated,500,1500,9,8,False,0.4,0.6,0.9993,24540.7497,3000,3.092,0.0
static_ef_escalated,500,1500,10,9,False,0.6,1.0,0.9994,23406.075,3000,3.0278,0.0
static_ef_escalated,500,1500,11,9,True,0.6,1.0,0.9992,23321.5344,5000,3.0246,0.0
