strategy,ef_search,phase_idx,hardness_bin,is_plateau,hardness_bin_lo,hardness_bin_hi,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries,mean_t_query_ms,mean_t_global_knn_ms,mean_t_orig_knn_ms,mean_t_pool_scan_ms,mean_t_pool_knn_ms,mean_t_adapt_ms
poolAndRewire,50,11,9,True,0.6,1.0,0.7456,210792.1804,80918.9164,127.5792,36.4574,53.5318,1188.3606,141.6226,5000,0.5513,,0.0797,0.2953,0.1588,5.3246
poolAndRewire,100,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,100.3783,1530.9783,152.6513,3000,0.5796,,0.1065,0.2537,0.2033,2.9272
poolAndRewire,100,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,101.1887,1901.8627,207.9867,3000,0.6746,,0.1221,0.2829,0.2519,3.8035
poolAndRewire,100,2,3,False,0.1,0.1,0.9946,202187.75,55082.547,127.4847,39.117,100.5837,1764.8793,182.166,3000,0.6394,,0.1097,0.2738,0.2385,4.0459
poolAndRewire,100,3,3,True,0.1,0.1,0.9947,212021.9752,54287.1932,131.6862,38.8176,100.561,1763.0012,181.373,5000,0.6475,,0.111,0.2752,0.2439,4.2353
poolAndRewire,100,4,4,False,0.1,0.2,0.9835,211527.96,79427.972,123.475,36.3357,101.9463,2095.8807,243.1307,3000,0.6899,,0.1336,0.2734,0.2656,4.3988
poolAndRewire,100,5,5,False,0.2,0.3,0.9782,220900.408,70481.886,129.9197,37.5117,101.1037,1979.6607,216.0433,3000,0.6728,,0.1244,0.2744,0.2568,4.5353
poolAndRewire,100,6,6,False,0.3,0.3,0.9688,230159.608,63185.304,135.1167,39.088,100.782,1901.813,204.632,3000,0.6594,,0.1175,0.2736,0.2507,4.6503
poolAndRewire,100,7,6,True,0.3,0.3,0.9699,215978.806,62916.8496,133.2666,38.6736,100.7752,1903.8608,204.6056,5000,0.6583,,0.1174,0.2728,0.2507,4.7754
poolAndRewire,100,8,7,False,0.3,0.4,0.9191,215541.6783,88649.2567,123.6783,35.06,103.1687,2254.9477,274.2503,3000,0.718,,0.1459,0.2738,0.2806,4.9223
poolAndRewire,100,9,8,False,0.4,0.6,0.8963,212994.5753,88551.7213,122.9267,35.0613,103.089,2256.8643,273.499,3000,0.7141,,0.1451,0.2736,0.2778,5.0315
poolAndRewire,100,10,9,False,0.6,1.0,0.8821,212440.6383,81643.556,127.068,36.6637,101.9247,2165.1393,250.111,3000,0.6969,,0.1327,0.2744,0.2722,5.1474
poolAndRewire,100,11,9,True,0.6,1.0,0.8854,210792.1804,80918.9164,127.5792,36.4574,101.954,2161.1492,249.925,5000,0.6934,,0.1313,0.2744,0.2702,5.2958
poolAndRewire,200,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,200.209,2751.8923,253.2803,3000,0.8307,,0.1975,0.2452,0.3716,3.0688
poolAndRewire,200,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,200.7203,3482.751,338.7007,3000,0.9587,,0.2221,0.2654,0.4536,3.9739
poolAndRewire,200,2,3,False,0.1,0.1,0.9989,202187.75,55082.547,127.4847,39.117,200.3077,3213.7523,304.6857,3000,0.9196,,0.2057,0.2649,0.4315,4.1046
poolAndRewire,200,3,3,True,0.1,0.1,0.9988,212021.9752,54287.1932,131.6862,38.8176,200.3148,3211.1974,304.232,5000,0.9404,,0.21,0.276,0.4366,4.2816
poolAndRewire,200,4,4,False,0.1,0.2,0.9955,211527.96,79427.972,123.475,36.3357,201.155,3867.6673,403.8797,3000,1.0133,,0.2462,0.2652,0.4843,4.4348
poolAndRewire,200,5,5,False,0.2,0.3,0.9951,220900.408,70481.886,129.9197,37.5117,200.6517,3645.57,362.0633,3000,0.9836,,0.2311,0.2672,0.4676,4.5571
poolAndRewire,200,6,6,False,0.3,0.3,0.9918,230159.608,63185.304,135.1167,39.088,200.447,3499.1937,348.5943,3000,0.9597,,0.2215,0.2645,0.4561,4.6724
poolAndRewire,200,7,6,True,0.3,0.3,0.9926,215978.806,62916.8496,133.2666,38.6736,200.4504,3503.106,348.9132,5000,0.9665,,0.2235,0.2662,0.4592,4.8005
poolAndRewire,200,8,7,False,0.3,0.4,0.9705,215541.6783,88649.2567,123.6783,35.06,201.8537,4167.8997,466.548,3000,1.0547,,0.2652,0.2654,0.5062,4.9379
poolAndRewire,200,9,8,False,0.4,0.6,0.961,212994.5753,88551.7213,122.9267,35.0613,201.826,4176.8113,467.6263,3000,1.0728,,0.2679,0.2743,0.5125,5.0602
poolAndRewire,200,10,9,False,0.6,1.0,0.9585,212440.6383,81643.556,127.068,36.6637,201.0557,4024.396,433.398,3000,1.0319,,0.2505,0.2676,0.4959,5.1896
poolAndRewire,200,11,9,True,0.6,1.0,0.9584,210792.1804,80918.9164,127.5792,36.4574,201.1104,4017.4828,432.8482,5000,1.0283,,0.2497,0.266,0.4948,5.3393
poolAndRewire,500,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,500.1097,5921.202,524.109,3000,1.5121,,0.445,0.2488,0.8015,2.8831
poolAndRewire,500,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,500.3677,7692.189,683.5853,3000,1.809,,0.5215,0.2723,0.9972,3.7488
poolAndRewire,500,2,3,False,0.1,0.1,0.9999,202187.75,55082.547,127.4847,39.117,500.1703,7015.2363,628.9927,3000,1.7234,,0.4817,0.2712,0.9526,3.9995
poolAndRewire,500,3,3,True,0.1,0.1,0.9998,212021.9752,54287.1932,131.6862,38.8176,500.1606,7005.2018,627.0114,5000,1.7721,,0.498,0.2762,0.9798,4.2829
poolAndRewire,500,4,4,False,0.1,0.2,0.9992,211527.96,79427.972,123.475,36.3357,500.577,8657.6237,804.911,3000,1.9454,,0.5841,0.2734,1.0697,4.5145
poolAndRewire,500,5,5,False,0.2,0.3,0.9995,220900.408,70481.886,129.9197,37.5117,500.301,8082.4263,740.2737,3000,1.8653,,0.5475,0.2734,1.0263,4.6728
poolAndRewire,500,6,6,False,0.3,0.3,0.999,230159.608,63185.304,135.1167,39.088,500.221,7720.9037,719.3723,3000,1.8214,,0.5262,0.2754,1.0016,4.824
poolAndRewire,500,7,6,True,0.3,0.3,0.9991,215978.806,62916.8496,133.2666,38.6736,500.2282,7726.5898,720.526,5000,1.8714,,0.544,0.2767,1.0324,5.0217
poolAndRewire,500,8,7,False,0.3,0.4,0.9946,215541.6783,88649.2567,123.6783,35.06,500.9003,9414.747,936.3293,3000,2.0518,,0.6354,0.2762,1.1218,5.2036
poolAndRewire,500,9,8,False,0.4,0.6,0.9921,212994.5753,88551.7213,122.9267,35.0613,500.8863,9445.1097,944.1667,3000,2.0558,,0.6361,0.2772,1.1242,5.3609
poolAndRewire,500,10,9,False,0.6,1.0,0.9927,212440.6383,81643.556,127.068,36.6637,500.51,9075.2573,896.3163,3000,2.0247,,0.6166,0.2807,1.1088,5.5136
poolAndRewire,500,11,9,True,0.6,1.0,0.9922,210792.1804,80918.9164,127.5792,36.4574,500.507,9048.7024,896.0558,5000,2.0465,,0.6273,0.2768,1.1239,5.7108
