drift_detected,edges_added_this_epoch,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,recall_at_k,repair_happened,schedule
True,0,32,0,257.49439562567454,0.06004229199606925,0.001823125736363083,0,0.9822000000000001,False,sudden_plateau
True,0,64,0,257.49439562567454,0.07211989398638252,0.001823125736363083,0,0.9944,False,sudden_plateau
True,0,128,0,257.49439562567454,0.11869167799886782,0.001823125736363083,0,0.9992000000000001,False,sudden_plateau
False,0,32,1,252.52132330277027,0.05007919800118543,0.00031724391092231125,0,0.984,False,sudden_plateau
False,0,64,1,252.52132330277027,0.07335677799710538,0.00031724391092231125,0,0.9972000000000001,False,sudden_plateau
False,0,128,1,252.52132330277027,0.12309445400023833,0.00031724391092231125,0,0.999,False,sudden_plateau
False,0,32,2,252.91389566117573,0.05035758399753831,0.0007105384275595641,0,0.983,False,sudden_plateau
False,0,64,2,252.91389566117573,0.0721842879866017,0.0007105384275595641,0,0.9967999999999999,False,sudden_plateau
False,0,128,2,252.91389566117573,0.11853649200929794,0.0007105384275595641,0,0.9994,False,sudden_plateau
False,0,32,3,254.0705578079571,0.048373262005043216,0.0004716594085745089,0,0.9832000000000001,False,sudden_plateau
False,0,64,3,254.0705578079571,0.07204432599246502,0.0004716594085745089,0,0.9946,False,sudden_plateau
False,0,128,3,254.0705578079571,0.12079123800504021,0.0004716594085745089,0,0.9985999999999999,False,sudden_plateau
False,0,32,4,252.06051845874643,0.0476541800017003,0.0003339665724737102,0,0.988,False,sudden_plateau
False,0,64,4,252.06051845874643,0.07063437798933592,0.0003339665724737102,0,0.9966000000000002,False,sudden_plateau
False,0,128,4,252.06051845874643,0.11841706400446128,0.0003339665724737102,0,0.9992000000000001,False,sudden_plateau
False,0,32,5,253.13779109022582,0.04912265599705279,0.00026102697622014756,0,0.9866000000000001,False,sudden_plateau
False,0,64,5,253.13779109022582,0.07255821798753459,0.00026102697622014756,0,0.9962000000000001,False,sudden_plateau
False,0,128,5,253.13779109022582,0.12047709399485029,0.00026102697622014756,0,0.999,False,sudden_plateau
False,0,32,6,253.96765193981554,0.04896565398667008,0.000941064273566452,0,0.9874,False,sudden_plateau
False,0,64,6,253.96765193981554,0.07154272800835315,0.000941064273566452,0,0.9966,False,sudden_plateau
False,0,128,6,253.96765193981554,0.11875118401076179,0.000941064273566452,0,0.9992000000000001,False,sudden_plateau
False,0,32,7,254.1173765194575,0.048114990000613034,0.0004600541481665762,0,0.9838000000000001,False,sudden_plateau
False,0,64,7,254.1173765194575,0.07166858400159981,0.0004600541481665762,0,0.9964000000000001,False,sudden_plateau
False,0,128,7,254.1173765194575,0.11971540599188302,0.0004600541481665762,0,0.9987999999999999,False,sudden_plateau
False,0,32,8,253.36869726898067,0.04744591198686976,0.0008039764455925418,0,0.9858000000000001,False,sudden_plateau
False,0,64,8,253.36869726898067,0.07026240399864037,0.0008039764455925418,0,0.9952000000000001,False,sudden_plateau
False,0,128,8,253.36869726898067,0.1164946220087586,0.0008039764455925418,0,0.999,False,sudden_plateau
False,0,32,9,252.5713963371279,0.049082008001278155,0.0014530007396706271,0,0.9826000000000001,False,sudden_plateau
False,0,64,9,252.5713963371279,0.07281257800059393,0.0014530007396706271,0,0.9952000000000001,False,sudden_plateau
False,0,128,9,252.5713963371279,0.12037777999648824,0.0014530007396706271,0,0.9986,False,sudden_plateau
True,15500,32,10,252.6401282960021,0.04853431599622127,0.002442230304973571,15500,0.9845999999999999,True,sudden_plateau
True,0,64,10,252.6401282960021,0.07203217399364803,0.002442230304973571,15500,0.9958,True,sudden_plateau
True,0,128,10,252.6401282960021,0.11850618199969176,0.002442230304973571,15500,0.9984,True,sudden_plateau
False,0,32,11,251.7415296367712,0.08069105799950194,0.0010224239313088484,15500,0.9834,False,sudden_plateau
False,0,64,11,251.7415296367712,0.09037646600336302,0.0010224239313088484,15500,0.9952000000000001,False,sudden_plateau
False,0,128,11,251.7415296367712,0.13624425401212648,0.0010224239313088484,15500,0.9994000000000001,False,sudden_plateau
True,15502,32,12,340.64926469615494,0.05767677800031379,0.5829929471202264,31002,0.5237999999999999,True,sudden_plateau
True,0,64,12,340.64926469615494,0.08329487200535368,0.5829929471202264,31002,0.6592,True,sudden_plateau
True,0,128,12,340.64926469615494,0.13693693600362167,0.5829929471202264,31002,0.7772,True,sudden_plateau
True,10630,32,13,362.3706322707526,0.4035389680066146,0.699179702889472,41632,0.6916,True,sudden_plateau
True,0,64,13,362.3706322707526,0.4492088239931036,0.699179702889472,41632,0.7562000000000001,True,sudden_plateau
True,0,128,13,362.3706322707526,0.5137192660040455,0.699179702889472,41632,0.8212,True,sudden_plateau
True,5037,32,14,367.49194974766874,0.6843315699952655,0.6066124432306641,46669,0.7437999999999999,True,sudden_plateau
True,0,64,14,367.49194974766874,0.7075217100064037,0.6066124432306641,46669,0.7962,True,sudden_plateau
True,0,128,14,367.49194974766874,0.7787163500033785,0.6066124432306641,46669,0.8442000000000001,True,sudden_plateau
True,2591,32,15,370.6920493203775,0.7940539900009753,0.6362036944159271,49260,0.7657999999999999,True,sudden_plateau
True,0,64,15,370.6920493203775,0.8648084939923137,0.6362036944159271,49260,0.8188,True,sudden_plateau
True,0,128,15,370.6920493203775,0.9472735140006989,0.6362036944159271,49260,0.8674,True,sudden_plateau
True,3461,32,16,373.6715923464647,0.8684589420008706,0.6439783679641995,52721,0.7694000000000001,True,sudden_plateau
True,0,64,16,373.6715923464647,0.9287662120041205,0.6439783679641995,52721,0.8144000000000001,True,sudden_plateau
True,0,128,16,373.6715923464647,1.0305600040010177,0.6439783679641995,52721,0.8548000000000001,True,sudden_plateau
True,1855,32,17,369.9575069488425,0.9447916460048873,0.6247059556882903,54576,0.7964000000000001,True,sudden_plateau
True,0,64,17,369.9575069488425,1.0459106339985738,0.6247059556882903,54576,0.8364000000000001,True,sudden_plateau
True,0,128,17,369.9575069488425,1.1310213699907763,0.6247059556882903,54576,0.874,True,sudden_plateau
True,1521,32,18,374.5774234735346,1.007604390004417,0.6483915414323884,56097,0.788,True,sudden_plateau
True,0,64,18,374.5774234735346,1.1021548340067966,0.6483915414323884,56097,0.8304000000000001,True,sudden_plateau
True,0,128,18,374.5774234735346,1.1796635200007586,0.6483915414323884,56097,0.8774000000000001,True,sudden_plateau
True,630,32,19,374.4449451470098,1.0413983479957096,0.6420043866779958,56727,0.7816000000000001,True,sudden_plateau
True,0,64,19,374.4449451470098,1.1352047059917822,0.6420043866779958,56727,0.8358000000000001,True,sudden_plateau
True,0,128,19,374.4449451470098,1.2084118859929731,0.6420043866779958,56727,0.8724000000000001,True,sudden_plateau
True,480,32,20,375.7229142787857,1.035333776002517,0.6369255919433873,57207,0.7566,True,sudden_plateau
True,0,64,20,375.7229142787857,1.1317189420078648,0.6369255919433873,57207,0.8108,True,sudden_plateau
True,0,128,20,375.7229142787857,1.2261851579969516,0.6369255919433873,57207,0.8572000000000001,True,sudden_plateau
True,958,32,21,370.81900929816686,1.0199290899909101,0.6485509581368585,58165,0.7812,True,sudden_plateau
True,0,64,21,370.81900929816686,1.1072588139941217,0.6485509581368585,58165,0.8268,True,sudden_plateau
True,0,128,21,370.81900929816686,1.195885626002564,0.6485509581368585,58165,0.8634000000000001,True,sudden_plateau
True,719,32,22,372.37190070982405,1.098517375998199,0.6600292334594453,58884,0.8068,True,sudden_plateau
True,0,64,22,372.37190070982405,1.163662810009555,0.6600292334594453,58884,0.8466,True,sudden_plateau
True,0,128,22,372.37190070982405,1.2679717179998988,0.6600292334594453,58884,0.886,True,sudden_plateau
True,521,32,23,375.5656401558412,1.0784989959938684,0.6615259878912236,59405,0.7886,True,sudden_plateau
True,0,64,23,375.5656401558412,1.1586448760062922,0.6615259878912236,59405,0.8244000000000001,True,sudden_plateau
True,0,128,23,375.5656401558412,1.2505107739998493,0.6615259878912236,59405,0.8646000000000001,True,sudden_plateau
True,415,32,24,370.93611454646094,1.0824174940062221,0.6527482534254243,59820,0.7954000000000001,True,sudden_plateau
True,0,64,24,370.93611454646094,1.149602703997516,0.6527482534254243,59820,0.8348000000000001,True,sudden_plateau
True,0,128,24,370.93611454646094,1.2397985639981925,0.6527482534254243,59820,0.8710000000000001,True,sudden_plateau
True,439,32,25,369.13397904230203,1.1253571279958123,0.636866214414285,60259,0.7974000000000001,True,sudden_plateau
True,0,64,25,369.13397904230203,1.1913039159990149,0.636866214414285,60259,0.833,True,sudden_plateau
True,0,128,25,369.13397904230203,1.2803492160019232,0.636866214414285,60259,0.8722000000000001,True,sudden_plateau
True,852,32,26,375.51650255703765,1.1555724320060108,0.621590199767009,61111,0.8040000000000002,True,sudden_plateau
True,0,64,26,375.51650255703765,1.2456112880026922,0.621590199767009,61111,0.8474,True,sudden_plateau
True,0,128,26,375.51650255703765,1.3329495320067508,0.621590199767009,61111,0.8806000000000002,True,sudden_plateau
True,317,32,27,371.64924273957104,1.1669668480026303,0.6462253198222963,61428,0.8076000000000001,True,sudden_plateau
True,0,64,27,371.64924273957104,1.2507587079890072,0.6462253198222963,61428,0.8546000000000001,True,sudden_plateau
True,0,128,27,371.64924273957104,1.3077485320100095,0.6462253198222963,61428,0.8826,True,sudden_plateau
True,161,32,28,372.38037936113903,1.1527062980021583,0.632491433105224,61589,0.8054000000000001,True,sudden_plateau
True,0,64,28,372.38037936113903,1.22903788399708,0.632491433105224,61589,0.846,True,sudden_plateau
True,0,128,28,372.38037936113903,1.333214369995403,0.632491433105224,61589,0.8808,True,sudden_plateau
True,1212,32,29,371.61425452065845,1.1061895500024548,0.6288668461953546,62801,0.7866000000000001,True,sudden_plateau
True,0,64,29,371.61425452065845,1.1969379899965134,0.6288668461953546,62801,0.8314000000000001,True,sudden_plateau
True,0,128,29,371.61425452065845,1.2774955140048405,0.6288668461953546,62801,0.868,True,sudden_plateau
True,251,32,30,374.051132299541,1.1472721099999035,0.6500815064843969,63052,0.7808,True,sudden_plateau
True,0,64,30,374.051132299541,1.2455298540007789,0.6500815064843969,63052,0.8234000000000001,True,sudden_plateau
True,0,128,30,374.051132299541,1.312580829995568,0.6500815064843969,63052,0.8704000000000001,True,sudden_plateau
True,31,32,31,374.36404833310525,1.1364045739901485,0.6143441259752075,63083,0.7756000000000001,True,sudden_plateau
True,0,64,31,374.36404833310525,1.232355607993668,0.6143441259752075,63083,0.8214000000000001,True,sudden_plateau
True,0,128,31,374.36404833310525,1.3251731600030325,0.6143441259752075,63083,0.8634000000000001,True,sudden_plateau
True,220,32,32,374.84028985081414,1.160879089991795,0.657647449746249,63303,0.8016,True,sudden_plateau
True,0,64,32,374.84028985081414,1.2638404839963187,0.657647449746249,63303,0.8436,True,sudden_plateau
True,0,128,32,374.84028985081414,1.3703398819925496,0.657647449746249,63303,0.8774000000000001,True,sudden_plateau
True,17,32,33,373.2625158160301,1.1746731040038867,0.621039197105086,63320,0.799,True,sudden_plateau
True,0,64,33,373.2625158160301,1.2588451779884053,0.621039197105086,63320,0.8418000000000001,True,sudden_plateau
True,0,128,33,373.2625158160301,1.3679668240074534,0.621039197105086,63320,0.881,True,sudden_plateau
True,618,32,34,375.943421327528,1.168619148011203,0.6580350376255895,63938,0.786,True,sudden_plateau
True,0,64,34,375.943421327528,1.2453113899973687,0.6580350376255895,63938,0.8264000000000001,True,sudden_plateau
True,0,128,34,375.943421327528,1.3433608680061297,0.6580350376255895,63938,0.8678,True,sudden_plateau
True,16,32,35,373.8492870566061,1.1919919899955858,0.6419522187899831,63954,0.7914000000000001,True,sudden_plateau
True,0,64,35,373.8492870566061,1.2630596600065473,0.6419522187899831,63954,0.8338000000000001,True,sudden_plateau
True,0,128,35,373.8492870566061,1.370775967996451,0.6419522187899831,63954,0.8704000000000001,True,sudden_plateau
True,99,32,36,375.1622512495632,1.239852479993715,0.6732042155277088,64053,0.8176,True,sudden_plateau
True,0,64,36,375.1622512495632,1.3241316900093807,0.6732042155277088,64053,0.8534,True,sudden_plateau
True,0,128,36,375.1622512495632,1.421801652002614,0.6732042155277088,64053,0.882,True,sudden_plateau
True,17,32,37,371.435403946614,1.1567931119934656,0.6242200277167937,64070,0.792,True,sudden_plateau
True,0,64,37,371.435403946614,1.246387221995974,0.6242200277167937,64070,0.836,True,sudden_plateau
True,0,128,37,371.435403946614,1.335358627999085,0.6242200277167937,64070,0.8784000000000001,True,sudden_plateau
True,322,32,38,372.1292797099226,1.1436328359995969,0.6477766153132545,64392,0.7934000000000001,True,sudden_plateau
True,0,64,38,372.1292797099226,1.2238337519956985,0.6477766153132545,64392,0.8352,True,sudden_plateau
True,0,128,38,372.1292797099226,1.3405345439969096,0.6477766153132545,64392,0.8846000000000002,True,sudden_plateau
True,130,32,39,373.39193570516466,1.1370716960082063,0.6474131771560363,64522,0.7952,True,sudden_plateau
True,0,64,39,373.39193570516466,1.2184240100032184,0.6474131771560363,64522,0.8358000000000001,True,sudden_plateau
True,0,128,39,373.39193570516466,1.3221046260005096,0.6474131771560363,64522,0.8682000000000001,True,sudden_plateau
True,62,32,40,371.53754994788625,1.1862077599944314,0.654467255953614,64584,0.806,True,sudden_plateau
True,0,64,40,371.53754994788625,1.2708965179917868,0.654467255953614,64584,0.8438,True,sudden_plateau
True,0,128,40,371.53754994788625,1.3702263200102607,0.654467255953614,64584,0.8817999999999999,True,sudden_plateau
True,206,32,41,373.59707928787066,1.1997360980021767,0.6632899662327294,64790,0.8094000000000001,True,sudden_plateau
True,0,64,41,373.59707928787066,1.2729467699973611,0.6632899662327294,64790,0.8446,True,sudden_plateau
True,0,128,41,373.59707928787066,1.3795731400023215,0.6632899662327294,64790,0.8794000000000001,True,sudden_plateau
True,65,32,42,370.28935502556084,1.2017751739913365,0.5993835571368246,64855,0.8146000000000001,True,sudden_plateau
True,0,64,42,370.28935502556084,1.2585243280045688,0.5993835571368246,64855,0.8522000000000001,True,sudden_plateau
True,0,128,42,370.28935502556084,1.3491782039927784,0.5993835571368246,64855,0.8904,True,sudden_plateau
True,79,32,43,375.84581053871034,1.2038029499963159,0.6690706809893767,64934,0.8066,True,sudden_plateau
True,0,64,43,375.84581053871034,1.3098540520004462,0.6690706809893767,64934,0.8524,True,sudden_plateau
True,0,128,43,375.84581053871034,1.4080189160013106,0.6690706809893767,64934,0.8880000000000001,True,sudden_plateau
True,0,32,44,377.774472262737,1.2556195899960585,0.6354347175386634,64934,0.8186,True,sudden_plateau
True,0,64,44,377.774472262737,1.3390792940044776,0.6354347175386634,64934,0.8556000000000001,True,sudden_plateau
True,0,128,44,377.774472262737,1.4516978879983071,0.6354347175386634,64934,0.8927999999999999,True,sudden_plateau
True,82,32,45,376.38106387772035,1.1740088599908631,0.6415825698018798,65016,0.7986000000000001,True,sudden_plateau
True,0,64,45,376.38106387772035,1.2764574879984139,0.6415825698018798,65016,0.8452000000000001,True,sudden_plateau
True,0,128,45,376.38106387772035,1.3763370880042203,0.6415825698018798,65016,0.879,True,sudden_plateau
True,240,32,46,371.8997826648108,1.2075632640044205,0.6603281803151388,65256,0.8040000000000002,True,sudden_plateau
True,0,64,46,371.8997826648108,1.2922821979882428,0.6603281803151388,65256,0.8452000000000001,True,sudden_plateau
True,0,128,46,371.8997826648108,1.3727177880064119,0.6603281803151388,65256,0.8804000000000001,True,sudden_plateau
True,17,32,47,378.4502505983718,1.204458694002824,0.6547649067434396,65273,0.7878,True,sudden_plateau
True,0,64,47,378.4502505983718,1.262213977999636,0.6547649067434396,65273,0.8314000000000001,True,sudden_plateau
True,0,128,47,378.4502505983718,1.3719436679966748,0.6547649067434396,65273,0.8714000000000001,True,sudden_plateau
True,34,32,48,370.4667777548343,1.1745342040085234,0.6251565842869138,65307,0.8052,True,sudden_plateau
True,0,64,48,370.4667777548343,1.2504893519944744,0.6251565842869138,65307,0.843,True,sudden_plateau
True,0,128,48,370.4667777548343,1.3177122799970675,0.6251565842869138,65307,0.8780000000000001,True,sudden_plateau
True,612,32,49,372.36214519173393,1.1961916140135145,0.64542179377987,65919,0.8094000000000001,True,sudden_plateau
True,0,64,49,372.36214519173393,1.2825833799870452,0.64542179377987,65919,0.848,True,sudden_plateau
