bucket,silhouette,intra_dist,inter_dist,intra_inter_ratio
0,-0.06805021,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.08609843,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0047407136,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.06753451,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.019910378,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.051898748,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.031968262,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.07471701,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.01538265,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.043069378,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.04445373,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.023935288,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.007302687,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.001874826,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.018169574,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.010166346,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.040452115,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.059953816,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.06104334,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.044269964,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.095100366,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.010705279,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.018924354,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.01848059,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0032003983,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.05698035,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.048768166,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.03037793,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.07842977,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.059887994,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.02278825,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.018400118,518.0841607104917,532.9061607750186,0.9721864726747182
0,-5.5924076e-05,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.09168011,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.052407082,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.040325776,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.016941195,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.068467095,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.016863076,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.072830446,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.05379808,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.017818008,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.03841928,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.022658983,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.057728432,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.065748736,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.0054088314,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.006687598,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.017908724,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0962646,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.017960403,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.015469137,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.016200295,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.042646017,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.012485985,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.0063811727,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.009221072,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.03600051,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.04315951,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.08606201,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.016918562,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0020803683,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.011907906,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.02072121,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.082744986,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.0022964778,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.004431185,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.037345655,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.034655582,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.016608136,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.014255888,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0029775219,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.028864218,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.023742292,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.0775363,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.02924889,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.049004912,518.0841607104917,532.9061607750186,0.9721864726747182
0,0.033455286,518.0841607104917,532.9061607750186,0.9721864726747182
0,-0.031586643,518.0841607104917,532.9061607750186,0.9721864726747182
