condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,queries_per_second,recall_at_k,repair_happened
nodes_1000,True,32,0,257.49439562567454,0.05294267200224567,0.001823125736363083,0,18888.355313037147,0.9822000000000001,False
nodes_1000,True,64,0,257.49439562567454,0.0718481540097855,0.001823125736363083,0,13918.242072911198,0.9944,False
nodes_1000,True,128,0,257.49439562567454,0.11920314400049392,0.001823125736363083,0,8389.040476951317,0.9992000000000001,False
nodes_1000,False,32,1,252.52132330277027,0.04932226399250794,0.00031724391092231125,0,20274.819504471656,0.984,False
nodes_1000,False,64,1,252.52132330277027,0.0714697579969652,0.00031724391092231125,0,13991.932084651284,0.9972000000000001,False
nodes_1000,False,128,1,252.52132330277027,0.11936224199598655,0.00031724391092231125,0,8377.858720462238,0.999,False
nodes_1000,False,32,2,252.91389566117573,0.05063373599841725,0.0007105384275595641,0,19749.678357355635,0.983,False
nodes_1000,False,64,2,252.91389566117573,0.07285120799497236,0.0007105384275595641,0,13726.608350392933,0.9967999999999999,False
nodes_1000,False,128,2,252.91389566117573,0.12082121599814855,0.0007105384275595641,0,8276.69206718896,0.9994,False
nodes_1000,False,32,3,254.0705578079571,0.04862776800291613,0.0004716594085745089,0,20564.382061295342,0.9832000000000001,False
nodes_1000,False,64,3,254.0705578079571,0.07072120399971027,0.0004716594085745089,0,14140.030760846446,0.9946,False
nodes_1000,False,128,3,254.0705578079571,0.11800621399015654,0.0004716594085745089,0,8474.130015588966,0.9985999999999999,False
nodes_1000,False,32,4,252.06051845874643,0.049279801998636685,0.0003339665724737102,0,20292.289324288777,0.988,False
nodes_1000,False,64,4,252.06051845874643,0.07118215400259942,0.0003339665724737102,0,14048.46501222037,0.9966000000000002,False
nodes_1000,False,128,4,252.06051845874643,0.11814449800294824,0.0003339665724737102,0,8464.211342072362,0.9992000000000001,False
nodes_1000,False,32,5,253.13779109022582,0.04995348599913996,0.00026102697622014756,0,20018.622924878895,0.9866000000000001,False
nodes_1000,False,64,5,253.13779109022582,0.07190039599663578,0.00026102697622014756,0,13908.129240995975,0.9962000000000001,False
nodes_1000,False,128,5,253.13779109022582,0.1192383439920377,0.00026102697622014756,0,8386.56397363902,0.999,False
nodes_1000,False,32,6,254.87978279608686,0.05091184200136922,0.0010839715254060182,0,19641.79571371835,0.9816000000000001,False
nodes_1000,False,64,6,254.87978279608686,0.0727073379966896,0.0010839715254060182,0,13753.769943351941,0.9962000000000001,False
nodes_1000,False,128,6,254.87978279608686,0.12120268600119743,0.0010839715254060182,0,8250.642234035311,0.9987999999999999,False
nodes_1000,True,32,7,258.73976142639964,0.050296683999476954,0.003126996242087956,8000,19882.026417693844,0.9624000000000001,True
nodes_1000,True,64,7,258.73976142639964,0.07249459999729879,0.003126996242087956,8000,13794.130873710053,0.9888000000000001,True
nodes_1000,True,128,7,258.73976142639964,0.12156418400991242,0.003126996242087956,8000,8226.107123118265,0.998,True
nodes_1000,True,32,8,266.9324529528695,0.07188810399384238,0.012611519093732732,13480,13910.507364134344,0.9262,True
nodes_1000,True,64,8,266.9324529528695,0.09146531599981245,0.012611519093732732,13480,10933.106053031628,0.9724,True
nodes_1000,True,128,8,266.9324529528695,0.13687118800589815,0.012611519093732732,13480,7306.139550399075,0.992,True
nodes_1000,True,32,9,277.0129675869638,0.0782711339998059,0.05379420463171192,17360,12776.102106844139,0.866,True
nodes_1000,True,64,9,277.0129675869638,0.0967085439915536,0.05379420463171192,17360,10340.348005728829,0.939,True
nodes_1000,True,128,9,277.0129675869638,0.1459333099919604,0.05379420463171192,17360,6852.445134391119,0.9818000000000001,True
nodes_1000,True,32,10,278.696583128475,0.09017577600025106,0.060327984857014294,19864,11089.452670717421,0.871,True
nodes_1000,True,64,10,278.696583128475,0.11616870200668927,0.060327984857014294,19864,8608.170554771435,0.9460000000000001,True
nodes_1000,True,128,10,278.696583128475,0.17298222999670543,0.060327984857014294,19864,5780.940620426998,0.983,True
nodes_1000,True,32,11,277.64258448889365,0.10079143599432427,0.05733983210177403,21728,9921.477853101642,0.888,True
nodes_1000,True,64,11,277.64258448889365,0.12440376800077502,0.05733983210177403,21728,8038.341732492943,0.9534000000000001,True
nodes_1000,True,128,11,277.64258448889365,0.17516531400906388,0.05733983210177403,21728,5708.892800250712,0.9846,True
nodes_1000,True,32,12,282.5046942496827,0.11051215601037256,0.08115051387670519,23520,9048.778307303506,0.877,True
nodes_1000,True,64,12,282.5046942496827,0.137370969998301,0.08115051387670519,23520,7279.5584104295685,0.9474000000000001,True
nodes_1000,True,128,12,282.5046942496827,0.19061814599263016,0.08115051387670519,23520,5246.090264872594,0.9852000000000001,True
nodes_1000,True,32,13,278.89065144893846,0.11373223600094207,0.06085959753771658,24912,8792.581902563816,0.8832000000000001,True
nodes_1000,True,64,13,278.89065144893846,0.14107644199975766,0.06085959753771658,24912,7088.3556873494,0.9518,True
nodes_1000,True,128,13,278.89065144893846,0.19213955799932592,0.06085959753771658,24912,5204.550330044521,0.9828,True
nodes_1000,True,32,14,277.9683500268646,0.1271941900049569,0.05018457869068791,25776,7861.994325063344,0.8808000000000001,True
nodes_1000,True,64,14,277.9683500268646,0.15379081999708433,0.05018457869068791,25776,6502.338696282123,0.953,True
nodes_1000,True,128,14,277.9683500268646,0.20404210600827355,0.05018457869068791,25776,4900.949218586539,0.9844,True
nodes_1000,True,32,15,275.85994498895,0.12365423800656572,0.0419937592215797,26672,8087.066129887943,0.8842000000000001,True
nodes_1000,True,64,15,275.85994498895,0.15106381400255486,0.0419937592215797,26672,6619.719001554453,0.9476000000000001,True
nodes_1000,True,128,15,275.85994498895,0.20091296000464354,0.0419937592215797,26672,4977.279713448489,0.9838000000000001,True
nodes_1000,True,32,16,294.76092654800567,0.165247641998576,0.16374841099804666,27280,6051.523567329435,0.805,True
nodes_1000,True,64,16,294.76092654800567,0.19519509399833623,0.16374841099804666,27280,5123.079579082677,0.8998,True
nodes_1000,True,128,16,294.76092654800567,0.2521118479926372,0.16374841099804666,27280,3966.493474869156,0.9602,True
nodes_1000,True,32,17,312.63981809576217,0.19960707599238958,0.32510666211143796,27992,5009.842436838898,0.7216,True
nodes_1000,True,64,17,312.63981809576217,0.2324403499951586,0.32510666211143796,27992,4302.179032258507,0.8368000000000001,True
nodes_1000,True,128,17,312.63981809576217,0.287610522005707,0.32510666211143796,27992,3476.924255156969,0.919,True
nodes_1000,True,32,18,329.88863675806437,0.23743662000924814,0.5299976057062816,28752,4211.650249911113,0.6424000000000001,True
nodes_1000,True,64,18,329.88863675806437,0.2646651699906215,0.5299976057062816,28752,3778.3588979064957,0.7612000000000001,True
nodes_1000,True,128,18,329.88863675806437,0.31893733200558927,0.5299976057062816,28752,3135.412194338151,0.8574,True
nodes_1000,True,32,19,348.11745274660376,0.23977279401151463,0.6031868405226413,31192,4170.614952887344,0.5552,True
nodes_1000,True,64,19,348.11745274660376,0.2702412580110831,0.6031868405226413,31192,3700.397220468046,0.6744000000000001,True
nodes_1000,True,128,19,348.11745274660376,0.32882441200490575,0.6031868405226413,31192,3041.1367389142656,0.7724,True
nodes_1000,True,32,20,355.3025965109319,0.27990345399302896,0.6029612717676767,31824,3572.6604503598055,0.5804,True
nodes_1000,True,64,20,355.3025965109319,0.31793232199561317,0.6029612717676767,31824,3145.323488103226,0.68,True
nodes_1000,True,128,20,355.3025965109319,0.37615579400153365,0.6029612717676767,31824,2658.472941123759,0.7694000000000001,True
nodes_1000,True,32,21,353.51940100693554,0.2879255040024873,0.6167437411050694,32296,3473.1206027214644,0.6154000000000001,True
nodes_1000,True,64,21,353.51940100693554,0.3190453040006105,0.6167437411050694,32296,3134.3511014288006,0.7088000000000001,True
nodes_1000,True,128,21,353.51940100693554,0.37737354000273626,0.6167437411050694,32296,2649.8943195454276,0.7926000000000001,True
nodes_1000,True,32,22,354.64274689028287,0.30600504999165423,0.6289107160400117,32648,3267.9199249400403,0.6194,True
nodes_1000,True,64,22,354.64274689028287,0.3385602179914713,0.6289107160400117,32648,2953.68429856455,0.7142000000000001,True
nodes_1000,True,128,22,354.64274689028287,0.39949365600477904,0.6289107160400117,32648,2503.1686610513716,0.804,True
nodes_1000,True,32,23,356.5181441995682,0.3043899119948037,0.6399993456361714,33024,3285.259992509447,0.606,True
nodes_1000,True,64,23,356.5181441995682,0.3375828659918625,0.6399993456361714,33024,2962.235648606956,0.6998,True
nodes_1000,True,128,23,356.5181441995682,0.3974801440053852,0.6399993456361714,33024,2515.848942598883,0.7912,True
nodes_1000,True,32,24,354.0677604701114,0.313765062004677,0.5985825510419172,33232,3187.0979949485068,0.6232000000000001,True
nodes_1000,True,64,24,354.0677604701114,0.347173684000154,0.5985825510419172,33232,2880.4026517158377,0.7116000000000001,True
nodes_1000,True,128,24,354.0677604701114,0.40225641599681694,0.5985825510419172,33232,2485.976507104148,0.7938000000000001,True
