condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,queries_per_second,recall_at_k,repair_happened
nodes_5000_twohop,True,32,0,257.49439562567454,0.05878467399452347,0.001823125736363083,0,17011.236637855003,0.9822000000000001,False
nodes_5000_twohop,True,64,0,257.49439562567454,0.0735109080123948,0.001823125736363083,0,13603.423315508338,0.9944,False
nodes_5000_twohop,True,128,0,257.49439562567454,0.11933576400042512,0.001823125736363083,0,8379.71758404662,0.9992000000000001,False
nodes_5000_twohop,False,32,1,252.52132330277027,0.049009042006218806,0.00031724391092231125,0,20404.398026656163,0.984,False
nodes_5000_twohop,False,64,1,252.52132330277027,0.0707544280012371,0.00031724391092231125,0,14133.391057624203,0.9972000000000001,False
nodes_5000_twohop,False,128,1,252.52132330277027,0.11682931199902669,0.00031724391092231125,0,8559.495754013607,0.999,False
nodes_5000_twohop,False,32,2,252.91389566117573,0.04962224399787374,0.0007105384275595641,0,20152.252688186552,0.983,False
nodes_5000_twohop,False,64,2,252.91389566117573,0.0726384559966391,0.0007105384275595641,0,13766.812444998402,0.9967999999999999,False
nodes_5000_twohop,False,128,2,252.91389566117573,0.11958942799537908,0.0007105384275595641,0,8361.943164730581,0.9994,False
nodes_5000_twohop,False,32,3,254.0705578079571,0.04862966599466745,0.0004716594085745089,0,20563.5794436601,0.9832000000000001,False
nodes_5000_twohop,False,64,3,254.0705578079571,0.07143202400766313,0.0004716594085745089,0,13999.323327205755,0.9946,False
nodes_5000_twohop,False,128,3,254.0705578079571,0.11914202600019053,0.0004716594085745089,0,8393.343923817452,0.9985999999999999,False
nodes_5000_twohop,False,32,4,252.06051845874643,0.04921451400150545,0.0003339665724737102,0,20319.209084730785,0.988,False
nodes_5000_twohop,False,64,4,252.06051845874643,0.07210948200372513,0.0003339665724737102,0,13867.801739975619,0.9966000000000002,False
nodes_5000_twohop,False,128,4,252.06051845874643,0.11761949400533922,0.0003339665724737102,0,8501.992024847565,0.9992000000000001,False
nodes_5000_twohop,False,32,5,253.13779109022582,0.04837893800868187,0.00026102697622014756,0,20670.151953739547,0.9866000000000001,False
nodes_5000_twohop,False,64,5,253.13779109022582,0.07181321599637158,0.00026102697622014756,0,13925.013468976598,0.9962000000000001,False
