condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
adaptive_mconj48,True,32,0,257.49439562567454,0.052709045994561166,0.001823125736363083,0,0,0.04963023272159823,18972.075497310005,0.9822000000000001,False
adaptive_mconj48,True,64,0,257.49439562567454,0.07272809399000835,0.001823125736363083,0,0,0.028436596139481952,13749.844731767393,0.9944,False
adaptive_mconj48,True,128,0,257.49439562567454,0.11961590399732813,0.001823125736363083,0,0,0.008908422980528033,8360.092317007753,0.9992000000000001,False
adaptive_mconj48,False,32,1,252.52132330277027,0.04778945600264706,0.00031724391092231125,0,0,0.04498888751680797,20925.117874214975,0.984,False
adaptive_mconj48,False,64,1,252.52132330277027,0.07130417801090516,0.00031724391092231125,0,0,0.02078845833629805,14024.42364382998,0.9972000000000001,False
adaptive_mconj48,False,128,1,252.52132330277027,0.11766105800052173,0.00031724391092231125,0,0,0.009949874371066196,8498.988679802333,0.999,False
adaptive_mconj48,False,32,2,252.91389566117573,0.04932036800892092,0.0007105384275595641,0,0,0.04659399102888697,20275.598913193895,0.983,False
adaptive_mconj48,False,64,2,252.91389566117573,0.07266789200366475,0.0007105384275595641,0,0,0.018701871564097527,13761.235841952985,0.9967999999999999,False
adaptive_mconj48,False,128,2,252.91389566117573,0.1199755859997822,0.0007105384275595641,0,0,0.007722693830523126,8335.029095017842,0.9994,False
adaptive_mconj48,False,32,3,254.0705578079571,0.051901824001106434,0.0004716594085745089,0,0,0.04514155513493082,19267.14560125444,0.9832000000000001,False
adaptive_mconj48,False,64,3,254.0705578079571,0.07112538600631524,0.0004716594085745089,0,0,0.02430720057925223,14059.677650272573,0.9946,False
adaptive_mconj48,False,128,3,254.0705578079571,0.11745195400726516,0.0004716594085745089,0,0,0.01174904251417961,8514.119739022337,0.9985999999999999,False
adaptive_mconj48,False,32,4,252.06051845874643,0.049144229997182265,0.0003339665724737102,0,0,0.039191835884530846,20348.26876028653,0.988,False
adaptive_mconj48,False,64,4,252.06051845874643,0.0723914600093849,0.0003339665724737102,0,0,0.02020989856481224,13813.784110312998,0.9966000000000002,False
adaptive_mconj48,False,128,4,252.06051845874643,0.11902826200821437,0.0003339665724737102,0,0,0.008908422980528033,8401.36605481972,0.9992000000000001,False
adaptive_mconj48,False,32,5,253.13779109022582,0.04876499199599493,0.00026102697622014756,0,0,0.04336404040215809,20506.514183005096,0.9866000000000001,False
adaptive_mconj48,False,64,5,253.13779109022582,0.0707969939976465,0.00026102697622014756,0,0,0.021108292209461185,14124.89349524138,0.9962000000000001,False
adaptive_mconj48,False,128,5,253.13779109022582,0.11723432999860961,0.00026102697622014756,0,0,0.009949874371066194,8529.924639069972,0.999,False
adaptive_mconj48,False,32,6,254.87978279608686,0.04956075998779852,0.0010839715254060182,0,0,0.04755460019808809,20177.253138293123,0.9816000000000001,False
adaptive_mconj48,False,64,6,254.87978279608686,0.07305103800899815,0.0010839715254060182,0,0,0.019119623427253995,13689.059420029374,0.9962000000000001,False
adaptive_mconj48,False,128,6,254.87978279608686,0.1206605819897959,0.0010839715254060182,0,0,0.010888526071052958,8287.71072962808,0.9987999999999999,False
adaptive_mconj48,True,32,7,258.73976142639964,0.04904225999780465,0.003126996242087956,15500,0,0.0731179868431838,20390.577433518858,0.9624000000000001,True
adaptive_mconj48,True,64,7,258.73976142639964,0.07266397999774199,0.003126996242087956,15500,0,0.03570098037869548,13761.976704703962,0.9888000000000001,True
adaptive_mconj48,True,128,7,258.73976142639964,0.11964817000261974,0.003126996242087956,15500,0,0.015362291495737212,8357.837817144255,0.998,True
adaptive_mconj48,True,32,8,266.95848006990497,0.08308102600858547,0.012612590444844935,28592,0,0.10236327466430525,12036.442591557085,0.9276000000000001,True
adaptive_mconj48,True,64,8,266.95848006990497,0.09472824800468516,0.012612590444844935,28592,0,0.05916215006234982,10556.513194992702,0.9728,True
adaptive_mconj48,True,128,8,266.95848006990497,0.1421835859946441,0.012612590444844935,28592,0,0.03124099870362661,7033.1606352766275,0.992,True
adaptive_mconj48,True,32,9,277.13284541505806,0.11136853399511892,0.05456022597490292,39033,0,0.1330088718845476,8979.196943041632,0.8692000000000001,True
adaptive_mconj48,True,64,9,277.13284541505806,0.13853300199843943,0.05456022597490292,39033,0,0.09145468823411952,7218.49657175021,0.9402,True
adaptive_mconj48,True,128,9,277.13284541505806,0.19116704000043683,0.05456022597490292,39033,0,0.046585834756930136,5231.027273308803,0.9824,True
