condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,n_promoted_nodes,n_upper_rewire_edges,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
adaptive_mconj48_promote,False,32,0,0.5954839972224422,0.09664821391925216,0.00027959607735411753,0,0,0,0,0.1664272814174407,10346.802692447913,0.8986000000000002,False
adaptive_mconj48_promote,False,64,0,0.5954839972224422,0.15175086818635464,0.00027959607735411753,0,0,0,0,0.1114147207508954,6589.748130942947,0.9526000000000001,False
adaptive_mconj48_promote,False,128,0,0.5954839972224422,0.27110952395014465,0.00027959607735411753,0,0,0,0,0.07463913182774837,3688.5461839544,0.977,False
adaptive_mconj48_promote,False,32,1,0.5919658342619039,0.10385635402053595,0.00031406373374130844,0,0,0,0,0.14739063742314165,9628.683862734733,0.906,False
adaptive_mconj48_promote,False,64,1,0.5919658342619039,0.16862233402207494,0.00031406373374130844,0,0,0,0,0.10752841484928531,5930.412515041374,0.9542,False
adaptive_mconj48_promote,False,128,1,0.5919658342619039,0.29435006412677467,0.00031406373374130844,0,0,0,0,0.06677574409918619,3397.315380129513,0.981,False
adaptive_mconj48_promote,False,32,2,0.5862687668883634,0.09378291992470622,0.0013022250239861123,0,0,0,0,0.15347951003309854,10662.922425563756,0.9102,False
adaptive_mconj48_promote,False,64,2,0.5862687668883634,0.1508407020010054,0.0013022250239861123,0,0,0,0,0.09775479527879949,6629.510382372356,0.958,False
adaptive_mconj48_promote,False,128,2,0.5862687668883634,0.2633201698772609,0.0013022250239861123,0,0,0,0,0.05425089861006911,3797.658191038389,0.9822000000000001,False
adaptive_mconj48_promote,False,32,3,0.5917926345685801,0.10056349402293563,0.0010949921691276246,0,0,0,0,0.15484844203284706,9943.96634400878,0.8986000000000002,False
adaptive_mconj48_promote,False,64,3,0.5917926345685801,0.16892683994956315,0.0010949921691276246,0,0,0,0,0.10667239567948215,5919.722409408548,0.951,False
adaptive_mconj48_promote,False,128,3,0.5917926345685801,0.2957834778353572,0.0010949921691276246,0,0,0,0,0.06316043065084341,3380.8514502511625,0.9774,False
adaptive_mconj48_promote,False,32,4,0.5920054660917301,0.09256978402845562,0.0004775088225885858,0,0,0,0,0.16858422227480246,10802.661046423136,0.9044,False
adaptive_mconj48_promote,False,64,4,0.5920054660917301,0.1497279959730804,0.0004775088225885858,0,0,0,0,0.11123506641342917,6678.777696188427,0.9526000000000001,False
adaptive_mconj48_promote,False,128,4,0.5920054660917301,0.2650668921414763,0.0004775088225885858,0,0,0,0,0.06660330322138686,3772.6326057584815,0.978,False
adaptive_mconj48_promote,False,32,5,0.5987356602466805,0.10201129596680403,0.0009245663089966808,0,0,0,0,0.17888309031319868,9802.835955788805,0.8922,False
adaptive_mconj48_promote,False,64,5,0.5987356602466805,0.16276226402260363,0.0009245663089966808,0,0,0,0,0.12008263821219119,6143.930265439935,0.9496,False
adaptive_mconj48_promote,False,128,5,0.5987356602466805,0.29992043413221836,0.0009245663089966808,0,0,0,0,0.07870425655579245,3334.217633064492,0.9758,False
adaptive_mconj48_promote,True,32,6,0.6229266249511529,0.10059114987961948,0.008302040401639964,20812,0,200,0,0.17619035160870755,9941.23241653695,0.8764,True
adaptive_mconj48_promote,True,64,6,0.6229266249511529,0.16144199203699827,0.008302040401639964,20812,0,200,0,0.12359223276565562,6194.175303354943,0.9364,True
adaptive_mconj48_promote,True,128,6,0.6229266249511529,0.2734684720635414,0.008302040401639964,20812,0,200,0,0.07931809377437156,3656.728662189791,0.9692000000000001,True
adaptive_mconj48_promote,True,32,7,0.6319723031078727,0.12046563578769565,0.013036922938028068,37132,0,400,0,0.20171375758732968,8301.122502373742,0.8534,True
adaptive_mconj48_promote,True,64,7,0.6319723031078727,0.18783165607601404,0.013036922938028068,37132,0,400,0,0.1430490824856979,5323.916217803604,0.9264000000000001,True
adaptive_mconj48_promote,True,128,7,0.6319723031078727,0.30293127591721714,0.013036922938028068,37132,0,400,0,0.08944808550215035,3301.0787577881947,0.9648,True
adaptive_mconj48_promote,True,32,8,0.6376024549066641,0.11083583394065499,0.019719945750854673,46507,0,600,0,0.18753175731059527,9022.352829820647,0.8572000000000001,True
adaptive_mconj48_promote,True,64,8,0.6376024549066641,0.17388135404326022,0.019719945750854673,46507,0,600,0,0.12456949867443474,5751.0479228911945,0.9338000000000001,True
adaptive_mconj48_promote,True,128,8,0.6376024549066641,0.29033993813209236,0.019719945750854673,46507,0,600,0,0.07328410468853391,3444.238524102194,0.9712000000000001,True
adaptive_mconj48_promote,True,32,9,0.6443972366815556,0.11460011801682413,0.020710931075585283,53992,0,800,0,0.21414948050368932,8725.994504239452,0.83,True
adaptive_mconj48_promote,True,64,9,0.6443972366815556,0.1768005641642958,0.020710931075585283,53992,0,800,0,0.15680510195781258,5656.090548844223,0.9096,True
adaptive_mconj48_promote,True,128,9,0.6443972366815556,0.30334850400686264,0.020710931075585283,53992,0,800,0,0.11070302615556632,3296.5384262365674,0.9522,True
adaptive_mconj48_promote,True,32,10,0.6622585931986746,0.12159538199193776,0.03559247382908569,60531,0,1000,0,0.19723802878755406,8223.996533571511,0.8346000000000001,True
adaptive_mconj48_promote,True,64,10,0.6622585931986746,0.1779188560321927,0.03559247382908569,60531,0,1000,0,0.14840970318681995,5620.539735367113,0.9116000000000002,True
adaptive_mconj48_promote,True,128,10,0.6622585931986746,0.29469340201467276,0.03559247382908569,60531,0,1000,0,0.10017983829094555,3393.357276286118,0.958,True
adaptive_mconj48_promote,True,32,11,0.6481049617685164,0.11568530602380633,0.019794445645839976,66069,0,1200,0,0.20927254956157054,8644.140162400701,0.845,True
adaptive_mconj48_promote,True,64,11,0.6481049617685164,0.18989531393162906,0.019794445645839976,66069,0,1200,0,0.142828568570857,5266.059384488263,0.92,True
adaptive_mconj48_promote,True,128,11,0.6481049617685164,0.3122261199168861,0.019794445645839976,66069,0,1200,0,0.09105492847726585,3202.8069921446604,0.963,True
adaptive_mconj48_promote,True,32,12,0.6444534991281903,0.12223694194108248,0.01916865662603929,72726,0,1400,0,0.20144120730376888,8180.832930866304,0.8512000000000001,True
adaptive_mconj48_promote,True,64,12,0.6444534991281903,0.19284762791357934,0.01916865662603929,72726,0,1400,0,0.15053650720008085,5185.441017963308,0.9126000000000002,True
adaptive_mconj48_promote,True,128,12,0.6444534991281903,0.3014685281086713,0.01916865662603929,72726,0,1400,0,0.09505787710652915,3317.095838407142,0.958,True
adaptive_mconj48_promote,True,32,13,0.6465850690890795,0.12547783786430955,0.022042858567594047,77458,0,1600,0,0.21347215275065742,7969.534835955572,0.8342,True
adaptive_mconj48_promote,True,64,13,0.6465850690890795,0.19442701013758779,0.022042858567594047,77458,0,1600,0,0.15552440322984687,5143.318303832077,0.9096000000000001,True
adaptive_mconj48_promote,True,128,13,0.6465850690890795,0.3160297980066389,0.022042858567594047,77458,0,1600,0,0.10738789503477568,3164.258580385489,0.9528000000000001,True
adaptive_mconj48_promote,False,32,14,0.6441638986799981,0.13342726998962462,0.001174791431429946,77458,0,1600,0,0.20407292814089772,7494.719783127996,0.8368,False
adaptive_mconj48_promote,False,64,14,0.6441638986799981,0.18091475195251405,0.001174791431429946,77458,0,1600,0,0.14316424134538625,5527.465224408438,0.912,False
adaptive_mconj48_promote,False,128,14,0.6441638986799981,0.30424652015790343,0.001174791431429946,77458,0,1600,0,0.08821881885402909,3286.80834042408,0.9588,False
adaptive_mconj48_promote,False,32,15,0.6674013626949754,0.12976243812590837,0.0025304318106645508,77458,0,1600,0,0.20006189042393854,7706.39034255584,0.8282,False
adaptive_mconj48_promote,False,64,15,0.6674013626949754,0.1846666040364653,0.0025304318106645508,77458,0,1600,0,0.13272166364237603,5415.164291441318,0.9136000000000002,False
adaptive_mconj48_promote,False,128,15,0.6674013626949754,0.3218757580034435,0.0025304318106645508,77458,0,1600,0,0.0859420735146645,3106.788800134808,0.9586000000000001,False
