condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,n_promoted_nodes,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
static,False,64,18,0.0,0.15105234016664326,0.0,0,0,0,0.16852821722192401,6620.221831034095,0.8732000000000001,False
static,False,128,18,0.0,0.2838450060226023,0.0,0,0,0,0.11943198901466892,3523.04947694014,0.936,False
static,False,32,19,0.0,0.09278641012497246,0.0,0,0,0,0.22070894861785736,10777.440345554018,0.7766000000000001,False
static,False,64,19,0.0,0.15777348005212843,0.0,0,0,0,0.17042488081263252,6338.200815939405,0.8756,False
static,False,128,19,0.0,0.28855345002375543,0.0,0,0,0,0.11200999955361128,3465.5624457710487,0.9376000000000001,False
static,False,32,20,0.0,0.09278180007822812,0.0,0,0,0,0.21963824803526366,10777.975843935548,0.7647999999999999,False
static,False,64,20,0.0,0.15698426798917353,0.0,0,0,0,0.1749032875620124,6370.065056894525,0.8622000000000001,False
static,False,128,20,0.0,0.2857697040308267,0.0,0,0,0,0.11568422537234711,3499.3212572741004,0.9346,False
static,False,32,21,0.0,0.08635874604806304,0.0,0,0,0,0.21202980922502385,11579.603060047319,0.7844000000000001,False
static,False,64,21,0.0,0.14743007393553853,0.0,0,0,0,0.17263730767131422,6782.876609267891,0.8694,False
static,False,128,21,0.0,0.28334996988996863,0.0,0,0,0,0.11918120657217732,3529.2045394898864,0.9328,False
static,False,32,22,0.0,0.09344222210347652,0.0,0,0,0,0.21594916068371278,10701.800294224755,0.7686000000000001,False
static,False,64,22,0.0,0.15851896815001965,0.0,0,0,0,0.15698292900822053,6308.3933214454,0.8806000000000002,False
static,False,128,22,0.0,0.28882792801596224,0.0,0,0,0,0.10667239567948215,3462.269064038483,0.941,False
static,False,32,23,0.0,0.08923524199053645,0.0,0,0,0,0.210759673562093,11206.334825718875,0.7994000000000001,False
static,False,64,23,0.0,0.15354484785348177,0.0,0,0,0,0.16137707396033676,6512.755159028438,0.8912,False
static,False,128,23,0.0,0.27707651583477855,0.0,0,0,0,0.10340812347199808,3609.1113567932357,0.9474000000000001,False
static,False,32,24,0.0,0.0941719280090183,0.0,0,0,0,0.21274162733231128,10618.875721693154,0.781,False
static,False,64,24,0.0,0.15641841012984514,0.0,0,0,0,0.16015942057837249,6393.109347997373,0.8836,False
static,False,128,24,0.0,0.28762050601653755,0.0,0,0,0,0.10512678060323163,3476.803562616993,0.9406,False
