condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,n_promoted_nodes,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
static,False,32,18,0.0,0.09666789416223764,0.0,0,0,0,0.22120433992125924,10344.696226874466,0.7692,False
static,False,64,18,0.0,0.17404126795008779,0.0,0,0,0,0.16852821722192401,5745.763701783555,0.8732000000000001,False
static,False,128,18,0.0,0.3122403279412538,0.0,0,0,0,0.11943198901466892,3202.6612532515155,0.936,False
static,False,32,19,0.0,0.09443103219382465,0.0,0,0,0,0.22070894861785736,10589.739164848346,0.7766000000000001,False
static,False,64,19,0.0,0.16392886405810714,0.0,0,0,0,0.17042488081263252,6100.206975420353,0.8756,False
static,False,128,19,0.0,0.29354364215396345,0.0,0,0,0,0.11200999955361128,3406.6484719689506,0.9376000000000001,False
static,False,32,20,0.0,0.09718932793475688,0.0,0,0,0,0.21963824803526366,10289.195544919286,0.7647999999999999,False
static,False,64,20,0.0,0.15996036608703434,0.0,0,0,0,0.1749032875620124,6251.548583327826,0.8622000000000001,False
static,False,128,20,0.0,0.30216773599386215,0.0,0,0,0,0.11568422537234711,3309.420169267551,0.9346,False
static,False,32,21,0.0,0.09696905012242496,0.0,0,0,0,0.21202980922502385,10312.568791150208,0.7844000000000001,False
static,False,64,21,0.0,0.16639396804384887,0.0,0,0,0,0.17263730767131422,6009.833239486636,0.8694,False
static,False,128,21,0.0,0.31638845801353455,0.0,0,0,0,0.11918120657217732,3160.6715563474245,0.9328,False
static,False,32,22,0.0,0.11440328997559845,0.0,0,0,0,0.21594916068371278,8741.007362754113,0.7686000000000001,False
static,False,64,22,0.0,0.1689988940488547,0.0,0,0,0,0.15698292900822053,5917.198485990784,0.8806000000000002,False
static,False,128,22,0.0,0.31143143004737794,0.0,0,0,0,0.10667239567948215,3210.9797005648093,0.941,False
static,False,32,23,0.0,0.10494948993436992,0.0,0,0,0,0.210759673562093,9528.393140598866,0.7994000000000001,False
static,False,64,23,0.0,0.16505218390375376,0.0,0,0,0,0.16137707396033676,6058.689902480334,0.8912,False
static,False,128,23,0.0,0.2960141939111054,0.0,0,0,0,0.10340812347199808,3378.216384786958,0.9474000000000001,False
static,False,32,24,0.0,0.09484826005063951,0.0,0,0,0,0.21274162733231128,10543.155978466022,0.781,False
static,False,64,24,0.0,0.16428281809203327,0.0,0,0,0,0.16015942057837249,6087.063830617926,0.8836,False
static,False,128,24,0.0,0.30876755993813276,0.0,0,0,0,0.10512678060323163,3238.682198999041,0.9406,False
