condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
periodic_rebuild,False,32,0,0.0,0.0888946020277217,0.0,0,0,0.1664272814174407,11249.276977337171,0.8986000000000002,False
periodic_rebuild,False,64,0,0.0,0.14032068999949843,0.0,0,0,0.1114147207508954,7126.532801424896,0.9526000000000001,False
periodic_rebuild,False,128,0,0.0,0.2535480500664562,0.0,0,0,0.07463913182774837,3944.025598847615,0.977,False
periodic_rebuild,False,32,1,0.0,0.07926609797868878,0.0,0,0,0.14739063742314165,12615.733907689726,0.906,False
periodic_rebuild,False,64,1,0.0,0.13242008606903255,0.0,0,0,0.10752841484928531,7551.724437625612,0.9542,False
periodic_rebuild,False,128,1,0.0,0.24250718799885362,0.0,0,0,0.06677574409918619,4123.5891119430535,0.981,False
periodic_rebuild,False,32,2,0.0,0.08023237809538841,0.0,0,0,0.15347951003309854,12463.796085055565,0.9102,False
periodic_rebuild,False,64,2,0.0,0.13449029996991158,0.0,0,0,0.09775479527879949,7435.480478694165,0.958,False
periodic_rebuild,False,128,2,0.0,0.24784845998510718,0.0,0,0,0.05425089861006911,4034.723476030831,0.9822000000000001,False
periodic_rebuild,False,32,3,0.0,0.08009473804850131,0.0,0,0,0.15484844203284706,12485.214689065475,0.8986000000000002,False
periodic_rebuild,False,64,3,0.0,0.13100714597385377,0.0,0,0,0.10667239567948215,7633.171401196532,0.951,False
periodic_rebuild,False,128,3,0.0,0.2431608879705891,0.0,0,0,0.06316043065084341,4112.503488311625,0.9774,False
periodic_rebuild,False,32,4,0.0,0.0805158179719001,0.0,0,0,0.16858422227480246,12419.919777117566,0.9044,False
periodic_rebuild,False,64,4,0.0,0.13343416200950742,0.0,0,0,0.11123506641342917,7494.3326726835385,0.9526000000000001,False
periodic_rebuild,False,128,4,0.0,0.24788475991226733,0.0,0,0,0.06660330322138686,4034.1326362860113,0.978,False
periodic_rebuild,False,32,5,0.0,0.1027977759949863,0.0,0,1,0.17552618038344023,9727.836913989,0.8916000000000001,False
periodic_rebuild,False,64,5,0.0,0.14345990400761366,0.0,0,1,0.11445086281894078,6970.588799131835,0.951,False
periodic_rebuild,False,128,5,0.0,0.2617084920639172,0.0,0,1,0.07741085195242331,3821.04528635536,0.9765999999999999,False
periodic_rebuild,False,32,6,0.0,0.08987601997796446,0.0,0,1,0.17123130554895621,11126.438400867963,0.8772000000000001,False
periodic_rebuild,False,64,6,0.0,0.15035461192019284,0.0,0,1,0.11798491428992099,6650.943308149356,0.9366,False
periodic_rebuild,False,128,6,0.0,0.2782902040053159,0.0,0,1,0.0773819100307042,3593.371184495226,0.9698000000000001,False
periodic_rebuild,False,32,7,0.0,0.08636856591328979,0.0,0,1,0.20240662044508326,11578.28649145287,0.8533999999999999,False
periodic_rebuild,False,64,7,0.0,0.15305816603358835,0.0,0,1,0.14273598004707855,6533.463884446072,0.9262,False
periodic_rebuild,False,128,7,0.0,0.2768904659897089,0.0,0,1,0.0901489877924317,3611.536411792404,0.9646,False
periodic_rebuild,False,32,8,0.0,0.09121447592042387,0.0,0,1,0.18808625680788058,10963.17212711288,0.8566,False
periodic_rebuild,False,64,8,0.0,0.1549579439451918,0.0,0,1,0.11556400823785926,6453.363890486939,0.9364000000000001,False
periodic_rebuild,False,128,8,0.0,0.28753270593006164,0.0,0,1,0.07696518693539307,3477.8652284628665,0.9694,False
periodic_rebuild,False,32,9,0.0,0.08837844198569655,0.0,0,1,0.21039952471429207,11314.976565912342,0.8302,False
periodic_rebuild,False,64,9,0.0,0.15508224198129028,0.0,0,1,0.15493017782214025,6448.191535176825,0.9108,False
periodic_rebuild,False,128,9,0.0,0.2798349619843066,0.0,0,1,0.10377109424112285,3573.534889668579,0.9534000000000001,False
periodic_rebuild,False,32,10,0.0,0.09029014792758971,0.0,0,2,0.19914858774292127,11075.405489444687,0.8272,False
periodic_rebuild,False,64,10,0.0,0.15676253801211715,0.0,0,2,0.14646446668048876,6379.07508184579,0.9104000000000001,False
periodic_rebuild,False,128,10,0.0,0.290128278080374,0.0,0,2,0.09817922387144849,3446.751232304804,0.9578000000000001,False
periodic_rebuild,False,32,11,0.0,0.08906452590599656,0.0,0,2,0.20570065629452913,11227.814776170853,0.8418000000000001,False
periodic_rebuild,False,64,11,0.0,0.15819296007975936,0.0,0,2,0.14420138695588194,6321.393818636491,0.9186,False
periodic_rebuild,False,128,11,0.0,0.2817550520412624,0.0,0,2,0.09149316914393117,3549.1821451121746,0.963,False
periodic_rebuild,False,32,12,0.0,0.09447393205482513,0.0,0,2,0.19559141085436244,10584.930448535579,0.852,False
periodic_rebuild,False,64,12,0.0,0.15828425798099488,0.0,0,2,0.14117719362559947,6317.747657003702,0.917,False
periodic_rebuild,False,128,12,0.0,0.2867588959634304,0.0,0,2,0.09068274367265251,3487.2501396696944,0.9608000000000001,False
periodic_rebuild,False,32,13,0.0,0.09012862807139754,0.0,0,2,0.22188961219489298,11095.253765627345,0.825,False
periodic_rebuild,False,64,13,0.0,0.15384879591874778,0.0,0,2,0.16713814645376443,6499.888374349906,0.9022,False
periodic_rebuild,False,128,13,0.0,0.2788696300704032,0.0,0,2,0.10723506889073182,3585.904997068131,0.9508000000000001,False
periodic_rebuild,False,32,14,0.0,0.09362546994816512,0.0,0,2,0.2103782308129812,10680.854264909332,0.829,False
periodic_rebuild,False,64,14,0.0,0.15603583806660026,0.0,0,2,0.14952939510343777,6408.784112616317,0.9064000000000001,False
periodic_rebuild,False,128,14,0.0,0.2829788519302383,0.0,0,2,0.08719082520540793,3533.8329814361045,0.9576,False
periodic_rebuild,False,32,15,0.0,0.09366477199364454,0.0,0,3,0.19294548452866164,10676.372543434509,0.8302,False
periodic_rebuild,False,64,15,0.0,0.161482812021859,0.0,0,3,0.13697941451181636,6192.609525926733,0.9107999999999999,False
periodic_rebuild,False,128,15,0.0,0.2942346700001508,0.0,0,3,0.08818412555556697,3398.6477528276578,0.9566,False
periodic_rebuild,False,32,16,0.0,0.09499497397337109,0.0,0,3,0.20565252247419674,10526.872719395862,0.8052,False
periodic_rebuild,False,64,16,0.0,0.16567043797113,0.0,0,3,0.15461578185942082,6036.079896005716,0.8914000000000001,False
periodic_rebuild,False,128,16,0.0,0.301858099992387,0.0,0,3,0.10530792942604084,3312.814862431124,0.9468000000000001,False
periodic_rebuild,False,32,17,0.0,0.10293846402782947,0.0,0,3,0.2231247184872174,9714.541687057323,0.7744,False
periodic_rebuild,False,64,17,0.0,0.16437617596238852,0.0,0,3,0.16178207564498612,6083.6066671170975,0.8784000000000001,False
periodic_rebuild,False,128,17,0.0,0.3015910980757326,0.0,0,3,0.09959337327352659,3315.747733870082,0.9454,False
periodic_rebuild,False,32,18,0.0,0.09876245597843081,0.0,0,3,0.21705630605905005,10125.305108030067,0.7716000000000001,False
periodic_rebuild,False,64,18,0.0,0.1712519839638844,0.0,0,3,0.17132845648052747,5839.348408430068,0.8716000000000002,False
periodic_rebuild,False,128,18,0.0,0.3125804919982329,0.0,0,3,0.12144529632719417,3199.175974186045,0.9348,False
periodic_rebuild,False,32,19,0.0,0.09493887203279883,0.0,0,3,0.22149528211679817,10533.093332460563,0.7727999999999999,False
periodic_rebuild,False,64,19,0.0,0.16505999595392495,0.0,0,3,0.1770978260736139,6058.403153476032,0.8694,False
periodic_rebuild,False,128,19,0.0,0.3048531039385125,0.0,0,3,0.11316253797083202,3280.2683885472115,0.9368000000000001,False
periodic_rebuild,False,32,20,0.0,0.09658804803621024,0.0,0,4,0.22233767112210204,10353.247843098625,0.7686000000000001,False
periodic_rebuild,False,64,20,0.0,0.17066887603141367,0.0,0,4,0.17749997183098368,5859.299148463003,0.8624,False
periodic_rebuild,False,128,20,0.0,0.3089446839876473,0.0,0,4,0.11649188812960326,3236.8253989441796,0.9342,False
periodic_rebuild,False,32,21,0.0,0.09589040803257376,0.0,0,4,0.2106185177044032,10428.571746824795,0.7772,False
periodic_rebuild,False,64,21,0.0,0.16694083402398974,0.0,0,4,0.17348198753761154,5990.146184703366,0.868,False
periodic_rebuild,False,128,21,0.0,0.304838377982378,0.0,0,4,0.12131595113586671,3280.4268498561805,0.9338000000000001,False
periodic_rebuild,False,32,22,0.0,0.09647531004156917,0.0,0,4,0.21287169844767997,10365.346320930414,0.7742,False
periodic_rebuild,False,64,22,0.0,0.16816891403868794,0.0,0,4,0.1652876280911551,5946.402197554454,0.88,False
periodic_rebuild,False,128,22,0.0,0.30690256191883236,0.0,0,4,0.12286643154254949,3258.363155223428,0.9372,False
periodic_rebuild,False,32,23,0.0,0.09455346607137471,0.0,0,4,0.2081709874117909,10576.02689302938,0.8022,False
periodic_rebuild,False,64,23,0.0,0.16205958800856024,0.0,0,4,0.15585069778477093,6170.569802677633,0.8916000000000002,False
periodic_rebuild,False,128,23,0.0,0.29731821396853775,0.0,0,4,0.10263157408906871,3363.3997280295116,0.9474000000000001,False
periodic_rebuild,False,32,24,0.0,0.09667454799637198,0.0,0,4,0.21468637590680972,10343.984230860104,0.7824000000000001,False
periodic_rebuild,False,64,24,0.0,0.16735955397598445,0.0,0,4,0.15725889481997513,5975.159327584589,0.8842000000000001,False
periodic_rebuild,False,128,24,0.0,0.3074186419835314,0.0,0,4,0.10449478455884771,3252.893167271133,0.9422,False
