strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
poolAndRewire,50,2.0,0.9538,17270.999,6751.7447,133.995,35.086,53.199,928.785,118.17,1000
poolAndRewire,50,3.0,0.9461,17647.2306,7110.831,132.897,34.04,53.827,946.107,123.93,1000
poolAndRewire,50,4.0,0.9324,18102.9618,7430.2057,133.52,34.206,54.462,964.099,129.13,1000
poolAndRewire,50,6.0,0.8916,19252.9233,8366.3325,131.975,33.646,56.251,1017.021,140.261,1000
poolAndRewire,50,8.0,0.8255,20720.8834,9365.7127,132.368,34.102,56.695,1050.716,145.462,1000
poolAndRewire,50,10.0,0.7459,18591.8513,10334.166,116.823,32.765,57.965,1108.612,149.914,1000
poolAndRewire,50,12.0,0.6727,18422.4186,11508.0248,105.122,28.853,58.151,1145.467,149.815,1000
poolAndRewire,50,16.0,0.5529,20229.9085,14432.7175,94.226,25.664,58.066,1208.163,149.708,1000
poolAndRewire,100,0.0,0.9793,16757.0348,6389.9097,134.052,35.76,102.022,1611.001,182.404,1000
poolAndRewire,100,1.0,0.9773,16974.2671,6504.6793,134.231,35.396,102.235,1616.491,184.719,1000
poolAndRewire,100,2.0,0.9736,17270.999,6751.7447,133.995,35.086,102.773,1632.976,191.492,1000
poolAndRewire,100,3.0,0.9679,17647.2306,7110.831,132.897,34.04,103.313,1651.605,199.871,1000
poolAndRewire,100,4.0,0.9607,18102.9618,7430.2057,133.52,34.206,104.141,1677.667,208.98,1000
poolAndRewire,100,6.0,0.9362,19252.9233,8366.3325,131.975,33.646,106.179,1753.794,230.113,1000
poolAndRewire,100,8.0,0.8869,20720.8834,9365.7127,132.368,34.102,107.143,1822.368,243.122,1000
poolAndRewire,100,10.0,0.815,18591.8513,10334.166,116.823,32.765,108.311,1912.786,257.606,1000
poolAndRewire,100,12.0,0.7448,18422.4186,11508.0248,105.122,28.853,109.173,2004.407,265.458,1000
poolAndRewire,100,16.0,0.6453,20229.9085,14432.7175,94.226,25.664,107.066,2098.798,272.632,1000
poolAndRewire,200,0.0,0.9891,16757.0348,6389.9097,134.052,35.76,201.594,2856.053,306.499,1000
poolAndRewire,200,1.0,0.9885,16974.2671,6504.6793,134.231,35.396,201.868,2864.046,310.169,1000
poolAndRewire,200,2.0,0.9866,17270.999,6751.7447,133.995,35.086,202.382,2886.525,319.918,1000
poolAndRewire,200,3.0,0.9837,17647.2306,7110.831,132.897,34.04,202.869,2914.186,330.64,1000
poolAndRewire,200,4.0,0.9794,18102.9618,7430.2057,133.52,34.206,203.771,2955.227,343.96,1000
poolAndRewire,200,6.0,0.964,19252.9233,8366.3325,131.975,33.646,207.1,3080.134,380.295,1000
poolAndRewire,200,8.0,0.9214,20720.8834,9365.7127,132.368,34.102,207.379,3200.507,404.089,1000
poolAndRewire,200,10.0,0.8726,18591.8513,10334.166,116.823,32.765,210.353,3387.73,438.52,1000
poolAndRewire,200,12.0,0.8144,18422.4186,11508.0248,105.122,28.853,210.319,3543.013,460.728,1000
poolAndRewire,200,16.0,0.7334,20229.9085,14432.7175,94.226,25.664,208.542,3804.332,486.9,1000
poolAndRewire,500,0.0,0.9967,16757.0348,6389.9097,134.052,35.76,501.171,6072.402,629.823,1000
poolAndRewire,500,1.0,0.9958,16974.2671,6504.6793,134.231,35.396,501.422,6091.716,634.619,1000
poolAndRewire,500,2.0,0.9959,17270.999,6751.7447,133.995,35.086,502.441,6135.829,648.976,1000
poolAndRewire,500,3.0,0.9945,17647.2306,7110.831,132.897,34.04,503.532,6201.87,666.176,1000
poolAndRewire,500,4.0,0.991,18102.9618,7430.2057,133.52,34.206,504.57,6275.427,686.016,1000
poolAndRewire,500,6.0,0.983,19252.9233,8366.3325,131.975,33.646,508.396,6505.048,750.614,1000
poolAndRewire,500,8.0,0.9587,20720.8834,9365.7127,132.368,34.102,511.763,6828.111,808.549,1000
poolAndRewire,500,10.0,0.914,18591.8513,10334.166,116.823,32.765,512.44,7211.876,878.525,1000
poolAndRewire,500,12.0,0.8774,18422.4186,11508.0248,105.122,28.853,514.463,7626.492,943.373,1000
poolAndRewire,500,16.0,0.8134,20229.9085,14432.7175,94.226,25.664,508.934,8312.251,1019.307,1000
