condition,epoch,ef,recall,edge_count,drift_detected,mmd_squared,mean_eh,repair_count,mean_latency_ms
static,0,32,0.8252,0,False,0.0,0.0,0,0.09271985199302435
static,0,64,0.9062,0,False,0.0,0.0,0,0.15166815812699497
static,0,128,0.9576000000000001,0,False,0.0,0.0,0,0.27569696214050055
static,1,32,0.8125999999999999,0,False,0.0,0.0,0,0.08722405391745269
static,1,64,0.8972,0,False,0.0,0.0,0,0.14799116202630103
static,1,128,0.9536,0,False,0.0,0.0,0,0.26942816004157066
static,2,32,0.8218,0,False,0.0,0.0,0,0.08850340405479074
static,2,64,0.9047999999999999,0,False,0.0,0.0,0,0.14767589792609215
static,2,128,0.952,0,False,0.0,0.0,0,0.2748205941170454
static,3,32,0.8132,0,False,0.0,0.0,0,0.08857897180132568
static,3,64,0.8974000000000001,0,False,0.0,0.0,0,0.15700402203947306
static,3,128,0.9522,0,False,0.0,0.0,0,0.2768012899905443
static,4,32,0.8072,0,False,0.0,0.0,0,0.09074865584261715
static,4,64,0.8972,0,False,0.0,0.0,0,0.15082126599736512
static,4,128,0.9542,0,False,0.0,0.0,0,0.2752171519678086
static,5,32,0.7996,0,False,0.0,0.0,0,0.08858176600188017
static,5,64,0.8934000000000001,0,False,0.0,0.0,0,0.17186957015655935
static,5,128,0.9584000000000001,0,False,0.0,0.0,0,0.33852787618525326
static,6,32,0.7756000000000001,0,False,0.0,0.0,0,0.0936877119820565
static,6,64,0.8824,0,False,0.0,0.0,0,0.1672072559595108
static,6,128,0.9412,0,False,0.0,0.0,0,0.28324595210142434
static,7,32,0.7026,0,False,0.0,0.0,0,0.09512504399754107
static,7,64,0.8176,0,False,0.0,0.0,0,0.15490906592458487
static,7,128,0.8990000000000001,0,False,0.0,0.0,0,0.2791099601890892
static,8,32,0.598,0,False,0.0,0.0,0,0.09500463609583676
static,8,64,0.726,0,False,0.0,0.0,0,0.15724260010756552
static,8,128,0.8296,0,False,0.0,0.0,0,0.2860791280400008
static,9,32,0.6044,0,False,0.0,0.0,0,0.09584594401530921
static,9,64,0.7272000000000001,0,False,0.0,0.0,0,0.1610292480327189
static,9,128,0.8246,0,False,0.0,0.0,0,0.2823535220231861
static,10,32,0.5898,0,False,0.0,0.0,0,0.09645258402451873
static,10,64,0.7184,0,False,0.0,0.0,0,0.16171536594629288
static,10,128,0.8166,0,False,0.0,0.0,0,0.28927547787316144
static,11,32,0.5958,0,False,0.0,0.0,0,0.09339340217411518
static,11,64,0.7298,0,False,0.0,0.0,0,0.15662352787330747
static,11,128,0.8318,0,False,0.0,0.0,0,0.28326006000861526
static,12,32,0.5876000000000001,0,False,0.0,0.0,0,0.09751612390391529
static,12,64,0.721,0,False,0.0,0.0,0,0.16015777015127242
static,12,128,0.8282,0,False,0.0,0.0,0,0.2903712859842926
static,13,32,0.6073999999999999,0,False,0.0,0.0,0,0.09391483594663441
static,13,64,0.7154,0,False,0.0,0.0,0,0.15415869397111237
static,13,128,0.8226000000000001,0,False,0.0,0.0,0,0.27951308200135827
static,14,32,0.5802,0,False,0.0,0.0,0,0.10682888189330697
static,14,64,0.7121999999999999,0,False,0.0,0.0,0,0.2337303920648992
static,14,128,0.8212,0,False,0.0,0.0,0,0.3055487440433353
static,15,32,0.448,0,False,0.0,0.0,0,0.10346030397340655
static,15,64,0.588,0,False,0.0,0.0,0,0.16592413396574557
static,15,128,0.7142000000000001,0,False,0.0,0.0,0,0.29236385389231145
static,16,32,0.287,0,False,0.0,0.0,0,0.10410270211286843
static,16,64,0.40659999999999996,0,False,0.0,0.0,0,0.17619455396197736
static,16,128,0.5358,0,False,0.0,0.0,0,0.310603427933529
static,17,32,0.23860000000000003,0,False,0.0,0.0,0,0.10557886585593224
static,17,64,0.3444,0,False,0.0,0.0,0,0.17886206810362637
static,17,128,0.4682,0,False,0.0,0.0,0,0.31683926610276103
static,18,32,0.2078,0,False,0.0,0.0,0,0.10486816195771098
static,18,64,0.3158,0,False,0.0,0.0,0,0.17902004811912775
static,18,128,0.43160000000000004,0,False,0.0,0.0,0,0.31233981787227094
static,19,32,0.18919999999999998,0,False,0.0,0.0,0,0.10313861607573926
static,19,64,0.28820000000000007,0,False,0.0,0.0,0,0.17241237801499665
static,19,128,0.40520000000000006,0,False,0.0,0.0,0,0.3113064500503242
static,20,32,0.2014,0,False,0.0,0.0,0,0.10657633608207107
static,20,64,0.3108,0,False,0.0,0.0,0,0.17201889189891517
static,20,128,0.4292,0,False,0.0,0.0,0,0.31439035409130156
static,21,32,0.2184,0,False,0.0,0.0,0,0.10485153994522989
static,21,64,0.31720000000000004,0,False,0.0,0.0,0,0.17279482795856893
static,21,128,0.43379999999999996,0,False,0.0,0.0,0,0.3965415661223233
static,22,32,0.2144,0,False,0.0,0.0,0,0.11817890801467001
static,22,64,0.31439999999999996,0,False,0.0,0.0,0,0.1820934780407697
static,22,128,0.4338,0,False,0.0,0.0,0,0.32064393209293485
static,23,32,0.2072,0,False,0.0,0.0,0,0.10242819203995168
static,23,64,0.307,0,False,0.0,0.0,0,0.1737496959976852
static,23,128,0.42040000000000005,0,False,0.0,0.0,0,0.3076389501802623
static,24,32,0.21359999999999998,0,False,0.0,0.0,0,0.10679954988881946
static,24,64,0.31320000000000003,0,False,0.0,0.0,0,0.1780245320405811
static,24,128,0.426,0,False,0.0,0.0,0,0.3219639300368726
adaptive_current,0,32,0.8252,0,False,0.0009175472951439456,0.6377537427553123,0,0.1265855459496379
adaptive_current,0,64,0.9062,0,False,0.0009175472951439456,0.6377537427553123,0,0.172203412046656
adaptive_current,0,128,0.9576000000000001,0,False,0.0009175472951439456,0.6377537427553123,0,0.2998325261287391
adaptive_current,1,32,0.8125999999999999,0,False,0.001298910119841309,0.6514364696148023,0,0.10922401584684849
adaptive_current,1,64,0.8972,0,False,0.001298910119841309,0.6514364696148023,0,0.17011516191996634
adaptive_current,1,128,0.9536,0,False,0.001298910119841309,0.6514364696148023,0,0.30499993404373527
adaptive_current,2,32,0.8218,0,False,0.00013804658628063462,0.649401207606095,0,0.1150628759060055
adaptive_current,2,64,0.9047999999999999,0,False,0.00013804658628063462,0.649401207606095,0,0.17391228605993092
adaptive_current,2,128,0.952,0,False,0.00013804658628063462,0.649401207606095,0,0.3048372040502727
adaptive_current,3,32,0.8132,0,False,0.0018135362345104832,0.6592792047145115,0,0.11336098611354828
adaptive_current,3,64,0.8974000000000001,0,False,0.0018135362345104832,0.6592792047145115,0,0.17200464382767677
adaptive_current,3,128,0.9522,0,False,0.0018135362345104832,0.6592792047145115,0,0.29642693186178803
adaptive_current,4,32,0.8072,0,False,0.0004302752530189595,0.6498672813940993,0,0.1144915740005672
adaptive_current,4,64,0.8972,0,False,0.0004302752530189595,0.6498672813940993,0,0.17642824188806117
adaptive_current,4,128,0.9542,0,False,0.0004302752530189595,0.6498672813940993,0,0.3050671201199293
adaptive_current,5,32,0.7996,65681,True,0.003707726615208201,0.6596452298576951,1,0.1117503100540489
adaptive_current,5,64,0.8934000000000001,65681,True,0.003707726615208201,0.6596452298576951,1,0.17074037995189428
adaptive_current,5,128,0.9584000000000001,65681,True,0.003707726615208201,0.6596452298576951,1,0.2974633760750294
adaptive_current,6,32,0.7764000000000001,65681,False,0.00043841127691207084,0.6477517387980399,0,0.11595265218056738
adaptive_current,6,64,0.8824,65681,False,0.00043841127691207084,0.6477517387980399,0,0.17941465019248426
adaptive_current,6,128,0.9412,65681,False,0.00043841127691207084,0.6477517387980399,0,0.3043952500447631
adaptive_current,7,32,0.7034000000000001,131218,True,0.00810764727545488,0.6732966544899531,1,0.11413943604566157
adaptive_current,7,64,0.8182,131218,True,0.00810764727545488,0.6732966544899531,1,0.20672770985402167
adaptive_current,7,128,0.8992,131218,True,0.00810764727545488,0.6732966544899531,1,0.3702227680478245
adaptive_current,8,32,0.5998,196216,True,0.019409668553794245,0.7022537266731925,1,0.12468251609243453
adaptive_current,8,64,0.727,196216,True,0.019409668553794245,0.7022537266731925,1,0.1884171760175377
adaptive_current,8,128,0.8302,196216,True,0.019409668553794245,0.7022537266731925,1,0.39768556598573923
adaptive_current,9,32,0.6093999999999999,240278,True,0.02666697803418891,0.7045913720264,1,0.13128152606077492
adaptive_current,9,64,0.7295999999999999,240278,True,0.02666697803418891,0.7045913720264,1,0.1951874359510839
adaptive_current,9,128,0.8264000000000001,240278,True,0.02666697803418891,0.7045913720264,1,0.4187760560307652
adaptive_current,10,32,0.5982000000000001,288974,True,0.03670000067432923,0.715404727091234,1,0.13530954392626882
adaptive_current,10,64,0.7238,288974,True,0.03670000067432923,0.715404727091234,1,0.20711742201820016
adaptive_current,10,128,0.8188000000000001,288974,True,0.03670000067432923,0.715404727091234,1,0.4204822760075331
