condition,epoch,ef,recall,edge_count,drift_detected,mmd_squared,mean_eh,repair_count,mean_latency_ms
static,0,32,0.8252,0,False,0.0,0.0,0,0.08957070810720325
static,0,64,0.9062,0,False,0.0,0.0,0,0.1466295279096812
static,0,128,0.9576000000000001,0,False,0.0,0.0,0,0.26843066792935133
static,1,32,0.8125999999999999,0,False,0.0,0.0,0,0.08614821406081319
static,1,64,0.8972,0,False,0.0,0.0,0,0.14583571208640933
static,1,128,0.9536,0,False,0.0,0.0,0,0.2672384800389409
static,2,32,0.8218,0,False,0.0,0.0,0,0.08510059607215226
static,2,64,0.9047999999999999,0,False,0.0,0.0,0,0.14161269995383918
static,2,128,0.952,0,False,0.0,0.0,0,0.26138216187246144
static,3,32,0.8132,0,False,0.0,0.0,0,0.08442872599698603
static,3,64,0.8974000000000001,0,False,0.0,0.0,0,0.14528005803003907
static,3,128,0.9522,0,False,0.0,0.0,0,0.2655682978220284
static,4,32,0.8072,0,False,0.0,0.0,0,0.08425845205783844
static,4,64,0.8972,0,False,0.0,0.0,0,0.1476448781322688
static,4,128,0.9542,0,False,0.0,0.0,0,0.2653016459662467
static,5,32,0.8146000000000001,0,False,0.0,0.0,0,0.09007677808403969
static,5,64,0.9032,0,False,0.0,0.0,0,0.15135875204578042
static,5,128,0.9568,0,False,0.0,0.0,0,0.2823026559781283
static,6,32,0.8258,0,False,0.0,0.0,0,0.08249845588579774
static,6,64,0.907,0,False,0.0,0.0,0,0.14361294801346958
static,6,128,0.9566,0,False,0.0,0.0,0,0.257822496118024
static,7,32,0.8284000000000001,0,False,0.0,0.0,0,0.08181065786629915
static,7,64,0.9054,0,False,0.0,0.0,0,0.1486903999466449
static,7,128,0.953,0,False,0.0,0.0,0,0.26387939997948706
static,8,32,0.823,0,False,0.0,0.0,0,0.08424420608207583
static,8,64,0.9068,0,False,0.0,0.0,0,0.1489185020327568
static,8,128,0.9522,0,False,0.0,0.0,0,0.26292928005568683
static,9,32,0.817,0,False,0.0,0.0,0,0.08669031993485987
static,9,64,0.908,0,False,0.0,0.0,0,0.14192097797058523
static,9,128,0.9586,0,False,0.0,0.0,0,0.2650422540027648
static,10,32,0.8084000000000001,0,False,0.0,0.0,0,0.08801408996805549
static,10,64,0.9026000000000001,0,False,0.0,0.0,0,0.15272037382237613
static,10,128,0.9554,0,False,0.0,0.0,0,0.28213978791609406
static,11,32,0.8373999999999999,0,False,0.0,0.0,0,0.08416668209247291
static,11,64,0.9122,0,False,0.0,0.0,0,0.14600416994653642
static,11,128,0.9562,0,False,0.0,0.0,0,0.2658748999238014
static,12,32,0.8208,0,False,0.0,0.0,0,0.08879086398519576
