condition,epoch,ef,recall,edge_count,gate_open,window_mean_gap,gap_ratio,n_efhigh_queries
gateway_ratio_gate,20,64,0.8954000000000001,165042,True,1.8166666666666667,2.3831541218637993,500
gateway_ratio_gate,20,128,0.945,165042,True,1.8166666666666667,2.3831541218637993,500
gateway_ratio_gate,21,32,0.8252,174671,True,1.6566666666666667,2.17326164874552,500
gateway_ratio_gate,21,64,0.9048,174671,True,1.6566666666666667,2.17326164874552,500
gateway_ratio_gate,21,128,0.9462,174671,True,1.6566666666666667,2.17326164874552,500
gateway_ratio_gate,22,32,0.8102,184826,True,1.7533333333333334,2.300071684587814,500
gateway_ratio_gate,22,64,0.9062,184826,True,1.7533333333333334,2.300071684587814,500
gateway_ratio_gate,22,128,0.9518000000000001,184826,True,1.7533333333333334,2.300071684587814,500
gateway_ratio_gate,23,32,0.8444,192695,True,1.4266666666666667,1.871541218637993,500
gateway_ratio_gate,23,64,0.9206000000000001,192695,True,1.4266666666666667,1.871541218637993,500
gateway_ratio_gate,23,128,0.958,192695,True,1.4266666666666667,1.871541218637993,500
gateway_ratio_gate,24,32,0.8292,199355,True,1.5333333333333334,2.0114695340501796,500
gateway_ratio_gate,24,64,0.9092,199355,True,1.5333333333333334,2.0114695340501796,500
gateway_ratio_gate,24,128,0.951,199355,True,1.5333333333333334,2.0114695340501796,500
