condition,epoch,ef,recall,edge_count,gate_open,window_mean_gap,gap_ratio,n_efhigh_queries
gateway_ratio_gate,21,32,0.8314000000000001,227309,True,1.5533333333333332,2.037706093189964,500
gateway_ratio_gate,21,64,0.9046000000000001,227309,True,1.5533333333333332,2.037706093189964,500
gateway_ratio_gate,21,128,0.9464,227309,True,1.5533333333333332,2.037706093189964,500
gateway_ratio_gate,22,32,0.8238000000000001,232911,True,1.6133333333333333,2.116415770609319,500
gateway_ratio_gate,22,64,0.9066000000000001,232911,True,1.6133333333333333,2.116415770609319,500
gateway_ratio_gate,22,128,0.9518000000000001,232911,True,1.6133333333333333,2.116415770609319,500
gateway_ratio_gate,23,32,0.851,238645,True,1.2733333333333334,1.670394265232975,500
gateway_ratio_gate,23,64,0.9204000000000001,238645,True,1.2733333333333334,1.670394265232975,500
gateway_ratio_gate,23,128,0.958,238645,True,1.2733333333333334,1.670394265232975,500
gateway_ratio_gate,24,32,0.8324000000000001,243694,True,1.4933333333333334,1.9589964157706095,500
gateway_ratio_gate,24,64,0.9102,243694,True,1.4933333333333334,1.9589964157706095,500
gateway_ratio_gate,24,128,0.951,243694,True,1.4933333333333334,1.9589964157706095,500
