condition,drift_detected,ef_search,entry_point_node,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
adaptive_mconj48,True,32,,0,257.49439562567454,0.0972871120320633,0.001823125736363083,0,0,0.04963023272159823,10278.853787646878,0.9822000000000001,False
adaptive_mconj48,True,64,,0,257.49439562567454,0.15528099599760026,0.001823125736363083,0,0,0.028436596139481952,6439.93808498919,0.9944,False
adaptive_mconj48,True,128,,0,257.49439562567454,0.2641639639623463,0.001823125736363083,0,0,0.008908422980528033,3785.5276889414754,0.9992000000000001,False
adaptive_mconj48,False,32,,1,252.52132330277027,0.09589056600816548,0.00031724391092231125,0,0,0.04498888751680797,10428.554566200453,0.984,False
adaptive_mconj48,False,64,,1,252.52132330277027,0.15447677194606513,0.00031724391092231125,0,0,0.02078845833629805,6473.465152088662,0.9972000000000001,False
adaptive_mconj48,False,128,,1,252.52132330277027,0.2616158939199522,0.00031724391092231125,0,0,0.009949874371066196,3822.397733625368,0.999,False
adaptive_mconj48,False,32,,2,252.91389566117573,0.0953392640221864,0.0007105384275595641,0,0,0.04659399102888697,10488.85797741516,0.983,False
adaptive_mconj48,False,64,,2,252.91389566117573,0.1528115440160036,0.0007105384275595641,0,0,0.018701871564097527,6544.008219007801,0.9967999999999999,False
adaptive_mconj48,False,128,,2,252.91389566117573,0.2586616179905832,0.0007105384275595641,0,0,0.007722693830523126,3866.0548394018238,0.9994,False
adaptive_mconj48,False,32,,3,254.0705578079571,0.09535316389519721,0.0004716594085745089,0,0,0.04514155513493082,10487.328989933689,0.9832000000000001,False
adaptive_mconj48,False,64,,3,254.0705578079571,0.15281158406287432,0.0004716594085745089,0,0,0.02430720057925223,6544.006504039315,0.9946,False
adaptive_mconj48,False,128,,3,254.0705578079571,0.25938404398038983,0.0004716594085745089,0,0,0.01174904251417961,3855.2872592101417,0.9985999999999999,False
adaptive_mconj48,False,32,,4,252.06051845874643,0.09409795806277543,0.0003339665724737102,0,0,0.039191835884530846,10627.22316814645,0.988,False
adaptive_mconj48,False,64,,4,252.06051845874643,0.15059139393270016,0.0003339665724737102,0,0,0.02020989856481224,6640.485713591997,0.9966000000000002,False
adaptive_mconj48,False,128,,4,252.06051845874643,0.25560358399525285,0.0003339665724737102,0,0,0.008908422980528033,3912.308209334703,0.9992000000000001,False
adaptive_mconj48,False,32,,5,253.13779109022582,0.09509890398476273,0.00026102697622014756,0,0,0.04336404040215809,10515.368296570752,0.9866000000000001,False
adaptive_mconj48,False,64,,5,253.13779109022582,0.15241067996248603,0.00026102697622014756,0,0,0.021108292209461185,6561.219989610554,0.9962000000000001,False
adaptive_mconj48,False,128,,5,253.13779109022582,0.2588774199830368,0.00026102697622014756,0,0,0.009949874371066194,3862.8320695776633,0.999,False
adaptive_mconj48,False,32,,6,253.96765193981554,0.09490752196870744,0.000941064273566452,0,0,0.04314209081627825,10536.572647315734,0.9874,False
adaptive_mconj48,False,64,,6,253.96765193981554,0.15801832999568433,0.000941064273566452,0,0,0.019194790960049547,6328.3797520661765,0.9966,False
adaptive_mconj48,False,128,,6,253.96765193981554,0.25716511195059866,0.000941064273566452,0,0,0.008908422980528033,3888.552348392031,0.9992000000000001,False
adaptive_mconj48,False,32,,7,254.1173765194575,0.09387185797095299,0.0004600541481665762,0,0,0.04333082043995935,10652.819935762138,0.9838000000000001,False
adaptive_mconj48,False,64,,7,254.1173765194575,0.14967628789599985,0.0004600541481665762,0,0,0.018629009635512023,6681.084987188043,0.9964000000000001,False
adaptive_mconj48,False,128,,7,254.1173765194575,0.25356835208367556,0.0004600541481665762,0,0,0.010888526071052958,3943.7098193942115,0.9987999999999999,False
adaptive_mconj48,False,32,,8,253.36869726898067,0.09405575809068978,0.0008039764455925418,0,0,0.041693644599626926,10631.991281552237,0.9858000000000001,False
adaptive_mconj48,False,64,,8,253.36869726898067,0.15079981402959675,0.0008039764455925418,0,0,0.023172397372736377,6631.307912645932,0.9952000000000001,False
adaptive_mconj48,False,128,,8,253.36869726898067,0.2561051659286022,0.0008039764455925418,0,0,0.009949874371066194,3904.6459542279717,0.999,False
adaptive_mconj48,False,32,,9,252.5713963371279,0.09277625207323581,0.0014530007396706271,0,0,0.045135795107652636,10778.620365162185,0.9826000000000001,False
adaptive_mconj48,False,64,,9,252.5713963371279,0.14814905996900052,0.0014530007396706271,0,0,0.024019991673603882,6749.958455418112,0.9952000000000001,False
