condition,drift_detected,ef_search,entry_point_node,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
adaptive_mconj48_ep,True,32,77692,13,347.0391302639322,0.08535390999168158,0.6069232358054244,31052,0,0.30865974794261725,11715.92490721817,0.3446,True
adaptive_mconj48_ep,True,64,77692,13,347.0391302639322,0.13437628792598844,0.6069232358054244,31052,0,0.34172567945649035,7441.789138800876,0.49339999999999995,True
adaptive_mconj48_ep,True,128,77692,13,347.0391302639322,0.24644380796235055,0.6069232358054244,31052,0,0.32892619232891745,4057.720128041403,0.6766,True
adaptive_mconj48_ep,True,32,77692,14,365.96513175743786,0.5851445260923356,0.5377057636296254,41473,0,0.27024218767616576,1708.979500634003,0.6554000000000001,True
adaptive_mconj48_ep,True,64,77692,14,365.96513175743786,0.6510826640296727,0.5377057636296254,41473,0,0.23135591628484456,1535.9032811760221,0.7462000000000001,True
adaptive_mconj48_ep,True,128,77692,14,365.96513175743786,0.7580192780587822,0.5377057636296254,41473,0,0.2011113124615321,1319.2276620733292,0.8368000000000001,True
adaptive_mconj48_ep,True,32,77692,15,374.4964745640222,1.239409224013798,0.6389324261676014,45897,0,0.2520427741475641,806.8360155990475,0.7462000000000001,True
adaptive_mconj48_ep,True,64,77692,15,374.4964745640222,1.308028673985973,0.6389324261676014,45897,0,0.2137381575666825,764.5092343065285,0.814,True
adaptive_mconj48_ep,True,128,77692,15,374.4964745640222,1.392726123915054,0.6389324261676014,45897,0,0.17156444853173983,718.0162580629475,0.8742000000000001,True
adaptive_mconj48_ep,True,32,77692,16,380.2849299023702,1.4455729000037536,0.6341633563160025,50198,0,0.2685826502214914,691.767257118201,0.7343999999999999,True
adaptive_mconj48_ep,True,64,77692,16,380.2849299023702,1.5188393120188266,0.6341633563160025,50198,0,0.23483986033039622,658.3974960924666,0.7968000000000001,True
adaptive_mconj48_ep,True,128,77692,16,380.2849299023702,1.6253845680039376,0.6341633563160025,50198,0,0.19845402490249475,615.239014621663,0.864,True
adaptive_mconj48_ep,True,32,77692,17,377.3912004237182,1.7166636480251327,0.6367130902238504,52338,0,0.22892610161359933,582.5252961757594,0.7778,True
adaptive_mconj48_ep,True,64,77692,17,377.3912004237182,1.8126596519723535,0.6367130902238504,52338,0,0.190070618455352,551.6755442269048,0.8354000000000001,True
adaptive_mconj48_ep,True,128,77692,17,377.3912004237182,1.8895959020592272,0.6367130902238504,52338,0,0.1608570794214541,529.213679448727,0.885,True
adaptive_mconj48_ep,True,32,77692,18,380.74432945064024,1.73639848199673,0.6555309517900414,54233,0,0.24814544122348894,575.904673016112,0.7628000000000001,True
adaptive_mconj48_ep,True,64,77692,18,380.74432945064024,1.8238533639814705,0.6555309517900414,54233,0,0.1930988347971059,548.2896924438053,0.8278000000000001,True
adaptive_mconj48_ep,True,128,77692,18,380.74432945064024,1.947986745974049,0.6555309517900414,54233,0,0.16262484435042512,513.3505153804173,0.8854000000000001,True
adaptive_mconj48_ep,True,32,77692,19,381.5370925140854,1.872612740029581,0.649226227870446,55502,0,0.232188199527883,534.0132418324803,0.7807999999999999,True
adaptive_mconj48_ep,True,64,77692,19,381.5370925140854,1.9640294220298529,0.649226227870446,55502,0,0.20254885830337332,509.1573419335468,0.8414,True
adaptive_mconj48_ep,True,128,77692,19,381.5370925140854,2.032755912048742,0.649226227870446,55502,0,0.17147174694392076,491.94297951500516,0.8912,True
adaptive_mconj48_ep,True,32,77692,20,384.0044891065004,1.9139648599084467,0.6327218635721397,56375,0,0.24872305884256088,522.4756321011214,0.7677999999999999,True
adaptive_mconj48_ep,True,64,77692,20,384.0044891065004,2.001083160052076,0.6327218635721397,56375,0,0.214,499.7293565620612,0.822,True
adaptive_mconj48_ep,True,128,77692,20,384.0044891065004,2.1212321399943903,0.6327218635721397,56375,0,0.1780196618354276,471.4241223983362,0.877,True
adaptive_mconj48_ep,True,32,77692,21,379.61114458839,1.9514474200550467,0.6512461624650552,57383,0,0.24373912283423027,512.4401455673307,0.7818,True
adaptive_mconj48_ep,True,64,77692,21,379.61114458839,2.006099223974161,0.6512461624650552,57383,0,0.2106617193511911,498.47982993531144,0.8358000000000001,True
adaptive_mconj48_ep,True,128,77692,21,379.61114458839,2.1046658400446177,0.6512461624650552,57383,0,0.19253716524349265,475.13480808849,0.8788,True
adaptive_mconj48_ep,True,32,77692,22,380.47146259369765,1.966164149926044,0.6528311256505813,58087,0,0.2422833877920647,508.60453336900395,0.7874000000000001,True
adaptive_mconj48_ep,True,64,77692,22,380.47146259369765,2.1117637959541753,0.6528311256505813,58087,0,0.19238544643501496,473.53780849726235,0.8472000000000001,True
adaptive_mconj48_ep,True,128,77692,22,380.47146259369765,2.2265782300382853,0.6528311256505813,58087,0,0.1576602676643675,449.1196341135543,0.8982,True
adaptive_mconj48_ep,True,32,77692,23,384.2249584355442,2.041577856056392,0.6864045227578734,58692,0,0.23983861240425822,489.8172249632679,0.7912,True
adaptive_mconj48_ep,True,64,77692,23,384.2249584355442,2.091450255946256,0.6864045227578734,58692,0,0.2111609812441683,478.1371190430536,0.8348000000000001,True
adaptive_mconj48_ep,True,128,77692,23,384.2249584355442,2.2112780939787626,0.6864045227578734,58692,0,0.17867915379248916,452.2271543877575,0.8876000000000002,True
adaptive_mconj48_ep,True,32,77692,24,376.0312077526655,1.9655648099724203,0.6378900693589495,59382,0,0.2389372302509594,508.75961704566305,0.783,True
adaptive_mconj48_ep,True,64,77692,24,376.0312077526655,2.060941088013351,0.6378900693589495,59382,0,0.20995342340624026,485.2152280412597,0.8366,True
adaptive_mconj48_ep,True,128,77692,24,376.0312077526655,2.180877828039229,0.6378900693589495,59382,0,0.18124855861495837,458.53095810464276,0.8836,True
