condition,drift_detected,ef_search,entry_point_node,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,n_index_rebuilds,per_query_recall_std,queries_per_second,recall_at_k,repair_happened
adaptive_mconj48,True,32,,0,257.49439562567454,0.09201164997648448,0.001823125736363083,0,0,0.04963023272159823,10868.188976673835,0.9822000000000001,False
adaptive_mconj48,True,64,,0,257.49439562567454,0.1467683119699359,0.001823125736363083,0,0,0.028436596139481952,6813.45984414429,0.9944,False
adaptive_mconj48,True,128,,0,257.49439562567454,0.24497532995883375,0.001823125736363083,0,0,0.008908422980528033,4082.0436905546467,0.9992000000000001,False
adaptive_mconj48,False,32,,1,252.52132330277027,0.0895722999703139,0.00031724391092231125,0,0,0.04498888751680797,11164.165711178795,0.984,False
adaptive_mconj48,False,64,,1,252.52132330277027,0.14205010992009193,0.00031724391092231125,0,0,0.02078845833629805,7039.76927974596,0.9972000000000001,False
adaptive_mconj48,False,128,,1,252.52132330277027,0.24057441006880254,0.00031724391092231125,0,0,0.009949874371066196,4156.718080339498,0.999,False
adaptive_mconj48,False,32,,2,252.91389566117573,0.09118916594889015,0.0007105384275595641,0,0,0.04659399102888697,10966.215005853674,0.983,False
adaptive_mconj48,False,64,,2,252.91389566117573,0.1444814020069316,0.0007105384275595641,0,0,0.018701871564097527,6921.306037382059,0.9967999999999999,False
adaptive_mconj48,False,128,,2,252.91389566117573,0.24530565203167498,0.0007105384275595641,0,0,0.007722693830523126,4076.5469189877267,0.9994,False
adaptive_mconj48,False,32,,3,254.0705578079571,0.08911179599817842,0.0004716594085745089,0,0,0.04514155513493082,11221.858888585766,0.9832000000000001,False
adaptive_mconj48,False,64,,3,254.0705578079571,0.1418567500077188,0.0004716594085745089,0,0,0.02430720057925223,7049.364939952363,0.9946,False
adaptive_mconj48,False,128,,3,254.0705578079571,0.24006836803164333,0.0004716594085745089,0,0,0.01174904251417961,4165.4800596977875,0.9985999999999999,False
adaptive_mconj48,False,32,,4,252.06051845874643,0.0903922620927915,0.0003339665724737102,0,0,0.039191835884530846,11062.893845641982,0.988,False
adaptive_mconj48,False,64,,4,252.06051845874643,0.14335037802811712,0.0003339665724737102,0,0,0.02020989856481224,6975.914634866588,0.9966000000000002,False
adaptive_mconj48,False,128,,4,252.06051845874643,0.24296815996058285,0.0003339665724737102,0,0,0.008908422980528033,4115.765621973808,0.9992000000000001,False
adaptive_mconj48,False,32,,5,253.13779109022582,0.08975709800142795,0.00026102697622014756,0,0,0.04336404040215809,11141.180165874915,0.9866000000000001,False
adaptive_mconj48,False,64,,5,253.13779109022582,0.14270461408887058,0.00026102697622014756,0,0,0.021108292209461185,7007.481898078228,0.9962000000000001,False
adaptive_mconj48,False,128,,5,253.13779109022582,0.24100133206229657,0.00026102697622014756,0,0,0.009949874371066194,4149.354658925742,0.999,False
adaptive_mconj48,False,32,,6,254.87978279608686,0.09149788611102849,0.0010839715254060182,0,0,0.04755460019808809,10929.214242026814,0.9816000000000001,False
adaptive_mconj48,False,64,,6,254.87978279608686,0.14530248602386564,0.0010839715254060182,0,0,0.019119623427253995,6882.19470543506,0.9962000000000001,False
adaptive_mconj48,False,128,,6,254.87978279608686,0.2449763900367543,0.0010839715254060182,0,0,0.010888526071052958,4082.026026467154,0.9987999999999999,False
adaptive_mconj48,True,32,,7,258.73976142639964,0.08969058003276587,0.003126996242087956,15500,0,0.0731179868431838,11149.4428917137,0.9624000000000001,True
adaptive_mconj48,True,64,,7,258.73976142639964,0.1427032359642908,0.003126996242087956,15500,0,0.03570098037869548,7007.549571267144,0.9888000000000001,True
adaptive_mconj48,True,128,,7,258.73976142639964,0.2415231540799141,0.003126996242087956,15500,0,0.015362291495737212,4140.389785027089,0.998,True
adaptive_mconj48,True,32,,8,266.95848006990497,0.11702140001580119,0.012612590444844935,28592,0,0.10236327466430525,8545.445532739925,0.9276000000000001,True
adaptive_mconj48,True,64,,8,266.95848006990497,0.17699764796998352,0.012612590444844935,28592,0,0.05916215006234982,5649.792590292425,0.9728,True
adaptive_mconj48,True,128,,8,266.95848006990497,0.2737143160775304,0.012612590444844935,28592,0,0.03124099870362661,3653.444271131025,0.992,True
adaptive_mconj48,True,32,,9,277.13284541505806,0.17640716407913715,0.05456022597490292,39033,0,0.1330088718845476,5668.704019023825,0.8692000000000001,True
adaptive_mconj48,True,64,,9,277.13284541505806,0.23463848209939897,0.05456022597490292,39033,0,0.09145468823411952,4261.875507600556,0.9402,True
adaptive_mconj48,True,128,,9,277.13284541505806,0.3421328020049259,0.05456022597490292,39033,0,0.046585834756930136,2922.841639678859,0.9824,True
adaptive_mconj48,True,32,,10,279.030978215717,0.32407023990526795,0.062174084586556905,48023,0,0.13887894008812135,3085.750793693119,0.8792000000000001,True
adaptive_mconj48,True,64,,10,279.030978215717,0.3934078080346808,0.062174084586556905,48023,0,0.0783571311368659,2541.8915933459184,0.9504000000000001,True
adaptive_mconj48,True,128,,10,279.030978215717,0.5079307180130854,0.062174084586556905,48023,0,0.040284488329877036,1968.7724418632972,0.9846000000000001,True
adaptive_mconj48,True,32,,11,277.964432959037,0.47201565792784095,0.05969555983102805,54115,0,0.12336920199142086,2118.573787128211,0.9002,True
adaptive_mconj48,True,64,,11,277.964432959037,0.5387087339768186,0.05969555983102805,54115,0,0.07329147290101352,1856.29067607252,0.9594000000000001,True
adaptive_mconj48,True,128,,11,277.964432959037,0.6544679299695417,0.05969555983102805,54115,0,0.03814498656442284,1527.9587497076272,0.9864,True
adaptive_mconj48,True,32,,12,282.8749823882405,0.5578060019761324,0.08423537759386174,59893,0,0.13753530455850238,1792.7379706516467,0.8898,True
adaptive_mconj48,True,64,,12,282.8749823882405,0.6420206360053271,0.08423537759386174,59893,0,0.07805229016499131,1557.582332901372,0.9528,True
adaptive_mconj48,True,128,,12,282.8749823882405,0.7665927880443633,0.08423537759386174,59893,0,0.03756327994198589,1304.4735296180863,0.987,True
adaptive_mconj48,True,32,,13,279.37128279867653,0.6295325399842113,0.06421604537424941,64498,0,0.1207435298473587,1588.4802396792388,0.901,True
adaptive_mconj48,True,64,,13,279.37128279867653,0.7121243460569531,0.06421604537424941,64498,0,0.07500693301288887,1404.2491392648212,0.9586000000000001,True
adaptive_mconj48,True,128,,13,279.37128279867653,0.8318130580009893,0.06421604537424941,64498,0,0.04220142177699704,1202.1931975956197,0.9852000000000001,True
adaptive_mconj48,True,32,,14,278.5298285556176,0.7588824540143833,0.052637861936689935,68349,0,0.11977629147706988,1317.7271324565988,0.9058000000000002,True
adaptive_mconj48,True,64,,14,278.5298285556176,0.8522481280378997,0.052637861936689935,68349,0,0.06997256605270381,1173.3672003507525,0.9628000000000001,True
adaptive_mconj48,True,128,,14,278.5298285556176,0.9621011778945103,0.052637861936689935,68349,0,0.04094093306215675,1039.3917219688146,0.9872000000000001,True
adaptive_mconj48,True,32,,15,276.52482860245385,0.7866106579313055,0.04495293184298581,71447,0,0.13052202879207786,1271.2769524759349,0.902,True
adaptive_mconj48,True,64,,15,276.52482860245385,0.9068895720411092,0.04495293184298581,71447,0,0.08333066662399863,1102.6700833590246,0.956,True
adaptive_mconj48,True,128,,15,276.52482860245385,1.0087660460267216,0.04495293184298581,71447,0,0.03990789395595813,991.3101297756315,0.9855999999999999,True
adaptive_mconj48,True,32,,16,296.89027581584395,1.2892198120243847,0.18365318085099222,73240,0,0.1677229859023503,775.6629169619724,0.853,True
adaptive_mconj48,True,64,,16,296.89027581584395,1.3998076040297747,0.18365318085099222,73240,0,0.11355544901060449,714.3838889867393,0.9254000000000001,True
adaptive_mconj48,True,128,,16,296.89027581584395,1.546519938041456,0.18365318085099222,73240,0,0.06639849395882409,646.6130667971989,0.9682000000000001,True
adaptive_mconj48,True,32,,17,316.9988499167733,1.6957718420308083,0.36337003993615663,76197,0,0.17780888616714297,589.701972408286,0.808,True
adaptive_mconj48,True,64,,17,316.9988499167733,1.8198718740604818,0.36337003993615663,76197,0,0.13281566172707193,549.4892328704487,0.88,True
adaptive_mconj48,True,128,,17,316.9988499167733,2.005468258052133,0.36337003993615663,76197,0,0.09386181332149938,498.6366630261592,0.9386,True
adaptive_mconj48,True,32,,18,337.1894684912171,2.1681470620678738,0.6099726654194002,79169,0,0.21811153110278236,461.2233263578755,0.7644,True
