condition,edge_count,ef,epoch,mean_hardonly_static_dist,mean_source_query_dist,mean_static_topk_dist,n_hard_queries,recall,recall_adaptive_hardonly,recall_static_hardonly
adaptive_improved,136124,128,4,257.1722733815511,256.9489491780599,211.0316925048828,120,0.9876,0.8641666666666669,0.8366666666666667
adaptive_improved,163132,32,5,256.126990234375,255.91365808105468,210.75259399414062,125,0.9054000000000001,0.8512000000000003,0.8208000000000002
adaptive_improved,163132,64,5,256.126990234375,255.91365808105468,210.75259399414062,125,0.9618,0.8512000000000003,0.8208000000000002
adaptive_improved,163132,128,5,256.126990234375,255.91365808105468,210.75259399414062,125,0.9892000000000001,0.8512000000000003,0.8208000000000002
adaptive_improved,188456,32,6,258.0878597194866,257.7806437864142,211.60617065429688,118,0.9166,0.8881355932203391,0.8508474576271188
adaptive_improved,188456,64,6,258.0878597194866,257.7806437864142,211.60617065429688,118,0.9668000000000001,0.8881355932203391,0.8508474576271188
adaptive_improved,188456,128,6,258.0878597194866,257.7806437864142,211.60617065429688,118,0.9908,0.8881355932203391,0.8508474576271188
adaptive_improved,211734,32,7,257.8276879446847,257.44999286106656,212.4615020751953,112,0.9146000000000002,0.9071428571428573,0.8571428571428573
adaptive_improved,211734,64,7,257.8276879446847,257.44999286106656,212.4615020751953,112,0.9672000000000001,0.9071428571428573,0.8571428571428573
adaptive_improved,211734,128,7,257.8276879446847,257.44999286106656,212.4615020751953,112,0.9924,0.9071428571428573,0.8571428571428573
adaptive_improved,236326,32,8,257.57920597801524,256.98850306991704,211.61752319335938,121,0.9132,0.8801652892561984,0.8214876033057852
adaptive_improved,236326,64,8,257.57920597801524,256.98850306991704,211.61752319335938,121,0.9684,0.8801652892561984,0.8214876033057852
adaptive_improved,236326,128,8,257.57920597801524,256.98850306991704,211.61752319335938,121,0.989,0.8801652892561984,0.8214876033057852
adaptive_improved,263174,32,9,262.0436538696289,261.69723933293267,212.22286987304688,130,0.9140000000000001,0.8884615384615384,0.8284615384615385
adaptive_improved,263174,64,9,262.0436538696289,261.69723933293267,212.22286987304688,130,0.966,0.8884615384615384,0.8284615384615385
adaptive_improved,263174,128,9,262.0436538696289,261.69723933293267,212.22286987304688,130,0.9892000000000001,0.8884615384615384,0.8284615384615385
adaptive_improved,287972,32,10,257.54035887679436,257.03745400033347,210.42709350585938,123,0.9228000000000001,0.9089430894308945,0.8487804878048781
adaptive_improved,287972,64,10,257.54035887679436,257.03745400033347,210.42709350585938,123,0.9702000000000001,0.9089430894308945,0.8487804878048781
adaptive_improved,287972,128,10,257.54035887679436,257.03745400033347,210.42709350585938,123,0.9908,0.9089430894308945,0.8487804878048781
adaptive_improved,311718,32,11,257.43706096866265,256.83124858577077,210.72525024414062,123,0.9282,0.9276422764227643,0.8422764227642278
adaptive_improved,311718,64,11,257.43706096866265,256.83124858577077,210.72525024414062,123,0.9718,0.9276422764227643,0.8422764227642278
adaptive_improved,311718,128,11,257.43706096866265,256.83124858577077,210.72525024414062,123,0.9926000000000001,0.9276422764227643,0.8422764227642278
adaptive_improved,338334,32,12,258.28597137893456,257.58130247696585,214.11634826660156,138,0.929,0.927536231884058,0.8528985507246378
adaptive_improved,338334,64,12,258.28597137893456,257.58130247696585,214.11634826660156,138,0.9752000000000001,0.927536231884058,0.8528985507246378
adaptive_improved,338334,128,12,258.28597137893456,257.58130247696585,214.11634826660156,138,0.992,0.927536231884058,0.8528985507246378
adaptive_improved,403964,32,13,617.1530076934071,614.3426621599896,617.2689819335938,492,0.6706000000000001,0.6739837398373985,0.37825203252032524
adaptive_improved,403964,64,13,617.1530076934071,614.3426621599896,617.2689819335938,492,0.7392000000000001,0.6739837398373985,0.37825203252032524
adaptive_improved,403964,128,13,617.1530076934071,614.3426621599896,617.2689819335938,492,0.8,0.6739837398373985,0.37825203252032524
adaptive_improved,437614,32,14,618.0969143337674,613.8134793984769,618.143798828125,495,0.8458000000000001,0.8482828282828282,0.39090909090909093
adaptive_improved,437614,64,14,618.0969143337674,613.8134793984769,618.143798828125,495,0.8848,0.8482828282828282,0.39090909090909093
adaptive_improved,437614,128,14,618.0969143337674,613.8134793984769,618.143798828125,495,0.9098,0.8482828282828282,0.39090909090909093
adaptive_improved,463327,32,15,615.6711714895148,611.2666991693288,615.648193359375,494,0.8807999999999999,0.8813765182186234,0.39696356275303646
adaptive_improved,463327,64,15,615.6711714895148,611.2666991693288,615.648193359375,494,0.91,0.8813765182186234,0.39696356275303646
adaptive_improved,463327,128,15,615.6711714895148,611.2666991693288,615.648193359375,494,0.9338,0.8813765182186234,0.39696356275303646
adaptive_improved,485339,32,16,618.8887854923785,614.2686179601976,618.7741088867188,491,0.9030000000000001,0.9048879837067211,0.3755600814663951
adaptive_improved,485339,64,16,618.8887854923785,614.2686179601976,618.7741088867188,491,0.9274000000000001,0.9048879837067211,0.3755600814663951
adaptive_improved,485339,128,16,618.8887854923785,614.2686179601976,618.7741088867188,491,0.9474000000000001,0.9048879837067211,0.3755600814663951
adaptive_improved,453364,32,17,617.5411986066651,612.9463073854272,617.4465942382812,493,0.9174000000000001,0.916632860040568,0.38235294117647056
adaptive_improved,453364,64,17,617.5411986066651,612.9463073854272,617.4465942382812,493,0.9408000000000001,0.916632860040568,0.38235294117647056
adaptive_improved,453364,128,17,617.5411986066651,612.9463073854272,617.4465942382812,493,0.9566000000000001,0.916632860040568,0.38235294117647056
adaptive_improved,469956,32,18,617.1244365607708,612.5981360575563,617.013671875,497,0.9236,0.9239436619718311,0.3881287726358149
adaptive_improved,469956,64,18,617.1244365607708,612.5981360575563,617.013671875,497,0.9488,0.9239436619718311,0.3881287726358149
adaptive_improved,469956,128,18,617.1244365607708,612.5981360575563,617.013671875,497,0.9662000000000001,0.9239436619718311,0.3881287726358149
adaptive_improved,483774,32,19,619.3349199585208,614.6535850045163,619.4166259765625,493,0.9168,0.916632860040568,0.37991886409736303
adaptive_improved,483774,64,19,619.3349199585208,614.6535850045163,619.4166259765625,493,0.9374000000000001,0.916632860040568,0.37991886409736303
adaptive_improved,483774,128,19,619.3349199585208,614.6535850045163,619.4166259765625,493,0.9544000000000001,0.916632860040568,0.37991886409736303
adaptive_improved,497481,32,20,618.9570551226216,614.4927752094884,619.0675048828125,496,0.9224000000000001,0.9233870967741935,0.3961693548387097
adaptive_improved,497481,64,20,618.9570551226216,614.4927752094884,619.0675048828125,496,0.9412,0.9233870967741935,0.3961693548387097
adaptive_improved,497481,128,20,618.9570551226216,614.4927752094884,619.0675048828125,496,0.9604000000000001,0.9233870967741935,0.3961693548387097
adaptive_improved,461497,32,21,617.9430955852301,613.45203705141,617.8577880859375,497,0.9282,0.9279678068410464,0.39738430583501005
adaptive_improved,461497,64,21,617.9430955852301,613.45203705141,617.8577880859375,497,0.947,0.9279678068410464,0.39738430583501005
adaptive_improved,461497,128,21,617.9430955852301,613.45203705141,617.8577880859375,497,0.9622,0.9279678068410464,0.39738430583501005
adaptive_improved,472610,32,22,616.8599232089135,612.2169786268665,616.7406616210938,496,0.9442,0.9437500000000001,0.3901209677419355
adaptive_improved,472610,64,22,616.8599232089135,612.2169786268665,616.7406616210938,496,0.9614000000000001,0.9437500000000001,0.3901209677419355
adaptive_improved,472610,128,22,616.8599232089135,612.2169786268665,616.7406616210938,496,0.9736000000000001,0.9437500000000001,0.3901209677419355
adaptive_improved,482825,32,23,617.3949295782273,612.7293647027785,617.2730712890625,496,0.9416,0.9411290322580647,0.3887096774193548
adaptive_improved,482825,64,23,617.3949295782273,612.7293647027785,617.2730712890625,496,0.9572,0.9411290322580647,0.3887096774193548
adaptive_improved,482825,128,23,617.3949295782273,612.7293647027785,617.2730712890625,496,0.969,0.9411290322580647,0.3887096774193548
adaptive_improved,491905,32,24,616.5790675307766,612.1454752604167,616.4605102539062,495,0.9444000000000001,0.9442424242424242,0.39777777777777784
adaptive_improved,491905,64,24,616.5790675307766,612.1454752604167,616.4605102539062,495,0.9592,0.9442424242424242,0.39777777777777784
adaptive_improved,491905,128,24,616.5790675307766,612.1454752604167,616.4605102539062,495,0.968,0.9442424242424242,0.39777777777777784
