condition,edge_count,ef,epoch,mean_hardonly_static_dist,mean_source_query_dist,mean_static_topk_dist,n_hard_queries,recall,recall_adaptive_hardonly,recall_static_hardonly
adaptive_improved,462443,128,15,426.3471172382305,425.0949317304603,413.6968994140625,231,0.9724,0.8606060606060605,0.6757575757575758
adaptive_improved,461875,32,16,487.7973962332788,485.9910408737313,481.2377014160156,351,0.8578000000000001,0.847863247863248,0.5834757834757835
adaptive_improved,461875,64,16,487.7973962332788,485.9910408737313,481.2377014160156,351,0.9186,0.847863247863248,0.5834757834757835
adaptive_improved,461875,128,16,487.7973962332788,485.9910408737313,481.2377014160156,351,0.9594,0.847863247863248,0.5834757834757835
adaptive_improved,456348,32,17,539.2192643688571,536.9146074567523,536.276123046875,434,0.8692000000000001,0.8612903225806453,0.5149769585253456
adaptive_improved,456348,64,17,539.2192643688571,536.9146074567523,536.276123046875,434,0.9198000000000001,0.8612903225806453,0.5149769585253456
adaptive_improved,456348,128,17,539.2192643688571,536.9146074567523,536.276123046875,434,0.9504000000000001,0.8612903225806453,0.5149769585253456
adaptive_improved,492871,32,18,582.3706696371278,579.1054959463632,582.1409912109375,487,0.864,0.8634496919917864,0.4459958932238193
adaptive_improved,492871,64,18,582.3706696371278,579.1054959463632,582.1409912109375,487,0.9,0.8634496919917864,0.4459958932238193
adaptive_improved,492871,128,18,582.3706696371278,579.1054959463632,582.1409912109375,487,0.9264000000000001,0.8634496919917864,0.4459958932238193
adaptive_improved,478195,32,19,619.2805087702061,615.1780437686579,619.4166259765625,492,0.8254,0.8270325203252032,0.3817073170731707
adaptive_improved,478195,64,19,619.2805087702061,615.1780437686579,619.4166259765625,492,0.861,0.8270325203252032,0.3817073170731707
adaptive_improved,478195,128,19,619.2805087702061,615.1780437686579,619.4166259765625,492,0.8926000000000001,0.8270325203252032,0.3817073170731707
adaptive_improved,454068,32,20,619.1130544600949,614.794657061177,619.0675048828125,496,0.885,0.8858870967741937,0.3945564516129032
adaptive_improved,454068,64,20,619.1130544600949,614.794657061177,619.0675048828125,496,0.9145999999999999,0.8858870967741937,0.3945564516129032
adaptive_improved,454068,128,20,619.1130544600949,614.794657061177,619.0675048828125,496,0.9394000000000001,0.8858870967741937,0.3945564516129032
adaptive_improved,477222,32,21,617.8828083076862,613.4959164397885,617.8577880859375,495,0.9046000000000002,0.9072727272727273,0.3983838383838384
adaptive_improved,477222,64,21,617.8828083076862,613.4959164397885,617.8577880859375,495,0.925,0.9072727272727273,0.3983838383838384
adaptive_improved,477222,128,21,617.8828083076862,613.4959164397885,617.8577880859375,495,0.9478,0.9072727272727273,0.3983838383838384
adaptive_improved,493136,32,22,616.8599232089135,612.3114402524886,616.7406616210938,496,0.9276000000000001,0.9270161290322582,0.3901209677419355
adaptive_improved,493136,64,22,616.8599232089135,612.3114402524886,616.7406616210938,496,0.9486000000000001,0.9270161290322582,0.3901209677419355
adaptive_improved,493136,128,22,616.8599232089135,612.3114402524886,616.7406616210938,496,0.9622,0.9270161290322582,0.3901209677419355
adaptive_improved,458778,32,23,617.3796043935448,612.7770329022649,617.2730712890625,495,0.9284000000000001,0.9292929292929293,0.38909090909090915
adaptive_improved,458778,64,23,617.3796043935448,612.7770329022649,617.2730712890625,495,0.9472,0.9292929292929293,0.38909090909090915
adaptive_improved,458778,128,23,617.3796043935448,612.7770329022649,617.2730712890625,495,0.9618,0.9292929292929293,0.38909090909090915
adaptive_improved,472839,32,24,616.5790675307766,612.1912121705335,616.4605102539062,495,0.9366000000000001,0.9365656565656565,0.39777777777777784
adaptive_improved,472839,64,24,616.5790675307766,612.1912121705335,616.4605102539062,495,0.9520000000000001,0.9365656565656565,0.39777777777777784
adaptive_improved,472839,128,24,616.5790675307766,612.1912121705335,616.4605102539062,495,0.9662000000000001,0.9365656565656565,0.39777777777777784
