strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
poolAndRewire,20,0.0,0.8998,16155.0451,6401.5303,134.396,35.769,23.462,450.609,60.153,1000
poolAndRewire,20,1.0,0.8961,16040.0627,6446.4977,134.198,35.984,23.592,453.925,60.601,1000
poolAndRewire,20,2.0,0.8887,16004.5798,6638.8762,133.21,35.533,23.713,458.105,62.185,1000
poolAndRewire,20,3.0,0.8765,16048.5967,6921.4169,132.858,35.208,24.179,468.721,63.665,1000
poolAndRewire,20,4.0,0.8496,16172.1133,7233.6769,132.26,34.944,24.417,475.62,64.126,1000
poolAndRewire,20,6.0,0.8156,14645.3039,7927.0606,124.696,34.246,24.962,494.221,64.156,1000
poolAndRewire,20,8.0,0.7463,15277.1048,8818.0737,117.501,31.504,25.533,515.871,64.313,1000
poolAndRewire,20,10.0,0.6584,15812.823,9902.2753,110.033,29.004,26.3,543.032,63.564,1000
poolAndRewire,20,12.0,0.5733,16256.8716,11145.7046,102.059,27.132,26.273,553.846,62.447,1000
poolAndRewire,20,16.0,0.4576,17770.8524,14040.9783,87.578,22.541,25.71,563.457,58.304,1000
poolAndRewire,50,0.0,0.9568,16155.0451,6401.5303,134.396,35.769,52.862,919.092,111.85,1000
poolAndRewire,50,1.0,0.949,16040.0627,6446.4977,134.198,35.984,52.896,922.177,113.578,1000
poolAndRewire,50,2.0,0.9483,16004.5798,6638.8762,133.21,35.533,53.183,928.817,116.461,1000
poolAndRewire,50,3.0,0.9421,16048.5967,6921.4169,132.858,35.208,53.606,941.128,120.181,1000
poolAndRewire,50,4.0,0.9247,16172.1133,7233.6769,132.26,34.944,54.128,957.076,123.715,1000
poolAndRewire,50,6.0,0.903,14645.3039,7927.0606,124.696,34.246,55.383,998.743,129.881,1000
poolAndRewire,50,8.0,0.8462,15277.1048,8818.0737,117.501,31.504,56.198,1039.912,136.061,1000
poolAndRewire,50,10.0,0.7736,15812.823,9902.2753,110.033,29.004,57.077,1085.982,139.95,1000
poolAndRewire,50,12.0,0.6912,16256.8716,11145.7046,102.059,27.132,57.219,1120.2,141.958,1000
poolAndRewire,50,16.0,0.5786,17770.8524,14040.9783,87.578,22.541,57.139,1183.013,141.996,1000
poolAndRewire,100,0.0,0.9802,16155.0451,6401.5303,134.396,35.769,102.64,1620.816,183.873,1000
poolAndRewire,100,1.0,0.9731,16040.0627,6446.4977,134.198,35.984,102.754,1630.105,186.792,1000
