condition,epoch,ef,recall,edge_count
adaptive_layer0_eh,1,64,0.9017999999999999,0
adaptive_layer0_eh,1,128,0.9564000000000001,0
adaptive_layer0_eh,2,32,0.8234000000000001,0
adaptive_layer0_eh,2,64,0.9084000000000001,0
adaptive_layer0_eh,2,128,0.9582,0
adaptive_layer0_eh,3,32,0.812,0
adaptive_layer0_eh,3,64,0.8982,0
adaptive_layer0_eh,3,128,0.9518,0
adaptive_layer0_eh,4,32,0.8140000000000002,0
adaptive_layer0_eh,4,64,0.908,0
adaptive_layer0_eh,4,128,0.9592,0
adaptive_layer0_eh,5,32,0.8374000000000001,0
adaptive_layer0_eh,5,64,0.9172,0
adaptive_layer0_eh,5,128,0.9604000000000001,0
adaptive_layer0_eh,6,32,0.8318000000000001,9186
adaptive_layer0_eh,6,64,0.9162,9186
adaptive_layer0_eh,6,128,0.9592,9186
adaptive_layer0_eh,7,32,0.8368000000000001,14318
adaptive_layer0_eh,7,64,0.913,14318
adaptive_layer0_eh,7,128,0.9586000000000001,14318
adaptive_layer0_eh,8,32,0.8342,18473
adaptive_layer0_eh,8,64,0.9124,18473
adaptive_layer0_eh,8,128,0.9592,18473
adaptive_layer0_eh,9,32,0.8368000000000001,21626
adaptive_layer0_eh,9,64,0.9114000000000001,21626
adaptive_layer0_eh,9,128,0.9564000000000001,21626
adaptive_layer0_eh,10,32,0.8418000000000001,24188
adaptive_layer0_eh,10,64,0.9156000000000002,24188
adaptive_layer0_eh,10,128,0.96,24188
adaptive_layer0_eh,11,32,0.8304,25769
adaptive_layer0_eh,11,64,0.9044000000000001,25769
adaptive_layer0_eh,11,128,0.9526,25769
adaptive_layer0_eh,12,32,0.8372,27423
adaptive_layer0_eh,12,64,0.9090000000000001,27423
adaptive_layer0_eh,12,128,0.9626,27423
adaptive_layer0_eh,13,32,0.8294000000000001,28939
adaptive_layer0_eh,13,64,0.9087999999999999,28939
adaptive_layer0_eh,13,128,0.9532,28939
adaptive_layer0_eh,14,32,0.8234000000000001,30107
adaptive_layer0_eh,14,64,0.9034000000000001,30107
adaptive_layer0_eh,14,128,0.9522,30107
adaptive_layer0_eh,15,32,0.8400000000000001,31645
adaptive_layer0_eh,15,64,0.9148000000000001,31645
adaptive_layer0_eh,15,128,0.9602,31645
adaptive_layer0_eh,16,32,0.8488,32493
adaptive_layer0_eh,16,64,0.923,32493
adaptive_layer0_eh,16,128,0.96,32493
adaptive_layer0_eh,17,32,0.8464,33453
adaptive_layer0_eh,17,64,0.9116000000000001,33453
adaptive_layer0_eh,17,128,0.9582,33453
adaptive_layer0_eh,18,32,0.8586000000000001,34772
adaptive_layer0_eh,18,64,0.9218,34772
adaptive_layer0_eh,18,128,0.9588,34772
adaptive_layer0_eh,19,32,0.8676,35717
adaptive_layer0_eh,19,64,0.9298,35717
adaptive_layer0_eh,19,128,0.9658000000000002,35717
adaptive_layer0_eh,20,32,0.8546000000000001,36334
adaptive_layer0_eh,20,64,0.9194000000000001,36334
adaptive_layer0_eh,20,128,0.9604000000000001,36334
adaptive_layer0_eh,21,32,0.8416000000000001,36938
adaptive_layer0_eh,21,64,0.899,36938
adaptive_layer0_eh,21,128,0.9508000000000001,36938
adaptive_layer0_eh,22,32,0.8558000000000001,37533
adaptive_layer0_eh,22,64,0.9206,37533
adaptive_layer0_eh,22,128,0.9638000000000001,37533
adaptive_layer0_eh,23,32,0.8602000000000001,38158
adaptive_layer0_eh,23,64,0.9234,38158
adaptive_layer0_eh,23,128,0.9626,38158
adaptive_layer0_eh,24,32,0.861,38893
adaptive_layer0_eh,24,64,0.9208000000000001,38893
adaptive_layer0_eh,24,128,0.9594000000000001,38893
