condition,epoch,ef,recall,edge_count
adaptive_layer0_eh,21,128,0.9502,41277
adaptive_layer0_eh,22,32,0.8572000000000002,42240
adaptive_layer0_eh,22,64,0.9218000000000001,42240
adaptive_layer0_eh,22,128,0.9648,42240
adaptive_layer0_eh,23,32,0.8608000000000001,43079
adaptive_layer0_eh,23,64,0.922,43079
adaptive_layer0_eh,23,128,0.9625999999999999,43079
adaptive_layer0_eh,24,32,0.856,43887
adaptive_layer0_eh,24,64,0.9208,43887
adaptive_layer0_eh,24,128,0.96,43887
