query_id,shift,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length
166,0.5,0.7,279.45452880859375,205.90164184570312,44,201,4814,532,201
167,0.5,1.0,288.4557189941406,235.1383056640625,71,203,4980,590,203
168,0.5,0.5,283.682373046875,197.8453826904297,82,206,4952,544,206
169,0.5,0.6,317.3815002441406,237.8358154296875,60,202,4720,515,202
170,0.5,0.6,253.259521484375,210.3823699951172,64,211,5071,559,211
171,0.5,0.6,326.4114074707031,207.58131408691406,92,201,4828,583,201
172,0.5,0.7,279.1522521972656,216.68751525878906,60,203,4759,584,203
173,0.5,0.6,311.5716247558594,236.46871948242188,92,204,4801,547,204
174,0.5,0.5,305.32586669921875,235.30308532714844,44,204,4881,598,204
175,0.5,0.5,263.8730773925781,222.63035583496094,44,201,4918,589,201
176,0.5,0.8,276.660888671875,211.9376678466797,60,201,4921,585,201
177,0.5,0.8,305.2513732910156,210.80075073242188,47,201,4794,553,201
178,0.5,0.9,299.7793884277344,206.0452117919922,57,207,5012,542,207
179,0.5,0.5,284.81634521484375,210.20985412597656,73,204,4726,538,204
180,0.5,0.9,286.6416320800781,204.45240783691406,113,200,4807,520,200
181,0.5,0.9,367.69970703125,242.18753051757812,92,216,5108,547,216
182,0.5,0.9,269.1943664550781,229.25186157226562,71,201,4797,576,201
183,0.5,1.0,246.62884521484375,228.16592407226562,63,203,4988,554,203
184,0.5,0.6,258.13922119140625,188.26332092285156,75,201,4688,523,201
185,0.5,0.6,279.6275634765625,203.27099609375,137,207,4885,559,207
186,0.5,0.5,324.9971618652344,201.2357635498047,77,200,4820,539,200
187,0.5,0.7,327.3692626953125,243.40911865234375,56,204,4875,553,204
188,0.5,0.7,259.98468017578125,198.0394744873047,85,202,4985,570,202
189,0.5,0.7,278.92950439453125,225.2875213623047,83,201,4933,576,201
190,0.5,0.6,310.8129577636719,210.9163055419922,127,201,4792,586,201
191,0.5,0.6,312.3173522949219,228.70281982421875,108,202,4848,572,202
192,0.5,0.7,342.6170349121094,259.70684814453125,44,202,4725,513,202
193,0.5,0.4,244.70677185058594,178.26771545410156,60,200,4869,512,200
194,0.5,0.5,274.7061767578125,211.66156005859375,92,206,4826,590,206
195,0.5,0.5,303.98370361328125,199.49142456054688,95,205,4868,565,205
196,0.5,0.7,256.3143615722656,184.31161499023438,71,208,4773,589,208
197,0.5,0.6,248.91781616210938,189.96751403808594,60,200,4837,550,200
198,0.5,0.8,279.21246337890625,223.82064819335938,108,203,4973,534,203
199,0.5,0.8,278.9501037597656,228.62120056152344,60,205,4843,589,205
0,1.0,0.3,331.70477294921875,312.2406311035156,54,202,4779,603,202
1,1.0,0.7,297.3047180175781,251.08966064453125,88,200,4708,550,200
2,1.0,0.5,354.0845642089844,277.97454833984375,117,202,4835,550,202
3,1.0,0.5,388.8907775878906,280.67755126953125,92,207,4905,564,207
4,1.0,0.6,406.8282470703125,351.3439025878906,53,201,4742,589,201
5,1.0,0.3,391.7725524902344,288.7574157714844,60,201,4825,555,201
6,1.0,0.3,375.1724548339844,284.6913757324219,76,215,5114,566,215
7,1.0,0.3,387.9134521484375,273.66259765625,106,201,4668,590,201
8,1.0,0.7,314.0606994628906,291.67333984375,57,201,4743,568,201
9,1.0,0.6,356.988525390625,267.5561828613281,60,202,4810,523,202
10,1.0,0.4,376.73406982421875,308.5384826660156,76,200,4753,581,200
11,1.0,0.6,377.1229553222656,294.48895263671875,60,202,4847,540,202
12,1.0,0.7,342.6925048828125,295.8414306640625,76,204,4892,576,204
13,1.0,0.7,337.7521667480469,251.57586669921875,58,218,5162,533,218
14,1.0,0.7,308.1998291015625,303.1706237792969,41,203,4875,560,203
15,1.0,0.3,398.3510437011719,313.2293395996094,76,202,4605,609,202
16,1.0,0.5,349.14593505859375,301.9717712402344,60,205,4937,627,205
17,1.0,0.4,366.1923828125,309.0060729980469,121,202,4755,554,202
18,1.0,0.7,455.9942626953125,383.64178466796875,76,202,4820,571,202
19,1.0,0.6,369.73162841796875,260.5732116699219,60,203,4798,546,203
20,1.0,0.9,348.6512145996094,225.48086547851562,124,201,4827,555,201
21,1.0,0.5,363.11285400390625,283.93450927734375,44,205,4871,622,205
22,1.0,0.5,391.3135986328125,306.1932373046875,44,200,4681,551,200
23,1.0,0.9,360.16058349609375,282.05316162109375,44,200,4742,570,200
24,1.0,0.7,346.3307800292969,242.51564025878906,60,200,4747,532,200
25,1.0,0.5,399.2143859863281,274.2266845703125,87,204,4643,533,204
26,1.0,0.4,358.29595947265625,300.70660400390625,44,204,4758,599,204
27,1.0,0.7,420.5238952636719,345.4844055175781,60,206,4859,600,206
28,1.0,0.7,415.09881591796875,319.83929443359375,75,201,4869,579,201
29,1.0,0.5,360.4029541015625,268.7732849121094,60,202,4751,547,202
30,1.0,0.7,350.9773864746094,281.0109558105469,76,223,5236,597,223
31,1.0,0.5,389.55584716796875,309.3775634765625,75,202,4700,575,202
32,1.0,0.5,453.88323974609375,321.2121887207031,44,201,4784,573,201
33,1.0,0.7,392.0417785644531,298.4478759765625,60,200,4640,509,200
34,1.0,0.3,352.19512939453125,275.1335754394531,60,203,4745,592,203
35,1.0,0.4,395.03631591796875,292.70654296875,60,205,4916,576,205
36,1.0,1.0,430.54876708984375,330.31927490234375,60,201,4793,584,201
37,1.0,0.5,364.5561218261719,298.81634521484375,58,200,4657,514,200
38,1.0,0.8,389.9377136230469,312.9138488769531,60,201,4797,568,201
39,1.0,0.7,388.409423828125,301.6567077636719,76,200,4595,590,200
40,1.0,0.6,424.3228454589844,322.73004150390625,60,204,4858,580,204
41,1.0,0.5,380.28436279296875,293.8495178222656,88,205,4898,607,205
42,1.0,0.5,330.1339111328125,274.42474365234375,60,204,4774,587,204
43,1.0,0.2,432.0383605957031,351.68609619140625,60,209,4909,564,209
44,1.0,0.6,367.9992370605469,264.18951416015625,111,201,4643,548,201
45,1.0,0.5,402.11090087890625,357.5208740234375,102,205,4803,596,205
46,1.0,0.7,343.4743957519531,288.41912841796875,74,201,4716,575,201
47,1.0,0.5,387.8119201660156,308.1673889160156,92,204,4819,622,204
48,1.0,0.5,383.63543701171875,329.1251525878906,60,201,4801,569,201
49,1.0,0.7,335.24981689453125,250.300048828125,58,200,4709,524,200
50,1.0,0.8,366.49993896484375,278.9674987792969,106,200,4789,568,200
51,1.0,0.7,332.37060546875,242.88922119140625,58,204,4814,576,204
52,1.0,0.5,431.73541259765625,356.1134033203125,89,203,4720,538,203
53,1.0,0.5,365.51678466796875,281.9010009765625,76,204,4766,573,204
54,1.0,0.6,355.41009521484375,293.8526611328125,59,201,4831,595,201
55,1.0,0.2,384.91925048828125,325.0206298828125,91,201,4834,571,201
56,1.0,0.7,370.9867248535156,249.17311096191406,60,207,4785,536,207
57,1.0,0.5,363.5958251953125,279.6614990234375,60,200,4712,546,200
58,1.0,0.6,363.2638244628906,293.47027587890625,95,203,4823,616,203
59,1.0,0.5,378.82537841796875,302.53912353515625,50,201,4833,589,201
60,1.0,0.4,396.953125,255.4241180419922,114,200,4726,622,200
61,1.0,0.5,345.40673828125,309.1493225097656,60,201,4769,551,201
62,1.0,0.7,301.70404052734375,242.60855102539062,108,200,4787,495,200
63,1.0,0.5,369.63299560546875,293.6958923339844,51,200,4712,492,200
64,1.0,0.4,427.3054504394531,342.8960876464844,92,205,4834,547,205
65,1.0,0.4,357.078125,277.48736572265625,108,213,5062,577,213
66,1.0,0.6,452.02490234375,376.7955322265625,50,219,5187,604,219
67,1.0,0.8,345.6224670410156,257.7052001953125,59,202,4861,535,202
68,1.0,0.6,351.9540710449219,264.70941162109375,44,200,4763,580,200
69,1.0,0.7,362.33441162109375,257.04034423828125,76,201,4755,540,201
70,1.0,0.6,372.3465576171875,304.7261962890625,60,203,4753,591,203
71,1.0,0.5,376.3878173828125,294.3043212890625,60,201,4756,571,201
72,1.0,0.6,403.4215393066406,289.909912109375,89,200,4784,587,200
73,1.0,0.7,365.9766845703125,275.3748779296875,70,204,4854,618,204
74,1.0,0.5,364.7852478027344,282.19219970703125,76,210,5045,584,210
75,1.0,0.7,331.5215759277344,286.3543701171875,92,201,4760,586,201
76,1.0,0.7,331.732177734375,247.6321563720703,78,200,4822,591,200
77,1.0,0.6,334.8360290527344,279.7698059082031,92,200,4770,536,200
78,1.0,0.8,386.0597229003906,280.4514465332031,66,204,4813,579,204
79,1.0,0.6,428.3688659667969,281.77484130859375,60,203,4638,545,203
80,1.0,0.8,375.821044921875,280.341796875,60,204,4913,590,204
81,1.0,0.5,343.6071472167969,283.767333984375,124,203,4815,514,203
82,1.0,0.6,455.05767822265625,297.1811828613281,73,200,4721,555,200
83,1.0,0.6,412.6035461425781,333.51861572265625,60,210,4960,634,210
84,1.0,0.7,342.2251281738281,248.52944946289062,60,201,4787,535,201
85,1.0,0.6,328.5417785644531,269.8467712402344,44,200,4842,547,200
86,1.0,0.5,385.4923400878906,270.85223388671875,60,201,4771,575,201
87,1.0,0.3,435.68231201171875,313.7646789550781,60,205,4872,547,205
88,1.0,0.5,402.4764099121094,311.35284423828125,108,213,4968,545,213
89,1.0,0.5,378.25213623046875,314.24578857421875,92,202,4784,573,202
90,1.0,0.5,320.5154724121094,250.42433166503906,60,200,4844,512,200
91,1.0,0.6,348.9563293457031,267.66845703125,108,202,4822,588,202
92,1.0,0.6,327.36981201171875,204.9563446044922,116,200,4908,585,200
93,1.0,0.6,458.32086181640625,342.9348449707031,52,201,4756,571,201
94,1.0,0.4,331.7922058105469,275.974609375,59,202,4838,602,202
95,1.0,0.4,386.3641357421875,326.3323974609375,60,200,4572,552,200
96,1.0,0.5,399.7652587890625,338.6363525390625,68,201,4757,594,201
97,1.0,0.5,313.28155517578125,246.45338439941406,76,204,4698,548,204
98,1.0,0.3,328.3080749511719,285.3454284667969,44,208,4861,636,208
99,1.0,0.4,366.93792724609375,309.7724609375,76,207,4910,576,207
100,1.0,0.5,428.42999267578125,303.990234375,92,200,4772,560,200
101,1.0,0.6,365.1335754394531,305.6308288574219,76,209,4991,544,209
102,1.0,0.6,400.9084167480469,315.47308349609375,52,202,4798,535,202
103,1.0,0.6,435.81146240234375,378.9134521484375,60,209,4845,592,209
104,1.0,0.5,354.01019287109375,305.01129150390625,76,200,4801,611,200
105,1.0,0.6,391.12847900390625,256.4477844238281,44,204,4888,581,204
106,1.0,0.7,399.2744445800781,281.1061706542969,89,201,4779,525,201
107,1.0,0.3,429.40087890625,307.41180419921875,89,201,4821,567,201
108,1.0,0.5,371.81524658203125,268.6993408203125,44,205,4872,528,205
109,1.0,0.5,417.44140625,336.7870788574219,138,202,4681,585,202
110,1.0,0.7,294.5536804199219,256.93182373046875,60,206,4930,600,206
111,1.0,0.7,389.8053283691406,316.0905456542969,58,202,4909,558,202
112,1.0,0.4,343.3547668457031,296.3144836425781,58,206,4852,557,206
113,1.0,0.3,325.869873046875,289.9183044433594,72,204,4969,591,204
114,1.0,0.4,363.00738525390625,273.25152587890625,60,202,4801,554,202
115,1.0,0.4,326.7111511230469,300.927734375,71,201,4721,586,201
116,1.0,0.6,314.37982177734375,248.1536865234375,60,202,4742,573,202
117,1.0,0.2,355.32659912109375,288.53759765625,83,201,4714,580,201
118,1.0,0.3,351.6800537109375,282.31390380859375,44,200,4721,546,200
119,1.0,0.4,399.40667724609375,264.2181091308594,83,205,4874,548,205
120,1.0,0.7,380.45989990234375,284.1098327636719,76,204,4816,601,204
121,1.0,0.7,401.7395935058594,334.49053955078125,72,206,4767,610,206
122,1.0,0.5,357.7370910644531,279.1187438964844,44,201,4758,555,201
123,1.0,0.4,388.5616455078125,286.7892761230469,60,203,4803,595,203
124,1.0,0.6,343.7292175292969,256.4659118652344,60,203,4882,539,203
125,1.0,0.5,390.3526306152344,296.0614318847656,93,206,4874,510,206
126,1.0,0.3,442.35968017578125,334.5948486328125,76,206,4879,587,206
127,1.0,0.8,361.39324951171875,288.2856750488281,108,200,4713,553,200
128,1.0,0.6,335.1312255859375,277.5281066894531,60,200,4758,524,200
129,1.0,0.4,385.706787109375,340.90533447265625,80,204,4711,554,204
130,1.0,0.9,385.6058654785156,268.1944580078125,60,200,4869,536,200
131,1.0,0.4,338.8233337402344,317.7402038574219,44,205,4823,630,205
132,1.0,0.6,359.8138122558594,282.255859375,44,222,5261,604,222
133,1.0,0.6,399.4559020996094,293.5755920410156,60,200,4769,552,200
134,1.0,0.6,372.6958923339844,267.2581787109375,108,201,4852,573,201
135,1.0,0.6,289.9082946777344,213.62969970703125,44,204,4823,516,204
136,1.0,0.7,344.4746398925781,287.4306335449219,60,208,5018,603,208
137,1.0,0.4,357.439453125,267.7765808105469,60,200,4823,584,200
138,1.0,1.0,366.2423400878906,281.7691955566406,60,202,4849,560,202
139,1.0,0.3,398.1605224609375,318.0068054199219,49,206,4747,549,206
140,1.0,0.8,365.9324645996094,297.78436279296875,60,212,5079,568,212
141,1.0,0.7,311.16748046875,272.11260986328125,60,204,4985,603,204
142,1.0,0.6,413.402587890625,282.26947021484375,74,208,4972,556,208
143,1.0,0.5,333.83013916015625,253.12991333007812,90,202,4798,546,202
144,1.0,0.8,355.1671142578125,269.7752380371094,60,211,4870,527,211
145,1.0,0.6,397.2520446777344,331.6228942871094,50,215,5055,554,215
146,1.0,0.7,403.532958984375,355.4125061035156,55,201,4798,569,201
147,1.0,0.6,397.5731201171875,294.00958251953125,60,200,4631,520,200
148,1.0,0.7,391.54168701171875,277.53363037109375,81,202,4848,556,202
149,1.0,0.4,367.96343994140625,279.0623474121094,76,202,4813,569,202
150,1.0,0.8,347.69488525390625,286.6686706542969,76,202,4726,588,202
151,1.0,0.4,369.4154357910156,312.2298889160156,75,205,4843,632,205
152,1.0,0.4,355.04998779296875,301.4694519042969,44,201,4737,556,201
153,1.0,0.4,381.32525634765625,313.0792236328125,44,200,4642,555,200
154,1.0,0.6,342.5621643066406,280.5057067871094,92,201,4735,571,201
155,1.0,0.4,402.4729919433594,291.289306640625,58,202,4723,604,202
156,1.0,0.8,345.0907897949219,273.0263366699219,60,222,5286,647,222
157,1.0,0.5,373.5554504394531,272.4122619628906,60,209,4954,531,209
158,1.0,0.7,356.28863525390625,270.4119567871094,44,200,4828,549,200
159,1.0,0.3,398.6999206542969,294.6597900390625,89,202,4749,571,202
160,1.0,0.4,468.2518005371094,365.162109375,60,201,4837,598,201
161,1.0,0.6,381.03216552734375,282.8465576171875,92,207,5030,584,207
162,1.0,0.7,345.1217956542969,297.2903137207031,44,209,4941,547,209
163,1.0,0.5,323.55828857421875,323.55828857421875,25,203,4754,577,203
164,1.0,0.5,383.7303161621094,288.7721252441406,88,201,4729,546,201
165,1.0,0.7,328.5372009277344,269.0855712890625,78,203,4844,596,203
166,1.0,0.7,370.1495361328125,315.06439208984375,88,202,4698,614,202
167,1.0,0.5,408.6121520996094,312.1184997558594,89,201,4681,535,201
168,1.0,0.3,369.7537536621094,283.75384521484375,81,201,4839,534,201
169,1.0,0.4,350.981201171875,310.3337707519531,58,204,4865,610,204
170,1.0,0.7,437.55487060546875,349.614990234375,44,201,4805,538,201
171,1.0,0.6,344.13641357421875,291.9162902832031,55,202,4821,607,202
172,1.0,0.6,396.2662353515625,311.5887451171875,60,201,4760,565,201
173,1.0,0.6,309.4862365722656,247.4717254638672,44,200,4876,566,200
174,1.0,0.6,446.8918762207031,347.8468933105469,76,211,4933,619,211
175,1.0,0.6,353.7840881347656,264.5671081542969,60,202,4809,562,202
176,1.0,0.5,366.1783142089844,274.0756530761719,92,209,4981,553,209
177,1.0,0.5,395.93890380859375,285.9816589355469,58,200,4711,572,200
178,1.0,0.4,366.443359375,326.2158203125,60,200,4816,589,200
179,1.0,0.4,394.5030517578125,289.9993896484375,60,205,4762,603,205
180,1.0,0.2,389.6912536621094,254.705810546875,87,204,4933,580,204
181,1.0,0.5,400.6867370605469,296.9942626953125,60,200,4736,531,200
182,1.0,0.4,385.505859375,278.6178283691406,60,212,5013,547,212
183,1.0,0.6,404.1791076660156,336.5288391113281,60,205,4810,586,205
184,1.0,0.3,409.467041015625,357.1492004394531,60,208,4865,602,208
185,1.0,0.5,314.0284423828125,266.006103515625,58,200,4796,566,200
186,1.0,0.6,363.10003662109375,291.3576965332031,60,201,4648,532,201
187,1.0,0.8,391.3165283203125,285.61151123046875,76,201,4766,532,201
188,1.0,0.5,390.1089782714844,330.9453430175781,71,203,4766,610,203
189,1.0,0.5,418.3951721191406,295.0326232910156,92,207,4808,579,207
190,1.0,0.5,309.3676452636719,295.1591796875,41,204,4782,572,204
191,1.0,0.4,408.1260681152344,360.6007080078125,76,202,4744,569,202
192,1.0,0.6,398.12646484375,322.141845703125,71,205,4796,575,205
193,1.0,0.6,380.4554443359375,319.7330627441406,60,201,4765,550,201
194,1.0,0.5,385.1332702636719,273.8644104003906,76,203,4797,534,203
195,1.0,0.7,326.9871826171875,262.0709533691406,60,201,4791,528,201
196,1.0,0.5,391.748291015625,284.83807373046875,60,202,4733,537,202
197,1.0,0.6,366.023193359375,275.4707946777344,60,200,4652,587,200
198,1.0,0.5,371.0062561035156,307.301025390625,59,202,4874,566,202
199,1.0,0.5,342.4238586425781,257.2383117675781,76,204,4796,530,204
0,2.0,0.3,825.9302368164062,649.4102172851562,58,205,4625,581,205
1,2.0,0.2,742.042724609375,669.3372802734375,60,205,4753,572,205
2,2.0,0.2,723.7525634765625,593.1450805664062,60,226,5185,569,226
3,2.0,0.5,792.0932006835938,684.0178833007812,60,201,4647,582,201
4,2.0,0.3,728.5656127929688,636.5270385742188,89,200,4683,579,200
5,2.0,0.2,722.3363647460938,614.5531005859375,89,201,4671,588,201
6,2.0,0.4,695.6378784179688,603.44287109375,71,204,4600,542,204
7,2.0,0.4,735.2236938476562,653.5731201171875,75,211,4725,554,211
8,2.0,0.4,710.3486328125,592.552734375,58,212,4841,571,212
9,2.0,0.3,787.6206665039062,639.89794921875,60,204,4749,609,204
10,2.0,0.5,701.4340209960938,595.9805908203125,60,205,4688,602,205
11,2.0,0.6,691.1046142578125,586.5452270507812,60,202,4689,551,202
12,2.0,0.2,805.1556396484375,684.4124145507812,52,204,4631,585,204
13,2.0,0.4,634.145263671875,563.7628173828125,60,205,4781,605,205
14,2.0,0.3,724.4822998046875,585.3016967773438,76,201,4660,534,201
15,2.0,0.2,718.8643188476562,584.1717529296875,60,214,4891,635,214
16,2.0,0.7,833.3018798828125,717.5244750976562,60,202,4566,581,202
17,2.0,0.4,713.2201538085938,574.993896484375,60,204,4629,652,204
18,2.0,0.4,780.71533203125,679.5223388671875,60,218,4997,551,218
19,2.0,0.8,656.7415771484375,569.57373046875,60,203,4679,574,203
20,2.0,0.2,752.4697265625,619.3789672851562,74,200,4634,582,200
21,2.0,0.3,795.8137817382812,666.3159790039062,58,202,4593,536,202
22,2.0,0.5,706.16162109375,601.7421264648438,58,202,4605,572,202
23,2.0,0.4,725.0433349609375,573.7145385742188,60,206,4716,592,206
24,2.0,0.3,773.2291870117188,663.339599609375,60,219,4921,560,219
25,2.0,0.2,702.5421752929688,539.9591064453125,60,202,4605,544,202
26,2.0,0.4,772.2264404296875,627.9760131835938,60,200,4617,597,200
27,2.0,0.4,721.307373046875,567.4506225585938,91,200,4720,586,200
28,2.0,0.2,800.4650268554688,683.1353149414062,74,200,4528,597,200
29,2.0,0.4,709.7279052734375,582.7390747070312,60,200,4653,555,200
30,2.0,0.5,687.3387451171875,604.4356079101562,58,208,4769,524,208
31,2.0,0.6,657.9647216796875,555.8121948242188,76,200,4609,584,200
32,2.0,0.7,741.14990234375,600.2327270507812,60,203,4596,505,203
33,2.0,0.4,703.5260620117188,670.1845703125,60,224,5076,573,224
34,2.0,0.4,695.3197021484375,600.0698852539062,89,209,4744,573,209
35,2.0,0.1,757.3323364257812,624.9027709960938,108,201,4693,606,201
36,2.0,0.4,790.2763061523438,715.83447265625,60,201,4650,577,201
37,2.0,0.3,750.7577514648438,627.6156005859375,58,200,4501,587,200
38,2.0,0.7,864.1111450195312,683.9495239257812,58,204,4600,544,204
39,2.0,0.4,708.5270385742188,607.1339111328125,108,201,4597,582,201
40,2.0,0.7,769.598388671875,584.778564453125,58,204,4668,530,204
41,2.0,0.4,770.5702514648438,664.8751220703125,60,201,4519,583,201
42,2.0,0.3,651.9381713867188,521.0286254882812,58,204,4741,561,204
43,2.0,0.3,799.972412109375,692.5677490234375,60,206,4758,618,206
44,2.0,0.2,658.2745361328125,582.6068115234375,105,203,4729,582,203
45,2.0,0.3,705.95458984375,581.7515258789062,91,207,4719,550,207
46,2.0,0.4,827.14697265625,716.1139526367188,88,207,4741,637,207
47,2.0,0.4,744.2781372070312,626.3441162109375,60,205,4735,550,205
48,2.0,0.4,812.0858154296875,655.807373046875,60,202,4682,570,202
49,2.0,0.3,692.3139038085938,590.5458374023438,87,201,4672,571,201
50,2.0,0.3,763.8446655273438,574.6795654296875,58,202,4614,551,202
51,2.0,0.1,707.9340209960938,611.7210693359375,60,200,4502,560,200
52,2.0,0.6,715.2340698242188,603.3452758789062,60,205,4746,540,205
53,2.0,0.6,673.8257446289062,542.1216430664062,60,201,4473,566,201
54,2.0,0.5,724.4942016601562,634.532470703125,60,208,4868,591,208
55,2.0,0.6,795.82275390625,672.101318359375,60,201,4408,546,201
56,2.0,0.4,747.650390625,660.407470703125,60,200,4585,568,200
57,2.0,0.3,776.1549072265625,632.5484008789062,60,215,4968,615,215
58,2.0,0.6,739.0477905273438,609.1027221679688,60,213,4931,546,213
59,2.0,0.7,789.9564819335938,634.0360717773438,60,203,4611,574,203
60,2.0,0.6,779.0426025390625,648.252685546875,68,205,4644,551,205
61,2.0,0.1,723.71337890625,636.0708618164062,92,213,4859,558,213
62,2.0,0.2,748.8235473632812,629.5214233398438,58,200,4698,585,200
63,2.0,0.4,755.6867065429688,622.3555908203125,60,207,4646,581,207
64,2.0,0.4,857.91259765625,718.9439697265625,58,209,4662,596,209
65,2.0,0.2,722.87646484375,589.2151489257812,115,200,4609,580,200
66,2.0,0.5,866.0039672851562,768.7484741210938,76,203,4503,555,203
67,2.0,0.2,687.1298217773438,609.2060546875,60,202,4608,547,202
68,2.0,0.3,718.83642578125,634.6099243164062,76,202,4613,595,202
69,2.0,0.4,761.6109008789062,651.0670776367188,91,204,4689,591,204
70,2.0,0.5,785.0574340820312,649.83349609375,81,200,4654,549,200
71,2.0,0.3,843.0042114257812,682.408935546875,91,203,4578,582,203
72,2.0,0.1,717.2435302734375,584.5352172851562,60,200,4618,558,200
73,2.0,0.4,778.2200927734375,688.0471801757812,44,202,4736,604,202
74,2.0,0.4,870.5753173828125,788.0719604492188,87,203,4550,557,203
75,2.0,0.6,786.0074462890625,731.4641723632812,71,205,4719,605,205
76,2.0,0.2,786.3406982421875,641.2781982421875,60,201,4665,524,201
77,2.0,0.7,737.0335083007812,618.26904296875,60,201,4642,578,201
78,2.0,0.3,742.8171997070312,608.1284790039062,60,215,4788,549,215
79,2.0,0.4,768.11962890625,627.6190185546875,58,201,4694,544,201
80,2.0,0.4,669.209716796875,550.3690185546875,60,202,4567,550,202
81,2.0,0.1,853.04638671875,717.9987182617188,58,208,4752,576,208
82,2.0,0.4,765.3220825195312,631.6550903320312,60,201,4591,579,201
83,2.0,0.5,814.2411499023438,658.6111450195312,58,205,4725,584,205
84,2.0,0.5,737.9779663085938,617.78271484375,58,206,4701,592,206
85,2.0,0.8,809.8765258789062,664.8193359375,58,201,4620,579,201
86,2.0,0.2,772.1350708007812,660.04296875,91,200,4586,606,200
87,2.0,0.4,727.7149658203125,590.9481201171875,44,204,4651,583,204
88,2.0,0.3,807.57861328125,665.7879028320312,105,200,4635,562,200
89,2.0,0.3,727.0023193359375,618.985107421875,76,204,4739,582,204
90,2.0,0.3,716.7070922851562,556.0689697265625,58,201,4624,558,201
91,2.0,0.3,731.550048828125,637.7919311523438,58,212,4870,510,212
92,2.0,0.3,685.8428344726562,562.4423217773438,60,203,4493,516,203
93,2.0,0.2,778.2318115234375,657.0810546875,89,202,4681,568,202
94,2.0,0.3,752.5370483398438,682.62548828125,89,203,4620,578,203
95,2.0,0.5,719.07373046875,640.6235961914062,44,200,4497,541,200
96,2.0,0.6,797.5244750976562,669.6204833984375,60,208,4741,547,208
97,2.0,0.2,791.0883178710938,666.50830078125,60,214,4972,595,214
98,2.0,0.5,830.2220458984375,659.9766845703125,60,201,4555,546,201
99,2.0,0.3,731.6151733398438,654.1675415039062,76,201,4544,558,201
100,2.0,0.1,665.0596313476562,592.6043701171875,60,201,4634,555,201
101,2.0,0.4,723.3714599609375,616.2586059570312,58,201,4542,571,201
102,2.0,0.5,787.1842651367188,598.3395385742188,60,201,4601,570,201
103,2.0,0.2,703.5266723632812,600.3768310546875,60,205,4744,597,205
104,2.0,0.2,742.4381103515625,623.903076171875,60,206,4651,567,206
105,2.0,0.2,813.2637329101562,773.5869140625,82,208,4803,629,208
106,2.0,0.4,875.5739135742188,665.4005126953125,58,206,4712,582,206
107,2.0,0.4,636.275390625,540.2492065429688,60,202,4572,562,202
108,2.0,0.3,763.08642578125,614.51611328125,68,204,4695,609,204
109,2.0,0.2,761.9800415039062,644.43994140625,60,207,4643,561,207
110,2.0,0.5,737.51318359375,609.6315307617188,60,202,4581,571,202
111,2.0,0.4,747.2172241210938,596.5025024414062,60,203,4483,533,203
112,2.0,0.5,745.5762939453125,567.524658203125,58,204,4794,591,204
113,2.0,0.5,677.4534301757812,554.1536254882812,58,200,4617,522,200
114,2.0,0.5,799.8072509765625,699.3744506835938,59,206,4614,612,206
115,2.0,0.3,746.2869262695312,592.1631469726562,60,201,4613,553,201
116,2.0,0.3,680.8490600585938,594.4349975585938,60,201,4743,563,201
117,2.0,0.5,781.4566650390625,617.6488037109375,60,201,4542,558,201
118,2.0,0.3,691.4600219726562,588.758544921875,92,211,4816,573,211
119,2.0,0.2,765.022705078125,647.7144775390625,59,208,4732,586,208
120,2.0,0.3,806.3389282226562,677.363037109375,60,201,4585,557,201
121,2.0,0.4,785.4066162109375,667.273681640625,58,201,4617,550,201
122,2.0,0.5,804.7887573242188,641.1299438476562,60,200,4565,572,200
123,2.0,0.5,736.6905517578125,654.89404296875,50,201,4637,620,201
124,2.0,0.2,717.7901611328125,598.4393920898438,60,202,4623,569,202
125,2.0,0.3,807.4603271484375,669.7701416015625,60,200,4547,595,200
126,2.0,0.3,743.0003051757812,635.84375,60,206,4674,561,206
127,2.0,0.3,818.2247314453125,670.6319580078125,60,203,4711,574,203
128,2.0,0.5,689.423828125,553.9302368164062,60,204,4682,571,204
129,2.0,0.4,692.0429077148438,559.1013793945312,60,207,4814,584,207
130,2.0,0.4,694.1455078125,596.3964233398438,60,201,4500,551,201
131,2.0,0.5,746.4557495117188,661.0774536132812,60,200,4642,564,200
132,2.0,0.6,805.3302001953125,670.541748046875,58,202,4545,577,202
133,2.0,0.2,629.8328247070312,531.1739501953125,58,227,5190,546,227
134,2.0,0.3,809.7689208984375,633.7127685546875,58,206,4691,551,206
135,2.0,0.4,794.4346923828125,631.0740356445312,60,208,4859,585,208
136,2.0,0.1,798.9451293945312,688.209228515625,108,200,4631,556,200
137,2.0,0.2,786.143310546875,686.814453125,60,215,4882,594,215
138,2.0,0.4,756.4290771484375,590.2022094726562,74,201,4709,617,201
139,2.0,0.5,819.8675537109375,749.4907836914062,59,211,4688,563,211
140,2.0,0.4,681.2850341796875,565.8037719726562,60,211,4893,566,211
141,2.0,0.1,771.4242553710938,652.7019653320312,89,200,4632,547,200
142,2.0,0.4,644.0003662109375,547.5370483398438,60,202,4637,589,202
143,2.0,0.4,723.2883911132812,607.2310791015625,58,210,4916,577,210
144,2.0,0.7,748.9428100585938,583.1651611328125,89,221,5012,581,221
145,2.0,0.6,762.842041015625,618.4574584960938,58,216,4843,577,216
