query_id,shift,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length,layer_0_visits,layer_1_visits,layer_2_visits,layer_3_visits,layer_4_visits,layer_5_visits
62,covariance_shift,0.5,488.7711181640625,405.2322082519531,82,201,4585,604,201,0,56,15,11,0,0
63,covariance_shift,0.4,462.900146484375,382.9367370605469,89,202,4611,563,202,0,48,30,11,0,0
64,covariance_shift,0.2,606.0267944335938,448.9068298339844,86,202,4812,568,202,0,16,49,21,0,0
65,covariance_shift,0.3,447.5279541015625,296.7076721191406,83,201,4765,576,201,0,31,30,22,0,0
66,covariance_shift,0.4,500.50567626953125,352.8885498046875,116,201,4777,606,201,0,16,63,37,0,0
67,covariance_shift,0.6,509.0959777832031,392.5198669433594,73,209,4838,550,209,0,16,48,9,0,0
68,covariance_shift,0.3,529.9769897460938,373.4724426269531,97,200,4555,574,200,0,60,26,11,0,0
69,covariance_shift,0.6,457.27099609375,335.84600830078125,88,200,4702,579,200,0,47,32,9,0,0
70,covariance_shift,0.7,427.8722839355469,387.6274108886719,53,202,4709,567,202,0,16,16,21,0,0
71,covariance_shift,0.5,435.9403991699219,321.5225830078125,58,200,4714,527,200,0,16,31,11,0,0
72,covariance_shift,0.6,427.4747314453125,296.3769836425781,88,220,5263,571,220,0,16,29,43,0,0
73,covariance_shift,0.4,532.7896118164062,370.9583740234375,67,203,4701,586,203,0,27,31,9,0,0
74,covariance_shift,0.5,528.0337524414062,346.1546325683594,65,213,5061,558,213,0,25,31,9,0,0
75,covariance_shift,0.5,416.8289489746094,323.74517822265625,73,209,4898,588,209,0,16,47,10,0,0
76,covariance_shift,0.3,517.4447021484375,417.7123107910156,62,203,4864,604,203,0,16,28,18,0,0
77,covariance_shift,0.5,397.1631774902344,319.1119689941406,77,201,4794,554,201,0,48,24,5,0,0
78,covariance_shift,0.4,522.920654296875,385.0442810058594,74,202,4659,548,202,0,32,31,11,0,0
79,covariance_shift,0.4,452.5058898925781,323.763671875,53,202,4653,552,202,0,16,12,25,0,0
80,covariance_shift,0.6,443.3127746582031,323.6097412109375,86,200,4695,573,200,0,14,48,24,0,0
81,covariance_shift,0.6,450.07708740234375,374.8276062011719,40,201,4766,618,201,0,15,16,9,0,0
82,covariance_shift,0.6,514.4276733398438,403.7508239746094,74,205,4821,609,205,0,16,47,11,0,0
83,covariance_shift,0.5,519.0303955078125,384.33233642578125,42,201,4736,583,201,0,16,15,11,0,0
84,covariance_shift,0.4,439.4520568847656,338.7156066894531,100,200,4762,597,200,0,32,48,20,0,0
85,covariance_shift,0.0,581.0269165039062,458.8777770996094,71,201,4726,574,201,0,16,44,11,0,0
86,covariance_shift,0.4,497.56585693359375,328.26824951171875,94,201,4727,592,201,0,16,38,40,0,0
87,covariance_shift,0.6,451.04510498046875,400.52294921875,61,203,4815,573,203,0,32,24,5,0,0
88,covariance_shift,0.6,384.1517028808594,290.5516662597656,56,203,4901,626,203,0,30,15,11,0,0
89,covariance_shift,0.5,370.3865051269531,259.5552673339844,74,204,4816,543,204,0,48,15,11,0,0
90,covariance_shift,0.7,546.4863891601562,386.3298034667969,81,203,4750,555,203,0,30,26,25,0,0
91,covariance_shift,0.2,502.8431396484375,360.177978515625,40,203,4724,571,203,0,15,16,9,0,0
92,covariance_shift,0.4,404.3877868652344,316.6019592285156,90,203,4825,570,203,0,31,37,22,0,0
93,covariance_shift,0.6,460.494873046875,340.0834045410156,60,213,5054,563,213,0,32,9,19,0,0
94,covariance_shift,0.6,536.4024047851562,407.1584167480469,92,201,4494,615,201,0,32,43,17,0,0
95,covariance_shift,0.5,564.0396118164062,391.50848388671875,52,200,4797,553,200,0,16,16,20,0,0
96,covariance_shift,0.4,337.4162902832031,258.0877990722656,93,200,4825,579,200,0,48,28,17,0,0
97,covariance_shift,0.5,427.4952697753906,364.0809020996094,42,203,4775,558,203,0,29,8,5,0,0
98,covariance_shift,0.6,354.1786804199219,275.5198669433594,66,212,5050,551,212,0,16,39,11,0,0
99,covariance_shift,0.6,468.8577880859375,334.5685729980469,56,202,4682,578,202,0,16,12,28,0,0
100,covariance_shift,0.4,496.7764587402344,381.0604248046875,56,200,4657,546,200,0,29,11,16,0,0
101,covariance_shift,0.6,481.13262939453125,328.44268798828125,62,200,4658,554,200,0,32,12,18,0,0
102,covariance_shift,0.4,520.9410400390625,337.32342529296875,95,201,4730,549,201,0,32,26,37,0,0
103,covariance_shift,0.2,525.9024658203125,444.2681884765625,98,201,4648,565,201,0,48,13,37,0,0
104,covariance_shift,0.4,556.9728393554688,370.12603759765625,84,200,4713,566,200,0,32,42,10,0,0
105,covariance_shift,0.6,574.3161010742188,393.92083740234375,68,201,4598,543,201,0,16,15,37,0,0
106,covariance_shift,0.5,417.47418212890625,315.17413330078125,87,205,4864,545,205,0,48,28,11,0,0
107,covariance_shift,0.4,485.4150085449219,333.5482482910156,37,201,4650,574,201,0,14,10,13,0,0
108,covariance_shift,0.4,557.260498046875,407.8459167480469,66,201,4590,556,201,0,12,44,10,0,0
109,covariance_shift,0.6,465.2283630371094,366.8141174316406,99,201,4720,568,201,0,16,62,21,0,0
110,covariance_shift,0.4,444.6875915527344,367.3776550292969,85,200,4600,574,200,0,25,33,27,0,0
111,covariance_shift,0.5,409.9875183105469,325.86859130859375,64,207,4816,551,207,0,12,30,22,0,0
112,covariance_shift,0.6,353.9366455078125,310.6429138183594,96,200,4816,555,200,0,48,43,5,0,0
113,covariance_shift,0.4,480.0771789550781,410.19830322265625,54,207,4796,583,207,0,16,16,22,0,0
114,covariance_shift,0.6,472.405029296875,364.20770263671875,40,201,4783,579,201,0,15,16,9,0,0
115,covariance_shift,0.7,428.1366271972656,280.71240234375,107,200,4772,562,200,0,48,44,15,0,0
116,covariance_shift,0.7,546.084228515625,360.3830871582031,83,208,4839,606,208,0,32,29,22,0,0
117,covariance_shift,0.4,440.9000244140625,259.9272155761719,94,202,4807,594,202,0,32,40,22,0,0
118,covariance_shift,0.4,432.0965576171875,343.7650451660156,73,204,4830,620,204,0,32,31,10,0,0
119,covariance_shift,0.7,461.9541015625,367.2300109863281,89,201,4741,557,201,0,64,16,9,0,0
120,covariance_shift,0.7,448.6951904296875,318.1158142089844,102,205,4684,537,205,0,48,32,22,0,0
121,covariance_shift,0.4,411.8945007324219,283.6237487792969,106,201,4713,554,201,0,48,47,11,0,0
122,covariance_shift,0.1,458.1091613769531,396.2344970703125,69,203,4780,599,203,0,16,32,21,0,0
123,covariance_shift,0.5,443.3418273925781,378.5992431640625,40,203,4705,605,203,0,15,16,9,0,0
124,covariance_shift,0.5,532.8099365234375,345.9446716308594,60,200,4659,542,200,0,16,25,19,0,0
125,covariance_shift,0.3,424.1650085449219,424.1650085449219,26,204,4737,603,204,0,13,8,5,0,0
126,covariance_shift,0.4,562.3980102539062,402.3989562988281,76,202,4722,572,202,0,16,31,29,0,0
127,covariance_shift,0.2,490.7254638671875,380.67822265625,97,201,4671,520,201,0,16,53,28,0,0
128,covariance_shift,0.3,427.5971374511719,306.3715515136719,80,201,4685,586,201,0,16,51,13,0,0
129,covariance_shift,0.5,405.6617736816406,319.36932373046875,92,200,4823,562,200,0,48,15,29,0,0
130,covariance_shift,0.5,508.7308349609375,316.20037841796875,60,201,4731,569,201,0,32,11,17,0,0
131,covariance_shift,0.5,381.4300231933594,310.2560729980469,73,200,4867,590,200,0,16,48,9,0,0
132,covariance_shift,0.5,573.7374877929688,397.2173156738281,86,205,4760,572,205,0,16,48,22,0,0
133,covariance_shift,0.3,517.2662353515625,430.2460021972656,87,201,4621,538,201,0,48,18,21,0,0
134,covariance_shift,0.5,470.35540771484375,341.3981628417969,85,200,4687,572,200,0,15,48,22,0,0
135,covariance_shift,0.3,550.97314453125,423.5153503417969,72,203,4626,571,203,0,47,16,9,0,0
136,covariance_shift,0.5,535.1039428710938,384.5028381347656,57,204,4872,586,204,0,16,32,9,0,0
137,covariance_shift,0.6,527.0363159179688,406.0809020996094,40,202,4735,528,202,0,15,16,9,0,0
138,covariance_shift,0.5,455.363037109375,332.2242736816406,70,201,4765,545,201,0,32,13,25,0,0
139,covariance_shift,0.3,469.55548095703125,352.8365173339844,100,205,4883,578,205,0,16,62,22,0,0
140,covariance_shift,0.7,637.8986206054688,447.0673522949219,41,203,4732,561,203,0,16,16,9,0,0
141,covariance_shift,0.4,452.7610778808594,316.723388671875,110,200,4626,567,200,0,32,47,31,0,0
142,covariance_shift,0.6,492.0095520019531,323.5610656738281,102,203,4872,548,203,0,61,30,11,0,0
143,covariance_shift,0.6,387.17974853515625,298.8056640625,83,201,4835,532,201,0,32,40,11,0,0
144,covariance_shift,0.6,448.23291015625,357.3040466308594,84,200,4632,596,200,0,32,32,20,0,0
145,covariance_shift,0.4,484.8261413574219,374.7334289550781,57,204,4634,603,204,0,29,7,21,0,0
146,covariance_shift,0.6,532.4088745117188,353.9604187011719,62,200,4814,577,200,0,16,28,18,0,0
147,covariance_shift,0.4,451.216796875,396.57379150390625,68,201,4670,555,201,0,32,16,20,0,0
148,covariance_shift,0.8,444.6981506347656,331.16448974609375,64,206,4863,597,206,0,26,17,21,0,0
149,covariance_shift,0.1,460.5577697753906,336.14984130859375,72,203,4883,614,203,0,16,29,27,0,0
150,covariance_shift,0.4,653.0069580078125,424.77667236328125,57,202,4665,595,202,0,16,32,9,0,0
151,covariance_shift,0.6,574.5899047851562,470.6864929199219,52,200,4682,577,200,0,32,15,5,0,0
152,covariance_shift,0.7,466.5652160644531,357.4808349609375,56,200,4604,530,200,0,30,15,11,0,0
153,covariance_shift,0.7,454.1268005371094,296.44696044921875,107,209,4833,557,209,0,64,9,34,0,0
154,covariance_shift,0.3,360.0932312011719,308.3069763183594,58,200,4786,569,200,0,32,15,11,0,0
155,covariance_shift,0.7,453.2734069824219,300.8009338378906,70,207,4942,611,207,0,32,16,22,0,0
156,covariance_shift,0.3,528.6522827148438,456.52777099609375,70,205,4779,562,205,0,16,29,25,0,0
157,covariance_shift,0.6,344.224853515625,220.57444763183594,61,200,4723,554,200,0,16,28,17,0,0
158,covariance_shift,0.3,617.2384033203125,411.4768371582031,79,203,4684,575,203,0,16,43,20,0,0
159,covariance_shift,0.2,534.8370361328125,381.5384521484375,85,204,4762,557,204,0,46,10,29,0,0
160,covariance_shift,0.5,503.5733947753906,340.35284423828125,53,202,4757,583,202,0,16,24,13,0,0
161,covariance_shift,0.5,496.0247497558594,408.7664794921875,71,200,4650,569,200,0,14,46,11,0,0
162,covariance_shift,0.6,504.9689025878906,363.3523254394531,64,207,4954,609,207,0,12,28,24,0,0
163,covariance_shift,0.3,423.1142883300781,326.7178649902344,83,205,4860,545,205,0,32,15,36,0,0
164,covariance_shift,0.5,458.9613952636719,319.4515380859375,84,201,4720,585,201,0,16,58,10,0,0
165,covariance_shift,0.3,471.95672607421875,330.6482849121094,69,205,4871,613,205,0,10,23,36,0,0
166,covariance_shift,0.4,469.2618713378906,305.32562255859375,70,202,4758,557,202,0,16,32,22,0,0
167,covariance_shift,0.6,388.7679748535156,291.23565673828125,87,201,4745,587,201,0,32,25,30,0,0
168,covariance_shift,0.4,502.08355712890625,334.79254150390625,112,200,4538,592,200,0,16,61,35,0,0
169,covariance_shift,0.6,452.886962890625,341.03631591796875,74,207,4948,583,207,0,48,15,11,0,0
170,covariance_shift,0.5,569.8370361328125,491.5294189453125,41,203,4871,632,203,0,13,7,21,0,0
171,covariance_shift,0.5,441.66009521484375,322.1654968261719,73,201,4694,568,201,0,16,48,9,0,0
172,covariance_shift,0.5,472.9267578125,383.06787109375,41,209,4705,579,209,0,13,7,21,0,0
173,covariance_shift,0.5,535.2086181640625,386.47998046875,44,202,4628,531,202,0,16,5,23,0,0
174,covariance_shift,0.3,446.7777099609375,388.7886047363281,58,213,4980,586,213,0,45,8,5,0,0
175,covariance_shift,0.4,420.3115234375,308.8952331542969,102,202,4831,608,202,0,62,13,27,0,0
176,covariance_shift,0.5,561.2814331054688,407.4598388671875,71,203,4756,622,203,0,16,45,10,0,0
177,covariance_shift,0.4,361.08294677734375,309.5103454589844,61,204,4714,604,204,0,16,40,5,0,0
178,covariance_shift,0.5,402.3976745605469,360.6670227050781,62,200,4752,563,200,0,41,16,5,0,0
179,covariance_shift,0.4,588.6018676757812,422.4464416503906,65,200,4567,529,200,0,14,26,25,0,0
180,covariance_shift,0.6,573.8974609375,424.9980773925781,69,200,4699,559,200,0,46,10,13,0,0
181,covariance_shift,0.7,465.593994140625,334.9344482421875,54,201,4667,560,201,0,16,16,22,0,0
182,covariance_shift,0.6,614.1358032226562,418.9635925292969,56,204,4793,546,204,0,31,16,9,0,0
183,covariance_shift,0.5,400.24237060546875,305.7812805175781,91,201,4763,544,201,0,32,36,23,0,0
184,covariance_shift,0.7,567.7286987304688,448.29461669921875,49,209,4823,602,209,0,12,26,11,0,0
185,covariance_shift,0.6,509.3043518066406,354.5019226074219,126,201,4690,556,201,0,48,44,34,0,0
186,covariance_shift,0.6,484.56781005859375,342.99993896484375,86,212,5027,575,212,0,31,46,9,0,0
187,covariance_shift,0.2,499.5821533203125,333.5108947753906,73,209,4861,544,209,0,48,15,10,0,0
188,covariance_shift,0.4,469.3434753417969,350.3287353515625,86,203,4944,622,203,0,15,61,10,0,0
189,covariance_shift,0.4,423.776611328125,350.3403015136719,76,202,4723,544,202,0,16,39,21,0,0
190,covariance_shift,0.8,450.70428466796875,311.436279296875,71,200,4729,531,200,0,16,25,30,0,0
191,covariance_shift,0.2,500.7327575683594,384.7953796386719,83,201,4752,541,201,0,48,12,23,0,0
192,covariance_shift,0.4,460.6558532714844,391.01922607421875,105,201,4698,534,201,0,80,15,10,0,0
193,covariance_shift,0.4,395.80242919921875,331.89056396484375,91,212,4988,566,212,0,15,55,21,0,0
194,covariance_shift,0.3,445.9866943359375,369.1418151855469,75,201,4680,567,201,0,32,27,16,0,0
195,covariance_shift,0.5,518.6004638671875,432.31097412109375,57,201,4733,613,201,0,32,16,9,0,0
196,covariance_shift,0.7,510.875,399.1845397949219,74,209,4910,569,209,0,32,26,16,0,0
197,covariance_shift,0.6,432.9083557128906,302.5137023925781,93,201,4897,572,201,0,32,44,17,0,0
198,covariance_shift,0.4,470.3297424316406,388.6620178222656,58,201,4639,537,201,0,45,8,5,0,0
199,covariance_shift,0.4,416.70611572265625,281.37481689453125,82,209,4911,523,209,0,32,30,20,0,0
0,rotation_shift,0.7,271.0609436035156,178.80532836914062,106,203,4854,545,203,0,48,47,11,0,0
1,rotation_shift,0.5,253.72274780273438,178.807861328125,85,204,4964,523,204,0,16,44,25,0,0
2,rotation_shift,0.8,273.5818176269531,185.94744873046875,81,201,4933,572,201,0,16,43,22,0,0
3,rotation_shift,0.8,318.25799560546875,204.42587280273438,70,200,4728,505,200,0,32,13,25,0,0
4,rotation_shift,0.6,281.1644592285156,192.0953826904297,96,200,4871,550,200,0,16,60,20,0,0
5,rotation_shift,0.9,301.1085205078125,189.23098754882812,55,201,4793,483,201,0,16,13,26,0,0
6,rotation_shift,0.7,263.8961181640625,186.43894958496094,41,202,4844,569,202,0,16,16,9,0,0
7,rotation_shift,0.6,277.607177734375,179.57440185546875,60,200,4782,561,200,0,32,11,17,0,0
8,rotation_shift,0.6,245.31771850585938,166.06753540039062,119,200,4735,517,200,0,48,60,11,0,0
9,rotation_shift,0.6,268.33673095703125,188.65003967285156,72,200,4834,540,200,0,16,29,27,0,0
10,rotation_shift,0.6,264.4980163574219,193.1460418701172,56,204,5014,515,204,0,16,12,28,0,0
11,rotation_shift,0.6,299.4477233886719,175.27015686035156,86,200,4837,547,200,0,14,48,24,0,0
12,rotation_shift,0.7,243.711669921875,157.1878204345703,72,201,4831,552,201,0,47,16,9,0,0
13,rotation_shift,0.6,284.3104248046875,177.2330322265625,69,200,4837,508,200,0,46,10,13,0,0
14,rotation_shift,0.5,337.1689758300781,208.57003784179688,100,201,4937,544,201,0,32,48,20,0,0
15,rotation_shift,0.8,287.5008850097656,201.45982360839844,83,201,4915,587,201,0,15,48,20,0,0
16,rotation_shift,0.9,255.7348175048828,196.70191955566406,87,204,4882,589,204,0,32,25,30,0,0
17,rotation_shift,0.5,266.01751708984375,198.03268432617188,74,200,4759,503,200,0,16,47,11,0,0
18,rotation_shift,0.8,266.2447814941406,166.78688049316406,100,202,4860,508,202,0,64,16,20,0,0
19,rotation_shift,0.9,282.6578063964844,185.9578094482422,76,201,4784,539,201,0,48,9,19,0,0
20,rotation_shift,0.9,319.6813659667969,217.5112762451172,72,202,4901,556,202,0,45,11,16,0,0
21,rotation_shift,0.8,244.33480834960938,189.6695098876953,45,201,4866,547,201,0,16,24,5,0,0
22,rotation_shift,0.7,279.77056884765625,188.3419952392578,73,203,4826,498,203,0,32,31,10,0,0
23,rotation_shift,0.7,223.00848388671875,189.1524200439453,57,202,4801,595,202,0,16,30,11,0,0
24,rotation_shift,0.6,262.74090576171875,183.63479614257812,85,204,4920,561,204,0,48,16,21,0,0
25,rotation_shift,0.7,277.1060485839844,209.779052734375,70,201,4839,521,201,0,16,45,9,0,0
26,rotation_shift,0.8,236.19625854492188,180.58261108398438,57,200,4955,545,200,0,16,30,11,0,0
27,rotation_shift,0.7,255.42430114746094,177.53712463378906,102,201,4884,573,201,0,48,29,25,0,0
28,rotation_shift,0.8,282.5457763671875,205.28323364257812,70,201,4808,528,201,0,16,29,25,0,0
29,rotation_shift,0.7,269.7604675292969,185.30955505371094,102,200,4789,531,200,0,64,16,22,0,0
30,rotation_shift,0.8,205.69813537597656,140.77899169921875,100,206,4984,550,206,0,32,57,11,0,0
31,rotation_shift,1.0,317.5309753417969,175.86204528808594,72,202,4824,514,202,0,16,29,27,0,0
32,rotation_shift,0.8,298.93035888671875,193.98672485351562,89,203,4922,551,203,0,32,46,11,0,0
33,rotation_shift,0.5,281.08758544921875,185.839111328125,54,201,4686,553,201,0,16,13,25,0,0
34,rotation_shift,0.7,280.44537353515625,186.79241943359375,72,203,4825,546,203,0,16,47,9,0,0
35,rotation_shift,0.9,240.57508850097656,157.15435791015625,88,204,4984,515,204,0,32,28,28,0,0
36,rotation_shift,0.8,291.8912048339844,192.9508056640625,62,205,4884,531,205,0,32,12,18,0,0
37,rotation_shift,1.0,273.0403137207031,170.43455505371094,105,203,4800,546,203,0,32,48,25,0,0
38,rotation_shift,0.7,253.53785705566406,174.03990173339844,94,200,4762,577,200,0,32,44,18,0,0
39,rotation_shift,0.5,310.26177978515625,181.6940460205078,62,200,4853,580,200,0,32,12,18,0,0
40,rotation_shift,0.7,293.3565979003906,174.37757873535156,52,200,4835,554,200,0,16,16,20,0,0
41,rotation_shift,0.7,254.6837921142578,157.49449157714844,109,200,4853,525,200,0,48,25,36,0,0
42,rotation_shift,0.5,221.0594024658203,150.39559936523438,116,200,4730,539,200,0,64,15,37,0,0
43,rotation_shift,0.9,272.6969299316406,190.92039489746094,55,204,5074,557,204,0,16,13,26,0,0
44,rotation_shift,0.6,301.8229064941406,166.7192840576172,57,203,4909,574,203,0,16,32,9,0,0
45,rotation_shift,0.8,307.63592529296875,194.5372772216797,56,205,4922,623,205,0,29,11,16,0,0
46,rotation_shift,0.6,250.08226013183594,163.561767578125,72,201,4838,548,201,0,16,29,27,0,0
47,rotation_shift,0.6,246.5292510986328,182.83831787109375,60,202,4809,541,202,0,16,26,18,0,0
48,rotation_shift,1.0,294.4410705566406,205.8770294189453,58,201,4805,486,201,0,16,16,26,0,0
49,rotation_shift,0.8,303.66644287109375,168.07949829101562,101,207,5044,564,207,0,64,16,21,0,0
50,rotation_shift,0.8,232.01048278808594,150.21568298339844,88,209,4935,512,209,0,48,12,28,0,0
51,rotation_shift,0.8,291.7933349609375,187.74331665039062,72,202,4885,587,202,0,16,28,28,0,0
52,rotation_shift,0.4,274.0057373046875,196.13319396972656,60,201,4977,556,201,0,16,12,32,0,0
53,rotation_shift,0.9,266.117919921875,183.8287811279297,92,202,4881,545,202,0,32,43,17,0,0
54,rotation_shift,0.8,244.37884521484375,167.08352661132812,89,204,4865,526,204,0,48,31,10,0,0
55,rotation_shift,0.6,279.67352294921875,158.3352508544922,67,200,4801,507,200,0,16,28,23,0,0
56,rotation_shift,0.3,285.1206970214844,179.4040985107422,74,201,4797,531,201,0,32,31,11,0,0
57,rotation_shift,0.7,233.14646911621094,158.10609436035156,86,205,5022,546,205,0,48,13,25,0,0
58,rotation_shift,1.0,267.838623046875,190.4503936767578,73,201,4871,585,201,0,31,31,11,0,0
59,rotation_shift,0.9,259.2221984863281,174.4247283935547,100,202,4767,566,202,0,32,43,25,0,0
60,rotation_shift,0.8,215.43690490722656,198.03338623046875,45,201,4886,536,201,0,16,24,5,0,0
61,rotation_shift,0.7,288.66455078125,186.0050506591797,69,201,4736,523,201,0,32,16,21,0,0
62,rotation_shift,1.0,283.61920166015625,176.77037048339844,53,203,4918,567,203,0,16,16,21,0,0
63,rotation_shift,0.6,292.3425598144531,201.29248046875,84,203,4897,578,203,0,16,48,20,0,0
64,rotation_shift,0.9,274.96697998046875,179.445556640625,105,201,4978,577,201,0,48,47,10,0,0
65,rotation_shift,0.8,293.0099182128906,182.92481994628906,76,200,4916,597,200,0,16,45,15,0,0
66,rotation_shift,0.5,270.1279296875,183.88165283203125,100,200,4794,548,200,0,64,16,20,0,0
67,rotation_shift,0.6,243.68740844726562,162.3787384033203,97,202,4832,533,202,0,16,44,37,0,0
68,rotation_shift,0.9,243.6439971923828,167.86419677734375,86,202,4864,565,202,0,48,16,22,0,0
69,rotation_shift,0.5,294.1340026855469,204.29209899902344,66,204,4907,627,204,0,13,11,42,0,0
70,rotation_shift,0.8,254.45802307128906,159.79273986816406,115,200,4844,551,200,0,16,79,20,0,0
71,rotation_shift,0.7,227.45277404785156,155.67465209960938,114,207,5108,548,207,0,64,13,37,0,0
72,rotation_shift,1.0,284.4084167480469,233.92941284179688,42,204,4945,603,204,0,16,15,11,0,0
73,rotation_shift,0.9,295.8728942871094,168.22865295410156,103,200,4742,540,200,0,42,41,20,0,0
74,rotation_shift,0.8,247.86279296875,192.38246154785156,52,201,4990,584,201,0,16,16,20,0,0
75,rotation_shift,0.5,221.9477081298828,164.0579833984375,89,201,4727,519,201,0,16,64,9,0,0
76,rotation_shift,0.6,277.0683898925781,186.76914978027344,87,207,5038,541,207,0,32,29,26,0,0
77,rotation_shift,0.6,245.1659393310547,188.27427673339844,100,201,4899,552,201,0,48,31,21,0,0
78,rotation_shift,0.5,279.8412780761719,185.78819274902344,70,200,4751,522,200,0,16,29,25,0,0
79,rotation_shift,0.5,275.26483154296875,176.58151245117188,136,201,4837,534,201,0,80,15,41,0,0
80,rotation_shift,0.6,232.18568420410156,157.5119171142578,100,200,4851,541,200,0,32,46,22,0,0
81,rotation_shift,0.6,232.71908569335938,177.90109252929688,67,202,4841,517,202,0,32,12,23,0,0
82,rotation_shift,0.8,247.45912170410156,188.9410400390625,78,202,4920,580,202,0,32,28,18,0,0
83,rotation_shift,0.7,294.3493957519531,185.4530487060547,61,200,4757,490,200,0,32,12,17,0,0
84,rotation_shift,0.6,301.31982421875,191.7245330810547,51,203,4980,588,203,0,14,11,26,0,0
85,rotation_shift,0.5,238.28591918945312,153.14117431640625,71,201,5053,558,201,0,16,44,11,0,0
86,rotation_shift,0.9,260.4850158691406,174.28414916992188,70,200,4898,538,200,0,16,45,9,0,0
87,rotation_shift,0.5,245.46670532226562,195.8565673828125,41,203,4893,588,203,0,16,16,9,0,0
88,rotation_shift,0.8,199.15737915039062,183.340087890625,45,205,4970,556,205,0,16,24,5,0,0
89,rotation_shift,0.6,266.88861083984375,223.42770385742188,46,208,4941,546,208,0,16,12,18,0,0
90,rotation_shift,0.6,263.3558654785156,155.43057250976562,129,202,4908,557,202,0,64,38,27,0,0
91,rotation_shift,0.9,226.59219360351562,180.55084228515625,70,200,5008,546,200,0,32,13,25,0,0
92,rotation_shift,0.7,310.0047912597656,205.27037048339844,57,201,4758,543,201,0,16,32,9,0,0
93,rotation_shift,0.4,294.5857849121094,173.70166015625,116,202,4826,520,202,0,32,62,22,0,0
94,rotation_shift,1.0,276.0640563964844,192.07522583007812,132,201,4776,563,201,0,32,59,41,0,0
95,rotation_shift,0.7,288.01666259765625,182.38734436035156,73,201,4871,537,201,0,16,46,11,0,0
96,rotation_shift,0.7,288.8770446777344,198.60743713378906,67,204,5018,555,204,0,16,29,22,0,0
97,rotation_shift,1.0,239.2759246826172,165.66241455078125,57,201,4738,523,201,0,16,32,9,0,0
98,rotation_shift,0.7,236.8560028076172,184.8290557861328,41,201,4788,539,201,0,13,7,21,0,0
99,rotation_shift,0.6,303.5646667480469,185.71290588378906,76,202,4831,527,202,0,16,42,18,0,0
100,rotation_shift,0.6,247.79603576660156,173.9206085205078,138,201,4858,552,201,0,48,58,32,0,0
101,rotation_shift,0.6,299.8530578613281,189.2245330810547,67,201,4750,520,201,0,32,9,26,0,0
102,rotation_shift,0.9,254.09474182128906,167.6124267578125,106,200,4747,553,200,0,48,26,32,0,0
103,rotation_shift,0.6,292.1220703125,196.2235870361328,73,209,4995,557,209,0,31,31,11,0,0
104,rotation_shift,0.8,312.5761413574219,199.45602416992188,136,209,5026,565,209,0,96,12,28,0,0
105,rotation_shift,0.6,278.1097106933594,176.69967651367188,69,200,4871,553,200,0,32,12,25,0,0
106,rotation_shift,0.8,238.1219024658203,177.76622009277344,69,201,4655,493,201,0,16,28,25,0,0
107,rotation_shift,0.5,297.9531555175781,199.28900146484375,85,204,4850,589,204,0,15,45,25,0,0
108,rotation_shift,0.9,213.4649658203125,174.6051788330078,42,201,4838,525,201,0,16,15,11,0,0
109,rotation_shift,0.9,269.7706298828125,169.42677307128906,89,200,4904,528,200,0,48,32,9,0,0
110,rotation_shift,0.7,210.924560546875,176.6566162109375,85,201,4798,512,201,0,30,25,30,0,0
111,rotation_shift,0.9,278.4794921875,198.7955780029297,42,203,4895,568,203,0,16,15,11,0,0
112,rotation_shift,0.8,274.1424865722656,158.03854370117188,118,200,4895,537,200,0,48,42,28,0,0
113,rotation_shift,0.6,243.9636993408203,174.48252868652344,85,200,4914,573,200,0,16,48,21,0,0
114,rotation_shift,0.8,208.93373107910156,141.12387084960938,100,200,4917,522,200,0,64,16,20,0,0
115,rotation_shift,0.7,273.6730041503906,167.3148651123047,60,200,4881,515,200,0,26,25,9,0,0
116,rotation_shift,0.6,263.5764465332031,183.20159912109375,85,202,4774,565,202,0,32,31,22,0,0
117,rotation_shift,0.7,242.35601806640625,164.43006896972656,99,204,4864,549,204,0,32,46,21,0,0
118,rotation_shift,0.7,250.51678466796875,187.2552032470703,73,200,4818,571,200,0,32,30,11,0,0
119,rotation_shift,0.7,283.654296875,184.77993774414062,63,202,4719,562,202,0,12,26,25,0,0
120,rotation_shift,0.9,270.1697998046875,142.71307373046875,69,201,4908,544,201,0,16,32,21,0,0
121,rotation_shift,0.6,250.02186584472656,164.3553924560547,83,200,4769,537,200,0,32,21,30,0,0
122,rotation_shift,0.7,252.3877716064453,185.64979553222656,45,200,4845,513,200,0,16,12,17,0,0
123,rotation_shift,0.9,266.1591796875,163.53411865234375,89,202,4917,554,202,0,16,62,11,0,0
124,rotation_shift,0.7,276.91717529296875,203.07745361328125,100,201,4862,562,201,0,32,40,28,0,0
125,rotation_shift,0.9,275.16229248046875,180.011474609375,77,210,4994,562,210,0,16,44,17,0,0
126,rotation_shift,0.6,274.57928466796875,196.971435546875,95,204,4791,550,204,0,32,45,18,0,0
127,rotation_shift,0.7,293.2059020996094,190.78656005859375,52,205,4937,567,205,0,16,16,20,0,0
128,rotation_shift,0.5,263.5680236816406,186.2978973388672,88,202,4836,536,202,0,48,12,28,0,0
129,rotation_shift,0.8,227.15423583984375,147.71311950683594,76,200,4840,523,200,0,16,31,29,0,0
