query_id,shift,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length,layer_0_visits,layer_1_visits,layer_2_visits,layer_3_visits,layer_4_visits,layer_5_visits
58,0.5,0.6,298.5130920410156,223.33030700683594,74,200,4834,538,200,0,31,31,12,0,0
59,0.5,0.9,259.2286376953125,182.46205139160156,43,201,4846,606,201,0,16,15,12,0,0
60,0.5,0.8,303.8436584472656,222.1205596923828,71,200,4848,548,200,0,14,29,28,0,0
61,0.5,0.8,258.55316162109375,206.12811279296875,59,201,4810,578,201,0,16,31,12,0,0
62,0.5,0.9,297.6583251953125,210.26007080078125,66,203,4879,542,203,0,16,39,11,0,0
63,0.5,0.4,260.51580810546875,213.233642578125,59,201,4758,541,201,0,32,15,12,0,0
64,0.5,0.6,297.66864013671875,228.3474578857422,49,201,4844,585,201,0,16,15,18,0,0
65,0.5,0.7,240.26950073242188,184.82144165039062,89,201,4867,536,201,0,48,29,12,0,0
66,0.5,0.7,277.1411437988281,182.5143280029297,75,204,4852,559,204,0,32,31,12,0,0
67,0.5,0.8,280.13507080078125,204.2866668701172,81,200,4909,561,200,0,32,37,12,0,0
68,0.5,0.8,288.0215759277344,216.75794982910156,49,201,4780,551,201,0,16,15,18,0,0
