condition,epoch,ef,recall,edge_count,lN_attempts,conj_edge_count,l1n_edge_count
adaptive_layer1_native,1,64,0.9972000000000001,0,0.0,,
adaptive_layer1_native,1,128,0.999,0,0.0,,
adaptive_layer1_native,2,32,0.983,0,0.0,,
adaptive_layer1_native,2,64,0.9967999999999999,0,0.0,,
adaptive_layer1_native,2,128,0.9994,0,0.0,,
adaptive_layer1_native,3,32,0.9832000000000001,0,0.0,,
adaptive_layer1_native,3,64,0.9946,0,0.0,,
adaptive_layer1_native,3,128,0.9985999999999999,0,0.0,,
adaptive_layer1_native,4,32,0.988,0,0.0,,
adaptive_layer1_native,4,64,0.9966000000000002,0,0.0,,
adaptive_layer1_native,4,128,0.9992000000000001,0,0.0,,
adaptive_layer1_native,5,32,0.9866000000000001,0,0.0,,
adaptive_layer1_native,5,64,0.9962000000000001,0,0.0,,
adaptive_layer1_native,5,128,0.999,0,0.0,,
adaptive_layer1_native,6,32,0.9874,0,0.0,,
adaptive_layer1_native,6,64,0.9966,0,0.0,,
adaptive_layer1_native,6,128,0.9992000000000001,0,0.0,,
adaptive_layer1_native,7,32,0.9838000000000001,0,0.0,,
adaptive_layer1_native,7,64,0.9964000000000001,0,0.0,,
adaptive_layer1_native,7,128,0.9987999999999999,0,0.0,,
adaptive_layer1_native,8,32,0.9858000000000001,0,0.0,,
adaptive_layer1_native,8,64,0.9952000000000001,0,0.0,,
adaptive_layer1_native,8,128,0.999,0,0.0,,
adaptive_layer1_native,9,32,0.9826000000000001,0,0.0,,
adaptive_layer1_native,9,64,0.9952000000000001,0,0.0,,
adaptive_layer1_native,9,128,0.9986,0,0.0,,
adaptive_layer1_native,10,32,0.9845999999999999,1811,6400.0,,
adaptive_layer1_native,10,64,0.9958,1811,6400.0,,
adaptive_layer1_native,10,128,0.9984,1811,6400.0,,
adaptive_layer1_native,11,32,0.9834,1811,6400.0,,
adaptive_layer1_native,11,64,0.9952000000000001,1811,6400.0,,
adaptive_layer1_native,11,128,0.9994000000000001,1811,6400.0,,
adaptive_layer1_native,12,32,0.985,1811,6400.0,,
adaptive_layer1_native,12,64,0.9966,1811,6400.0,,
adaptive_layer1_native,12,128,0.9994,1811,6400.0,,
adaptive_layer1_native,13,32,0.5048,8606,28768.0,,
adaptive_layer1_native,13,64,0.6407999999999999,8606,28768.0,,
adaptive_layer1_native,13,128,0.762,8606,28768.0,,
adaptive_layer1_native,14,32,0.5094,8999,50912.0,,
adaptive_layer1_native,14,64,0.6474000000000001,8999,50912.0,,
adaptive_layer1_native,14,128,0.7664000000000001,8999,50912.0,,
adaptive_layer1_native,15,32,0.515,8999,71872.0,,
adaptive_layer1_native,15,64,0.6446000000000001,8999,71872.0,,
adaptive_layer1_native,15,128,0.7616,8999,71872.0,,
adaptive_layer1_native,16,32,0.5134,9814,95392.0,,
adaptive_layer1_native,16,64,0.6431999999999999,9814,95392.0,,
adaptive_layer1_native,16,128,0.7564000000000001,9814,95392.0,,
adaptive_layer1_native,17,32,0.5156,9814,116288.0,,
adaptive_layer1_native,17,64,0.6368,9814,116288.0,,
adaptive_layer1_native,17,128,0.7564,9814,116288.0,,
adaptive_layer1_native,18,32,0.498,9814,138688.0,,
adaptive_layer1_native,18,64,0.6297999999999999,9814,138688.0,,
adaptive_layer1_native,18,128,0.7642,9814,138688.0,,
adaptive_layer1_native,19,32,0.5036,9814,162304.0,,
adaptive_layer1_native,19,64,0.6416000000000001,9814,162304.0,,
adaptive_layer1_native,19,128,0.7556000000000002,9814,162304.0,,
adaptive_layer1_native,20,32,0.4776,9814,185920.0,,
adaptive_layer1_native,20,64,0.6137999999999999,9814,185920.0,,
adaptive_layer1_native,20,128,0.73,9814,185920.0,,
adaptive_layer1_native,21,32,0.511,9814,208288.0,,
adaptive_layer1_native,21,64,0.6464000000000001,9814,208288.0,,
adaptive_layer1_native,21,128,0.755,9814,208288.0,,
adaptive_layer1_native,22,32,0.5068,9814,227776.0,,
adaptive_layer1_native,22,64,0.6402,9814,227776.0,,
adaptive_layer1_native,22,128,0.7596,9814,227776.0,,
adaptive_layer1_native,23,32,0.48519999999999996,9814,248448.0,,
adaptive_layer1_native,23,64,0.6132000000000001,9814,248448.0,,
adaptive_layer1_native,23,128,0.7422000000000001,9814,248448.0,,
adaptive_layer1_native,24,32,0.5092,9814,272352.0,,
adaptive_layer1_native,24,64,0.6377999999999999,9814,272352.0,,
adaptive_layer1_native,24,128,0.7546,9814,272352.0,,
hybrid_conj_l1n,0,32,0.9822000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,0,64,0.9944,0,0.0,0.0,0.0
hybrid_conj_l1n,0,128,0.9992000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,1,32,0.984,0,0.0,0.0,0.0
hybrid_conj_l1n,1,64,0.9972000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,1,128,0.999,0,0.0,0.0,0.0
hybrid_conj_l1n,2,32,0.983,0,0.0,0.0,0.0
hybrid_conj_l1n,2,64,0.9967999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,2,128,0.9994,0,0.0,0.0,0.0
hybrid_conj_l1n,3,32,0.9832000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,3,64,0.9946,0,0.0,0.0,0.0
hybrid_conj_l1n,3,128,0.9985999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,4,32,0.988,0,0.0,0.0,0.0
hybrid_conj_l1n,4,64,0.9966000000000002,0,0.0,0.0,0.0
hybrid_conj_l1n,4,128,0.9992000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,32,0.9866000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,64,0.9962000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,128,0.999,0,0.0,0.0,0.0
hybrid_conj_l1n,6,32,0.9874,0,0.0,0.0,0.0
hybrid_conj_l1n,6,64,0.9966,0,0.0,0.0,0.0
hybrid_conj_l1n,6,128,0.9992000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,7,32,0.9838000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,7,64,0.9964000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,7,128,0.9987999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,8,32,0.9858000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,8,64,0.9952000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,8,128,0.999,0,0.0,0.0,0.0
hybrid_conj_l1n,9,32,0.9826000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,9,64,0.9952000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,9,128,0.9986,0,0.0,0.0,0.0
hybrid_conj_l1n,10,32,0.9845999999999999,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,10,64,0.9958,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,10,128,0.9984,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,11,32,0.9834,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,11,64,0.9952000000000001,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,11,128,0.9994000000000001,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,12,32,0.9852000000000001,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,12,64,0.9966,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,12,128,0.9994,1811,6400.0,19244.0,1811.0
hybrid_conj_l1n,13,32,0.5048,8606,28768.0,42789.0,8606.0
hybrid_conj_l1n,13,64,0.6407999999999999,8606,28768.0,42789.0,8606.0
hybrid_conj_l1n,13,128,0.762,8606,28768.0,42789.0,8606.0
hybrid_conj_l1n,14,32,0.696,8999,50912.0,56435.0,8999.0
hybrid_conj_l1n,14,64,0.7612000000000001,8999,50912.0,56435.0,8999.0
hybrid_conj_l1n,14,128,0.821,8999,50912.0,56435.0,8999.0
hybrid_conj_l1n,15,32,0.75,8999,71872.0,61779.0,8999.0
hybrid_conj_l1n,15,64,0.804,8999,71872.0,61779.0,8999.0
hybrid_conj_l1n,15,128,0.8624,8999,71872.0,61779.0,8999.0
hybrid_conj_l1n,16,32,0.757,9814,95392.0,65637.0,9814.0
hybrid_conj_l1n,16,64,0.8026,9814,95392.0,65637.0,9814.0
hybrid_conj_l1n,16,128,0.8472,9814,95392.0,65637.0,9814.0
hybrid_conj_l1n,17,32,0.7886,9814,116288.0,67889.0,9814.0
hybrid_conj_l1n,17,64,0.8315999999999999,9814,116288.0,67889.0,9814.0
hybrid_conj_l1n,17,128,0.8708,9814,116288.0,67889.0,9814.0
hybrid_conj_l1n,18,32,0.783,9814,138688.0,69522.0,9814.0
hybrid_conj_l1n,18,64,0.8284000000000001,9814,138688.0,69522.0,9814.0
hybrid_conj_l1n,18,128,0.8792000000000001,9814,138688.0,69522.0,9814.0
hybrid_conj_l1n,19,32,0.7708,9814,162304.0,70762.0,9814.0
hybrid_conj_l1n,19,64,0.8234000000000001,9814,162304.0,70762.0,9814.0
hybrid_conj_l1n,19,128,0.8682000000000001,9814,162304.0,70762.0,9814.0
hybrid_conj_l1n,20,32,0.752,9814,185920.0,71826.0,9814.0
hybrid_conj_l1n,20,64,0.8066000000000001,9814,185920.0,71826.0,9814.0
hybrid_conj_l1n,20,128,0.8552000000000001,9814,185920.0,71826.0,9814.0
hybrid_conj_l1n,21,32,0.7657999999999999,9814,208288.0,73038.0,9814.0
hybrid_conj_l1n,21,64,0.8176,9814,208288.0,73038.0,9814.0
hybrid_conj_l1n,21,128,0.8658,9814,208288.0,73038.0,9814.0
hybrid_conj_l1n,22,32,0.795,9814,227776.0,73810.0,9814.0
hybrid_conj_l1n,22,64,0.8436000000000001,9814,227776.0,73810.0,9814.0
hybrid_conj_l1n,22,128,0.8858000000000001,9814,227776.0,73810.0,9814.0
hybrid_conj_l1n,23,32,0.7742,9814,248448.0,74640.0,9814.0
hybrid_conj_l1n,23,64,0.8158,9814,248448.0,74640.0,9814.0
hybrid_conj_l1n,23,128,0.8602000000000001,9814,248448.0,74640.0,9814.0
hybrid_conj_l1n,24,32,0.7757999999999999,9814,272352.0,75300.0,9814.0
hybrid_conj_l1n,24,64,0.8236000000000001,9814,272352.0,75300.0,9814.0
hybrid_conj_l1n,24,128,0.8628000000000001,9814,272352.0,75300.0,9814.0
