condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,queries_per_second,recall_at_k,repair_happened
coverage,True,32,0,257.49439562567454,0.05434964600135572,0.001823125736363083,0,18399.383870412985,0.9822000000000001,False
coverage,True,64,0,257.49439562567454,0.07195314399723429,0.001823125736363083,0,13897.93335560761,0.9944,False
coverage,True,128,0,257.49439562567454,0.1210898779972922,0.001823125736363083,0,8258.32857823477,0.9992000000000001,False
coverage,False,32,1,252.52132330277027,0.04815449400484795,0.00031724391092231125,0,20766.49377520871,0.984,False
coverage,False,64,1,252.52132330277027,0.07133910600532545,0.00031724391092231125,0,14017.55721364591,0.9972000000000001,False
coverage,False,128,1,252.52132330277027,0.11864195999805816,0.00031724391092231125,0,8428.721170961499,0.999,False
coverage,False,32,2,252.91389566117573,0.04995526799757499,0.0007105384275595641,0,20017.90882292021,0.983,False
coverage,False,64,2,252.91389566117573,0.07368282200332033,0.0007105384275595641,0,13571.684319513952,0.9967999999999999,False
coverage,False,128,2,252.91389566117573,0.12209488799999235,0.0007105384275595641,0,8190.351098074332,0.9994,False
coverage,False,32,3,254.0705578079571,0.04844028200022876,0.0004716594085745089,0,20643.975606815777,0.9832000000000001,False
coverage,False,64,3,254.0705578079571,0.07113363400276285,0.0004716594085745089,0,14058.047420453167,0.9946,False
coverage,False,128,3,254.0705578079571,0.11822962199948961,0.0004716594085745089,0,8458.117205215432,0.9985999999999999,False
coverage,False,32,4,252.06051845874643,0.04847631799930241,0.0003339665724737102,0,20628.629427144,0.988,False
coverage,False,64,4,252.06051845874643,0.07267334200150799,0.0003339665724737102,0,13760.203844475045,0.9966000000000002,False
coverage,False,128,4,252.06051845874643,0.12095760000374867,0.0003339665724737102,0,8267.359801856257,0.9992000000000001,False
coverage,False,32,5,253.13779109022582,0.04858890199830057,0.00026102697622014756,0,20580.831401272982,0.9866000000000001,False
coverage,False,64,5,253.13779109022582,0.07179684199945768,0.00026102697622014756,0,13928.189209318614,0.9962000000000001,False
coverage,False,128,5,253.13779109022582,0.11831845800043084,0.00026102697622014756,0,8451.766671911484,0.999,False
coverage,False,32,6,254.87978279608686,0.05032151200430235,0.0010839715254060182,0,19872.21687445526,0.9816000000000001,False
coverage,False,64,6,254.87978279608686,0.073948773999291,0.0010839715254060182,0,13522.874632236468,0.9962000000000001,False
coverage,False,128,6,254.87978279608686,0.12205493800138356,0.0010839715254060182,0,8193.031895101733,0.9987999999999999,False
coverage,True,32,7,258.73976142639964,0.04914804799773265,0.003126996242087956,40000,20346.688032170336,0.9624000000000001,True
coverage,True,64,7,258.73976142639964,0.07211880800605286,0.003126996242087956,40000,13866.008433140922,0.9888000000000001,True
coverage,True,128,7,258.73976142639964,0.1196307659993181,0.003126996242087956,40000,8359.053723736084,0.998,True
coverage,True,32,8,266.9451454844332,0.07152068999857875,0.012665220034108483,52632,13981.968015407456,0.9264000000000001,True
coverage,True,64,8,266.9451454844332,0.08622803400066914,0.012665220034108483,52632,11597.156442094458,0.9724,True
coverage,True,128,8,266.9451454844332,0.1362882020039251,0.012665220034108483,52632,7337.392270911315,0.992,True
coverage,True,32,9,276.9956130877032,0.07082158599951072,0.05369884870427588,65528,14119.98878430806,0.866,True
coverage,True,64,9,276.9956130877032,0.094310704000236,0.05369884870427588,65528,10603.250294871064,0.9388000000000002,True
coverage,True,128,9,276.9956130877032,0.1424008039975888,0.05369884870427588,65528,7022.4322611052985,0.9818000000000001,True
coverage,True,32,10,278.7338680386225,0.09099606200470589,0.06062194212002103,71848,10989.486555454287,0.8718,True
coverage,True,64,10,278.7338680386225,0.10788718399999198,0.06062194212002103,71848,9268.941526920142,0.9456,True
coverage,True,128,10,278.7338680386225,0.15851040800043847,0.06062194212002103,71848,6308.733998068024,0.9828000000000002,True
coverage,True,32,11,277.4862869790276,0.09257907199935289,0.05612085775142849,78088,10801.57727231258,0.8854000000000001,True
coverage,True,64,11,277.4862869790276,0.1176569279996329,0.05612085775142849,78088,8499.287011837672,0.9520000000000001,True
coverage,True,128,11,277.4862869790276,0.17322613400028786,0.05612085775142849,78088,5772.801002407283,0.984,True
coverage,True,32,12,282.5111125758374,0.1007525339955464,0.0807566872112325,84104,9925.308678034871,0.876,True
coverage,True,64,12,282.5111125758374,0.11558950199832907,0.0807566872112325,84104,8651.304683486358,0.9468000000000001,True
coverage,True,128,12,282.5111125758374,0.16816295799799263,0.0807566872112325,84104,5946.61280882046,0.985,True
coverage,True,32,13,278.84983285458054,0.09932275400205981,0.06083632997972319,86568,10068.186389387285,0.8808,True
coverage,True,64,13,278.84983285458054,0.11991557799774455,0.06083632997972319,86568,8339.200099746913,0.9508000000000001,True
coverage,True,128,13,278.84983285458054,0.16741747799824225,0.06083632997972319,86568,5973.092009010548,0.9828,True
coverage,True,32,14,277.67866945289876,0.10147161400527693,0.04835394516226991,87832,9854.972839478003,0.8788000000000001,True
coverage,True,64,14,277.67866945289876,0.12193592800031183,0.04835394516226991,87832,8201.028330201765,0.952,True
coverage,True,128,14,277.67866945289876,0.1731741699986742,0.04835394516226991,87832,5774.533234417442,0.984,True
coverage,True,32,15,275.84522217646753,0.09987170199747197,0.04193193797354807,88944,10012.84628177572,0.8842000000000001,True
coverage,True,64,15,275.84522217646753,0.1210805199953029,0.04193193797354807,88944,8258.966843211387,0.9476,True
coverage,True,128,15,275.84522217646753,0.1706277780031087,0.04193193797354807,88944,5860.7104406047,0.984,True
coverage,True,32,16,294.64250775320465,0.11288038000202505,0.16453390607577306,91400,8858.935449916631,0.7978000000000001,True
coverage,True,64,16,294.64250775320465,0.13595897200139007,0.16453390607577306,91400,7355.1600551214515,0.8958,True
coverage,True,128,16,294.64250775320465,0.1899555039999541,0.16453390607577306,91400,5264.390759639382,0.9584000000000001,True
coverage,True,32,17,311.5267952893811,0.12612665400229162,0.3108708995728777,92704,7928.53824522952,0.7015999999999999,True
coverage,True,64,17,311.5267952893811,0.14399805999710225,0.3108708995728777,92704,6944.538002943398,0.8246000000000001,True
coverage,True,128,17,311.5267952893811,0.1977705440003774,0.3108708995728777,92704,5056.364713230963,0.9142,True
coverage,True,32,18,328.02687042982177,0.14561808799771825,0.5146805588815618,94464,6867.278740918981,0.6068,True
coverage,True,64,18,328.02687042982177,0.15782164000120247,0.5146805588815618,94464,6336.266686826856,0.7402000000000001,True
coverage,True,128,18,328.02687042982177,0.21238681400427595,0.5146805588815618,94464,4708.390229818444,0.8454,True
coverage,True,32,19,345.37363416416076,0.12732651599799283,0.5680179462596168,101616,7853.823629445448,0.5217999999999999,True
coverage,True,64,19,345.37363416416076,0.15520051600469742,0.5680179462596168,101616,6443.277546639943,0.6574000000000001,True
coverage,True,128,19,345.37363416416076,0.20784409400221193,0.5680179462596168,101616,4811.298607259717,0.7644000000000001,True
