strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
no_adaptation,500,0.0,0.9967,15684.2597,6452.2044,132.277,35.607,501.388,6075.621,632.329,1000
no_adaptation,500,1.0,0.9952,15616.3399,6594.8789,130.728,35.095,501.786,6103.661,642.215,1000
no_adaptation,500,2.0,0.9953,15627.9197,6736.9557,129.827,34.473,502.108,6135.243,648.334,1000
no_adaptation,500,3.0,0.9949,15718.9991,7019.098,129.65,34.83,503.884,6205.213,667.353,1000
no_adaptation,500,4.0,0.9925,15889.5783,7335.5906,129.198,34.867,505.281,6283.519,688.947,1000
no_adaptation,500,6.0,0.9823,16469.2354,8341.9233,126.724,33.79,507.88,6497.512,743.931,1000
no_adaptation,500,8.0,0.9599,17366.8913,9477.1223,123.785,33.27,511.148,6810.57,811.605,1000
no_adaptation,500,10.0,0.9206,18582.5459,10741.3478,121.936,33.035,513.392,7186.818,878.667,1000
no_adaptation,500,12.0,0.873,20116.1987,12202.2934,119.73,33.336,514.986,7651.375,957.986,1000
no_adaptation,500,16.0,0.8082,24137.5007,15601.3804,117.504,33.295,509.417,8347.523,1037.804,1000
poolAndRewire,10,0.0,0.8381,15684.2597,6452.2044,132.277,35.607,13.483,272.717,37.451,1000
poolAndRewire,10,1.0,0.8231,15616.3399,6594.8789,130.728,35.095,13.574,276.036,38.004,1000
poolAndRewire,10,2.0,0.8087,15627.9197,6736.9557,129.827,34.473,13.617,276.601,37.974,1000
poolAndRewire,10,3.0,0.7894,15718.9991,7019.098,129.65,34.83,14.04,287.318,38.014,1000
poolAndRewire,10,4.0,0.7636,15889.5783,7335.5906,129.198,34.867,14.325,295.507,38.252,1000
poolAndRewire,10,6.0,0.7623,14396.9624,7645.798,118.585,34.766,14.016,288.648,34.843,1000
poolAndRewire,10,8.0,0.6856,15111.0246,8341.6139,116.747,33.944,13.945,290.536,33.564,1000
poolAndRewire,10,10.0,0.589,16807.8179,9557.1001,118.376,33.669,14.026,296.788,32.321,1000
poolAndRewire,10,12.0,0.4912,17687.217,11058.7908,115.116,34.347,14.507,313.458,32.436,1000
poolAndRewire,10,16.0,0.3446,20565.3415,14590.7389,104.155,31.134,15.01,339.193,32.46,1000
poolAndRewire,20,0.0,0.9101,15684.2597,6452.2044,132.277,35.607,23.395,447.412,61.303,1000
poolAndRewire,20,1.0,0.9026,15616.3399,6594.8789,130.728,35.095,23.59,453.088,62.488,1000
poolAndRewire,20,2.0,0.897,15627.9197,6736.9557,129.827,34.473,23.842,458.742,63.082,1000
poolAndRewire,20,3.0,0.8797,15718.9991,7019.098,129.65,34.83,24.265,469.362,64.717,1000
poolAndRewire,20,4.0,0.8531,15889.5783,7335.5906,129.198,34.867,24.412,476.675,65.792,1000
poolAndRewire,20,6.0,0.8375,14396.9624,7645.798,118.585,34.766,24.327,475.744,61.296,1000
poolAndRewire,20,8.0,0.7804,15111.0246,8341.6139,116.747,33.944,24.559,487.893,61.017,1000
poolAndRewire,20,10.0,0.6924,16807.8179,9557.1001,118.376,33.669,24.882,503.712,60.328,1000
poolAndRewire,20,12.0,0.5972,17687.217,11058.7908,115.116,34.347,25.496,529.108,61.915,1000
poolAndRewire,20,16.0,0.4466,20565.3415,14590.7389,104.155,31.134,26.69,582.62,64.542,1000
poolAndRewire,50,0.0,0.9608,15684.2597,6452.2044,132.277,35.607,52.688,914.049,112.376,1000
poolAndRewire,50,1.0,0.9572,15616.3399,6594.8789,130.728,35.095,53.072,924.367,115.323,1000
poolAndRewire,50,2.0,0.9542,15627.9197,6736.9557,129.827,34.473,53.133,926.544,117.377,1000
poolAndRewire,50,3.0,0.9441,15718.9991,7019.098,129.65,34.83,53.742,943.077,122.018,1000
poolAndRewire,50,4.0,0.9291,15889.5783,7335.5906,129.198,34.867,54.086,957.199,125.985,1000
poolAndRewire,50,6.0,0.9129,14396.9624,7645.798,118.585,34.766,53.87,961.561,121.511,1000
poolAndRewire,50,8.0,0.8801,15111.0246,8341.6139,116.747,33.944,54.372,985.599,125.648,1000
poolAndRewire,50,10.0,0.8008,16807.8179,9557.1001,118.376,33.669,55.55,1036.927,129.933,1000
poolAndRewire,50,12.0,0.7193,17687.217,11058.7908,115.116,34.347,55.874,1078.21,136.78,1000
poolAndRewire,50,16.0,0.572,20565.3415,14590.7389,104.155,31.134,57.46,1182.247,149.256,1000
poolAndRewire,100,0.0,0.9789,15684.2597,6452.2044,132.277,35.607,102.139,1612.861,182.407,1000
poolAndRewire,100,1.0,0.9763,15616.3399,6594.8789,130.728,35.095,102.58,1624.66,187.531,1000
poolAndRewire,100,2.0,0.9713,15627.9197,6736.9557,129.827,34.473,102.552,1629.063,189.529,1000
poolAndRewire,100,3.0,0.966,15718.9991,7019.098,129.65,34.83,103.154,1648.706,197.635,1000
poolAndRewire,100,4.0,0.9605,15889.5783,7335.5906,129.198,34.867,103.906,1674.609,204.876,1000
poolAndRewire,100,6.0,0.9532,14396.9624,7645.798,118.585,34.766,103.703,1689.32,203.537,1000
poolAndRewire,100,8.0,0.9258,15111.0246,8341.6139,116.747,33.944,104.614,1738.256,213.718,1000
poolAndRewire,100,10.0,0.8625,16807.8179,9557.1001,118.376,33.669,105.072,1814.127,225.557,1000
poolAndRewire,100,12.0,0.7907,17687.217,11058.7908,115.116,34.347,106.227,1907.491,242.498,1000
poolAndRewire,100,16.0,0.6643,20565.3415,14590.7389,104.155,31.134,106.917,2073.637,268.46,1000
poolAndRewire,200,0.0,0.9893,15684.2597,6452.2044,132.277,35.607,201.845,2859.775,307.938,1000
poolAndRewire,200,1.0,0.988,15616.3399,6594.8789,130.728,35.095,202.284,2874.331,314.822,1000
poolAndRewire,200,2.0,0.987,15627.9197,6736.9557,129.827,34.473,202.443,2887.604,318.621,1000
poolAndRewire,200,3.0,0.9827,15718.9991,7019.098,129.65,34.83,203.099,2917.501,330.2,1000
poolAndRewire,200,4.0,0.979,15889.5783,7335.5906,129.198,34.867,203.832,2956.468,341.725,1000
poolAndRewire,200,6.0,0.9697,14396.9624,7645.798,118.585,34.766,203.321,2992.351,343.661,1000
poolAndRewire,200,8.0,0.954,15111.0246,8341.6139,116.747,33.944,204.175,3082.566,363.272,1000
poolAndRewire,200,10.0,0.9089,16807.8179,9557.1001,118.376,33.669,206.067,3245.436,390.717,1000
poolAndRewire,200,12.0,0.8502,17687.217,11058.7908,115.116,34.347,206.398,3404.727,421.901,1000
poolAndRewire,200,16.0,0.7549,20565.3415,14590.7389,104.155,31.134,207.554,3747.209,475.488,1000
poolAndRewire,500,0.0,0.9967,15684.2597,6452.2044,132.277,35.607,501.388,6075.621,632.329,1000
poolAndRewire,500,1.0,0.9952,15616.3399,6594.8789,130.728,35.095,501.786,6103.661,642.215,1000
poolAndRewire,500,2.0,0.9953,15627.9197,6736.9557,129.827,34.473,502.108,6135.243,648.334,1000
poolAndRewire,500,3.0,0.9949,15718.9991,7019.098,129.65,34.83,503.884,6205.213,667.353,1000
poolAndRewire,500,4.0,0.9925,15889.5783,7335.5906,129.198,34.867,505.281,6283.519,688.947,1000
poolAndRewire,500,6.0,0.9853,14396.9624,7645.798,118.585,34.766,504.481,6409.274,701.423,1000
poolAndRewire,500,8.0,0.9787,15111.0246,8341.6139,116.747,33.944,505.369,6603.652,744.164,1000
poolAndRewire,500,10.0,0.9466,16807.8179,9557.1001,118.376,33.669,508.321,6991.187,808.175,1000
poolAndRewire,500,12.0,0.9042,17687.217,11058.7908,115.116,34.347,508.666,7413.497,880.419,1000
poolAndRewire,500,16.0,0.8289,20565.3415,14590.7389,104.155,31.134,507.966,8227.315,998.669,1000
