strategy,ef_search,phase_idx,hardness_bin,is_plateau,hardness_bin_lo,hardness_bin_hi,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries,mean_t_query_ms,mean_t_global_knn_ms,mean_t_orig_knn_ms,mean_t_pool_scan_ms,mean_t_pool_knn_ms,mean_t_adapt_ms
poolAndRewire,50,4,4,False,0.1,0.2,0.9546,211527.96,79427.972,123.475,36.3357,53.0823,1154.2433,145.103,3000,0.6304,,0.0818,0.366,0.1617,5.8042
poolAndRewire,50,5,5,False,0.2,0.3,0.9319,220900.408,70481.886,129.9197,37.5117,51.8147,1078.9993,129.6133,3000,0.6148,,0.073,0.3657,0.1554,5.9901
poolAndRewire,50,6,6,False,0.3,0.3,0.9032,230159.608,63185.304,135.1167,39.088,51.4107,1033.133,120.132,3000,0.6065,,0.0686,0.3662,0.151,6.1429
poolAndRewire,50,7,6,True,0.3,0.3,0.9058,215978.806,62916.8496,133.2666,38.6736,51.4016,1034.601,120.28,5000,0.6069,,0.0691,0.3652,0.152,6.3218
poolAndRewire,50,8,7,False,0.3,0.4,0.8317,215541.6783,88649.2567,123.6783,35.06,55.297,1264.746,157.8763,3000,0.6499,,0.0926,0.3656,0.1708,6.5067
poolAndRewire,50,9,8,False,0.4,0.6,0.7869,212994.5753,88551.7213,122.9267,35.0613,55.1,1259.0607,156.468,3000,0.6461,,0.0898,0.3645,0.1708,6.6691
poolAndRewire,50,10,9,False,0.6,1.0,0.7448,212440.6383,81643.556,127.068,36.6637,53.5987,1191.3363,142.0793,3000,0.6332,,0.0801,0.3654,0.1663,6.8242
poolAndRewire,50,11,9,True,0.6,1.0,0.7456,210792.1804,80918.9164,127.5792,36.4574,53.5318,1188.3606,141.6226,5000,0.6388,,0.0809,0.3651,0.1719,7.027
poolAndRewire,100,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,100.3783,1530.9783,152.6513,3000,0.9146,,0.1312,0.351,0.412,4.6365
poolAndRewire,100,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,101.1887,1901.8627,207.9867,3000,1.1009,,0.1507,0.3851,0.5422,6.2999
poolAndRewire,100,2,3,False,0.1,0.1,0.9946,202187.75,55082.547,127.4847,39.117,100.5837,1764.8793,182.166,3000,0.8812,,0.1321,0.3809,0.3464,6.4566
poolAndRewire,100,3,3,True,0.1,0.1,0.9947,212021.9752,54287.1932,131.6862,38.8176,100.561,1763.0012,181.373,5000,0.8848,,0.1306,0.3773,0.3554,6.5708
poolAndRewire,100,4,4,False,0.1,0.2,0.9835,211527.96,79427.972,123.475,36.3357,101.9463,2095.8807,243.1307,3000,0.9814,,0.1614,0.3798,0.4185,6.7524
poolAndRewire,100,5,5,False,0.2,0.3,0.9782,220900.408,70481.886,129.9197,37.5117,101.1037,1979.6607,216.0433,3000,0.9223,,0.147,0.3804,0.3734,6.9048
poolAndRewire,100,6,6,False,0.3,0.3,0.9688,230159.608,63185.304,135.1167,39.088,100.782,1901.813,204.632,3000,0.9292,,0.1384,0.3756,0.3938,7.0526
poolAndRewire,100,7,6,True,0.3,0.3,0.9699,215978.806,62916.8496,133.2666,38.6736,100.7752,1903.8608,204.6056,5000,0.9156,,0.1389,0.3767,0.3784,7.2351
poolAndRewire,100,8,7,False,0.3,0.4,0.9191,215541.6783,88649.2567,123.6783,35.06,103.1687,2254.9477,274.2503,3000,0.994,,0.177,0.3792,0.4157,7.4469
poolAndRewire,100,9,8,False,0.4,0.6,0.8963,212994.5753,88551.7213,122.9267,35.0613,103.089,2256.8643,273.499,3000,1.0269,,0.1751,0.3842,0.4459,7.626
poolAndRewire,100,10,9,False,0.6,1.0,0.8821,212440.6383,81643.556,127.068,36.6637,101.9247,2165.1393,250.111,3000,0.9443,,0.1588,0.3795,0.3845,7.7942
poolAndRewire,100,11,9,True,0.6,1.0,0.8854,210792.1804,80918.9164,127.5792,36.4574,101.954,2161.1492,249.925,5000,0.9785,,0.1591,0.3783,0.4195,8.0132
poolAndRewire,200,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,200.209,2751.8923,253.2803,3000,0.9704,,0.2142,0.3299,0.4059,3.959
poolAndRewire,200,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,200.7203,3482.751,338.7007,3000,1.1428,,0.2534,0.3623,0.5044,5.1748
poolAndRewire,200,2,3,False,0.1,0.1,0.9989,202187.75,55082.547,127.4847,39.117,200.3077,3213.7523,304.6857,3000,1.0968,,0.2323,0.3646,0.4772,5.5567
poolAndRewire,200,3,3,True,0.1,0.1,0.9988,212021.9752,54287.1932,131.6862,38.8176,200.3148,3211.1974,304.232,5000,1.099,,0.2328,0.3649,0.4786,5.7887
poolAndRewire,200,4,4,False,0.1,0.2,0.9955,211527.96,79427.972,123.475,36.3357,201.155,3867.6673,403.8797,3000,1.2177,,0.2835,0.3689,0.5418,6.0019
poolAndRewire,200,5,5,False,0.2,0.3,0.9951,220900.408,70481.886,129.9197,37.5117,200.6517,3645.57,362.0633,3000,1.1681,,0.2628,0.3655,0.5168,6.1958
poolAndRewire,200,6,6,False,0.3,0.3,0.9918,230159.608,63185.304,135.1167,39.088,200.447,3499.1937,348.5943,3000,1.1433,,0.2515,0.364,0.5046,6.3517
poolAndRewire,200,7,6,True,0.3,0.3,0.9926,215978.806,62916.8496,133.2666,38.6736,200.4504,3503.106,348.9132,5000,1.1366,,0.2503,0.361,0.5025,6.5407
poolAndRewire,200,8,7,False,0.3,0.4,0.9705,215541.6783,88649.2567,123.6783,35.06,201.8537,4167.8997,466.548,3000,1.2665,,0.3094,0.3666,0.5666,6.7432
poolAndRewire,200,9,8,False,0.4,0.6,0.961,212994.5753,88551.7213,122.9267,35.0613,201.826,4176.8113,467.6263,3000,1.272,,0.3088,0.3691,0.5698,6.915
poolAndRewire,200,10,9,False,0.6,1.0,0.9585,212440.6383,81643.556,127.068,36.6637,201.0557,4024.396,433.398,3000,1.2395,,0.2913,0.3692,0.555,7.086
poolAndRewire,200,11,9,True,0.6,1.0,0.9584,210792.1804,80918.9164,127.5792,36.4574,201.1104,4017.4828,432.8482,5000,1.2407,,0.2912,0.3719,0.5536,7.2907
poolAndRewire,500,0,1,False,0.0,0.0,1.0,198298.8357,41660.6397,127.1803,39.5873,500.1097,5921.202,524.109,3000,2.8116,,0.6836,0.3898,1.7044,4.6046
poolAndRewire,500,1,2,False,0.0,0.1,0.9999,211255.546,68078.0697,123.166,37.107,500.3677,7692.189,683.5853,3000,2.926,,0.8492,0.4298,1.6053,6.1681
poolAndRewire,500,2,3,False,0.1,0.1,0.9999,202187.75,55082.547,127.4847,39.117,500.1703,7015.2363,628.9927,3000,2.6727,,0.7612,0.4143,1.4608,6.3881
poolAndRewire,500,3,3,True,0.1,0.1,0.9998,212021.9752,54287.1932,131.6862,38.8176,500.1606,7005.2018,627.0114,5000,2.6305,,0.7683,0.4198,1.406,6.5783
poolAndRewire,500,4,4,False,0.1,0.2,0.9992,211527.96,79427.972,123.475,36.3357,500.577,8657.6237,804.911,3000,3.0317,,0.986,0.4344,1.5687,6.8032
poolAndRewire,500,5,5,False,0.2,0.3,0.9995,220900.408,70481.886,129.9197,37.5117,500.301,8082.4263,740.2737,3000,3.0146,,0.9096,0.4333,1.6308,6.9976
poolAndRewire,500,6,6,False,0.3,0.3,0.999,230159.608,63185.304,135.1167,39.088,500.221,7720.9037,719.3723,3000,2.7781,,0.8539,0.4267,1.4578,7.1805
poolAndRewire,500,7,6,True,0.3,0.3,0.9991,215978.806,62916.8496,133.2666,38.6736,500.2282,7726.5898,720.526,5000,2.859,,0.8605,0.4256,1.5338,7.3958
poolAndRewire,500,8,7,False,0.3,0.4,0.9946,215541.6783,88649.2567,123.6783,35.06,500.9003,9414.747,936.3293,3000,3.3325,,1.1245,0.4479,1.7141,7.6215
poolAndRewire,500,9,8,False,0.4,0.6,0.9921,212994.5753,88551.7213,122.9267,35.0613,500.8863,9445.1097,944.1667,3000,3.4035,,1.1179,0.4408,1.7995,7.8239
poolAndRewire,500,10,9,False,0.6,1.0,0.9927,212440.6383,81643.556,127.068,36.6637,500.51,9075.2573,896.3163,3000,3.2769,,1.0534,0.4421,1.7374,8.0136
poolAndRewire,500,11,9,True,0.6,1.0,0.9922,210792.1804,80918.9164,127.5792,36.4574,500.507,9048.7024,896.0558,5000,3.2496,,1.0573,0.4343,1.7142,8.2617
