condition,epoch,ef,recall,edge_count
adaptive_layer0_eh,10,128,0.9574000000000001,22739
adaptive_layer0_eh,11,32,0.8433999999999999,24880
adaptive_layer0_eh,11,64,0.919,24880
adaptive_layer0_eh,11,128,0.9624000000000001,24880
adaptive_layer0_eh,12,32,0.848,26048
adaptive_layer0_eh,12,64,0.9114000000000001,26048
adaptive_layer0_eh,12,128,0.9576,26048
adaptive_layer0_eh,13,32,0.8288000000000001,27138
adaptive_layer0_eh,13,64,0.9062,27138
adaptive_layer0_eh,13,128,0.9514000000000001,27138
adaptive_layer0_eh,14,32,0.8322,29515
adaptive_layer0_eh,14,64,0.9097999999999999,29515
adaptive_layer0_eh,14,128,0.9582,29515
adaptive_layer0_eh,15,32,0.8232,31267
adaptive_layer0_eh,15,64,0.9126000000000001,31267
adaptive_layer0_eh,15,128,0.9576000000000001,31267
adaptive_layer0_eh,16,32,0.8066,32490
adaptive_layer0_eh,16,64,0.8944000000000001,32490
adaptive_layer0_eh,16,128,0.9478000000000001,32490
adaptive_layer0_eh,17,32,0.781,33655
adaptive_layer0_eh,17,64,0.8827999999999999,33655
adaptive_layer0_eh,17,128,0.9452,33655
adaptive_layer0_eh,18,32,0.7706000000000001,36058
adaptive_layer0_eh,18,64,0.8736,36058
adaptive_layer0_eh,18,128,0.9362,36058
adaptive_layer0_eh,19,32,0.7806000000000002,37784
adaptive_layer0_eh,19,64,0.8776000000000002,37784
adaptive_layer0_eh,19,128,0.9388000000000002,37784
adaptive_layer0_eh,20,32,0.7674,39773
adaptive_layer0_eh,20,64,0.8634000000000001,39773
adaptive_layer0_eh,20,128,0.9354000000000001,39773
adaptive_layer0_eh,21,32,0.7864000000000001,41216
adaptive_layer0_eh,21,64,0.8706000000000002,41216
adaptive_layer0_eh,21,128,0.9334000000000001,41216
adaptive_layer0_eh,22,32,0.7717999999999999,42794
adaptive_layer0_eh,22,64,0.8825999999999999,42794
adaptive_layer0_eh,22,128,0.9414,42794
adaptive_layer0_eh,23,32,0.8024000000000001,44512
adaptive_layer0_eh,23,64,0.8922,44512
adaptive_layer0_eh,23,128,0.948,44512
adaptive_layer0_eh,24,32,0.7832,45841
adaptive_layer0_eh,24,64,0.8844,45841
adaptive_layer0_eh,24,128,0.9410000000000001,45841
