condition,epoch,ef,recall,edge_count,lN_attempts,l0_edge_count,lN_edge_count
hybrid_l0_lN,17,32,0.6994,252,,46373.0,252.0
hybrid_l0_lN,17,64,0.8276,252,,46373.0,252.0
hybrid_l0_lN,17,128,0.9166000000000001,252,,46373.0,252.0
hybrid_l0_lN,18,32,0.6185999999999999,264,,48558.0,264.0
hybrid_l0_lN,18,64,0.7496,264,,48558.0,264.0
hybrid_l0_lN,18,128,0.8504,264,,48558.0,264.0
hybrid_l0_lN,19,32,0.5274000000000001,301,,52762.0,301.0
hybrid_l0_lN,19,64,0.6592,301,,52762.0,301.0
hybrid_l0_lN,19,128,0.7676000000000002,301,,52762.0,301.0
hybrid_l0_lN,20,32,0.5524000000000001,334,,55128.0,334.0
hybrid_l0_lN,20,64,0.6884000000000001,334,,55128.0,334.0
hybrid_l0_lN,20,128,0.795,334,,55128.0,334.0
hybrid_l0_lN,21,32,0.5835999999999999,355,,56798.0,355.0
hybrid_l0_lN,21,64,0.709,355,,56798.0,355.0
hybrid_l0_lN,21,128,0.8164,355,,56798.0,355.0
hybrid_l0_lN,22,32,0.5774000000000001,376,,58351.0,376.0
hybrid_l0_lN,22,64,0.6992,376,,58351.0,376.0
hybrid_l0_lN,22,128,0.8136000000000001,376,,58351.0,376.0
hybrid_l0_lN,23,32,0.5542,390,,59933.0,390.0
hybrid_l0_lN,23,64,0.6832,390,,59933.0,390.0
hybrid_l0_lN,23,128,0.8012,390,,59933.0,390.0
hybrid_l0_lN,24,32,0.569,395,,61038.0,395.0
hybrid_l0_lN,24,64,0.6892,395,,61038.0,395.0
hybrid_l0_lN,24,128,0.7998,395,,61038.0,395.0
