condition,epoch,ef,recall,edge_count,lN_attempts,l0_edge_count,lN_edge_count
hybrid_l0_lN,7,64,0.9964000000000001,0,,0.0,0.0
hybrid_l0_lN,7,128,0.9987999999999999,0,,0.0,0.0
hybrid_l0_lN,8,32,0.9858000000000001,0,,0.0,0.0
hybrid_l0_lN,8,64,0.9952000000000001,0,,0.0,0.0
hybrid_l0_lN,8,128,0.999,0,,0.0,0.0
hybrid_l0_lN,9,32,0.9826000000000001,0,,0.0,0.0
hybrid_l0_lN,9,64,0.9952000000000001,0,,0.0,0.0
hybrid_l0_lN,9,128,0.9986,0,,0.0,0.0
hybrid_l0_lN,10,32,0.9845999999999999,32,,9928.0,32.0
hybrid_l0_lN,10,64,0.9958,32,,9928.0,32.0
hybrid_l0_lN,10,128,0.9984,32,,9928.0,32.0
hybrid_l0_lN,11,32,0.9834,32,,9928.0,32.0
hybrid_l0_lN,11,64,0.9954,32,,9928.0,32.0
hybrid_l0_lN,11,128,0.9994000000000001,32,,9928.0,32.0
hybrid_l0_lN,12,32,0.985,32,,9928.0,32.0
hybrid_l0_lN,12,64,0.9967999999999999,32,,9928.0,32.0
hybrid_l0_lN,12,128,0.9994,32,,9928.0,32.0
hybrid_l0_lN,13,32,0.5046,88,,20456.0,88.0
hybrid_l0_lN,13,64,0.639,88,,20456.0,88.0
hybrid_l0_lN,13,128,0.7622000000000001,88,,20456.0,88.0
hybrid_l0_lN,14,32,0.584,134,,25020.0,134.0
hybrid_l0_lN,14,64,0.7072,134,,25020.0,134.0
hybrid_l0_lN,14,128,0.8168,134,,25020.0,134.0
hybrid_l0_lN,15,32,0.6035999999999999,161,,28158.0,161.0
hybrid_l0_lN,15,64,0.7314,161,,28158.0,161.0
hybrid_l0_lN,15,128,0.8398,161,,28158.0,161.0
hybrid_l0_lN,16,32,0.596,180,,31259.0,180.0
hybrid_l0_lN,16,64,0.7136,180,,31259.0,180.0
hybrid_l0_lN,16,128,0.8164000000000001,180,,31259.0,180.0
hybrid_l0_lN,17,32,0.603,195,,33458.0,195.0
hybrid_l0_lN,17,64,0.721,195,,33458.0,195.0
hybrid_l0_lN,17,128,0.8258000000000001,195,,33458.0,195.0
hybrid_l0_lN,18,32,0.5851999999999999,207,,35285.0,207.0
hybrid_l0_lN,18,64,0.7162,207,,35285.0,207.0
hybrid_l0_lN,18,128,0.8288000000000001,207,,35285.0,207.0
hybrid_l0_lN,19,32,0.5836,224,,36695.0,224.0
hybrid_l0_lN,19,64,0.716,224,,36695.0,224.0
