strategy,ef_search,phase_idx,hardness_bin,is_plateau,hardness_bin_lo,hardness_bin_hi,mean_recall,mean_base_dist_comps,mean_t_query_ms,mean_t_pool_scan_ms,mean_t_pool_knn_ms,mean_t_adapt_ms,n_queries
ha_redundancy,10,5,5,False,0.2,0.3,0.7547,454.4907,0.931,0.7644,0.0562,1.1248,3000
ha_redundancy,10,6,6,False,0.3,0.3,0.6818,403.9037,0.9191,0.7623,0.0532,1.0433,3000
ha_redundancy,10,7,6,True,0.3,0.3,0.6922,420.8476,0.9223,0.7634,0.0536,1.0974,5000
ha_redundancy,10,8,7,False,0.3,0.4,0.6055,603.3533,0.9719,0.7708,0.0689,1.2125,3000
ha_redundancy,10,9,8,False,0.4,0.6,0.5568,598.2263,0.9702,0.7707,0.0691,1.2335,3000
ha_redundancy,10,10,9,False,0.6,1.0,0.477,499.834,0.9432,0.7653,0.0631,1.119,3000
ha_redundancy,10,11,9,True,0.6,1.0,0.4864,519.7884,0.9486,0.7685,0.0641,1.1736,5000
ha_redundancy,50,0,1,False,0.0,0.0,1.0,1408.551,1.1269,0.7586,0.1195,1.1544,3000
ha_redundancy,50,1,2,False,0.0,0.1,1.0,1769.226,1.2315,0.8025,0.1435,1.1772,3000
ha_redundancy,50,2,3,False,0.1,0.1,0.9858,1616.8123,1.1928,0.7926,0.1326,1.1672,3000
ha_redundancy,50,3,3,True,0.1,0.1,0.9853,1616.8578,1.1832,0.783,0.1328,1.1373,5000
ha_redundancy,50,4,4,False,0.1,0.2,0.9699,1893.5373,1.2301,0.7825,0.1512,1.1907,3000
ha_redundancy,50,5,5,False,0.2,0.3,0.9558,1800.312,1.2134,0.7828,0.1463,1.2034,3000
ha_redundancy,50,6,6,False,0.3,0.3,0.9361,1718.0063,1.187,0.7724,0.1387,1.1739,3000
ha_redundancy,50,7,6,True,0.3,0.3,0.9358,1675.2034,1.1791,0.7754,0.1357,1.0752,5000
ha_redundancy,50,8,7,False,0.3,0.4,0.8887,2135.9193,1.2791,0.7839,0.1688,1.2204,3000
ha_redundancy,50,9,8,False,0.4,0.6,0.8467,2026.8783,1.2578,0.7861,0.1624,1.1682,3000
ha_redundancy,50,10,9,False,0.6,1.0,0.821,1961.6797,1.2287,0.7749,0.1565,1.1339,3000
ha_redundancy,50,11,9,True,0.6,1.0,0.8214,1955.7702,1.2354,0.7799,0.1579,1.1732,5000
ha_redundancy,100,0,1,False,0.0,0.0,1.0,2599.5683,1.4259,0.7619,0.2258,1.151,3000
ha_redundancy,100,1,2,False,0.0,0.1,1.0,3261.2167,2.1836,1.4007,0.2771,1.274,3000
ha_redundancy,100,2,3,False,0.1,0.1,0.9968,3017.1263,1.5161,0.7802,0.2575,1.1599,3000
ha_redundancy,100,3,3,True,0.1,0.1,0.9967,2816.2892,1.4529,0.7744,0.236,1.0913,5000
ha_redundancy,100,4,4,False,0.1,0.2,0.9893,3479.9793,1.5931,0.7851,0.2896,1.1761,3000
ha_redundancy,100,5,5,False,0.2,0.3,0.9858,3169.607,1.5215,0.7805,0.2623,1.1363,3000
ha_redundancy,100,6,6,False,0.3,0.3,0.9788,3013.3057,1.4904,0.7782,0.251,1.0765,3000
ha_redundancy,100,7,6,True,0.3,0.3,0.9807,3160.8982,1.5269,0.7841,0.2639,1.1372,5000
ha_redundancy,100,8,7,False,0.3,0.4,0.9487,3890.9363,1.6857,0.7963,0.3242,1.2664,3000
ha_redundancy,100,9,8,False,0.4,0.6,0.9279,3639.608,1.617,0.7885,0.3001,1.1426,3000
ha_redundancy,100,10,9,False,0.6,1.0,0.9186,3511.3297,1.5828,0.7834,0.2907,1.1043,3000
ha_redundancy,100,11,9,True,0.6,1.0,0.9265,3718.1334,1.6334,0.7909,0.3086,1.1437,5000
ha_redundancy,200,0,1,False,0.0,0.0,1.0,4568.1653,1.9781,0.7774,0.4401,1.1414,3000
ha_redundancy,200,1,2,False,0.0,0.1,1.0,5588.7143,2.1696,0.8031,0.5292,1.1453,3000
ha_redundancy,200,2,3,False,0.1,0.1,0.9993,5099.525,2.0607,0.7954,0.4797,1.1138,3000
ha_redundancy,200,3,3,True,0.1,0.1,0.9991,5296.1612,2.1387,0.8034,0.5089,1.1505,5000
ha_redundancy,200,4,4,False,0.1,0.2,0.9972,6488.0337,2.3791,0.8157,0.6268,1.2405,3000
ha_redundancy,200,5,5,False,0.2,0.3,0.997,6063.3593,2.285,0.8115,0.5823,1.2328,3000
ha_redundancy,200,6,6,False,0.3,0.3,0.9944,5591.1153,2.1667,0.8081,0.5286,1.1342,3000
ha_redundancy,200,7,6,True,0.3,0.3,0.9955,5809.3176,2.2412,0.8096,0.5608,1.1297,5000
ha_redundancy,200,8,7,False,0.3,0.4,0.9819,7227.448,2.5574,0.8257,0.7137,1.2781,3000
ha_redundancy,200,9,8,False,0.4,0.6,0.9743,6880.6227,2.4569,0.8253,0.6666,1.2515,3000
ha_redundancy,200,10,9,False,0.6,1.0,0.9743,6594.927,2.386,0.8194,0.6372,1.197,3000
ha_redundancy,200,11,9,True,0.6,1.0,0.973,6701.301,2.4309,0.822,0.6568,1.158,5000
ha_redundancy,500,0,1,False,0.0,0.0,1.0,9898.9793,3.9238,0.8478,1.3388,1.1707,3000
ha_redundancy,500,1,2,False,0.0,0.1,1.0,12381.307,4.4692,0.8801,1.6117,1.2592,3000
ha_redundancy,500,2,3,False,0.1,0.1,0.9999,11050.137,4.1358,0.866,1.4437,1.2166,3000
ha_redundancy,500,3,3,True,0.1,0.1,0.9998,11267.0792,4.1901,0.8707,1.4732,1.1602,5000
ha_redundancy,500,4,4,False,0.1,0.2,0.9995,13314.9337,4.5737,0.8819,1.6741,1.2159,3000
ha_redundancy,500,5,5,False,0.2,0.3,0.9997,13116.1347,4.6376,0.8826,1.7001,1.2578,3000
ha_redundancy,500,6,6,False,0.3,0.3,0.9993,12599.4247,4.5399,0.8814,1.6476,1.2648,3000
ha_redundancy,500,7,6,True,0.3,0.3,0.9993,12569.7622,4.4862,0.8798,1.6257,1.1845,5000
ha_redundancy,500,8,7,False,0.3,0.4,0.9968,15576.7507,5.1708,0.8954,1.981,1.266,3000
ha_redundancy,500,9,8,False,0.4,0.6,0.9946,15007.854,4.9676,0.8908,1.8802,1.1945,3000
ha_redundancy,500,10,9,False,0.6,1.0,0.995,14002.9123,4.7136,0.8874,1.7493,1.1997,3000
ha_redundancy,500,11,9,True,0.6,1.0,0.995,14596.5538,4.8766,0.8942,1.8314,1.1768,5000
no_adaptation,10,0,1,False,0.0,0.0,0.9041,241.946,0.0446,0.0,0.0,0.0,3000
no_adaptation,10,1,2,False,0.0,0.1,0.7895,343.244,0.0522,0.0,0.0,0.0,3000
no_adaptation,10,2,3,False,0.1,0.1,0.7731,275.1997,0.046,0.0,0.0,0.0,3000
no_adaptation,10,3,3,True,0.1,0.1,0.7736,275.3758,0.0465,0.0,0.0,0.0,5000
no_adaptation,10,4,4,False,0.1,0.2,0.5781,410.1553,0.0586,0.0,0.0,0.0,3000
no_adaptation,10,5,5,False,0.2,0.3,0.6494,321.9353,0.0505,0.0,0.0,0.0,3000
no_adaptation,10,6,6,False,0.3,0.3,0.5852,283.1917,0.0468,0.0,0.0,0.0,3000
no_adaptation,10,7,6,True,0.3,0.3,0.5838,282.7862,0.0465,0.0,0.0,0.0,5000
no_adaptation,10,8,7,False,0.3,0.4,0.313,442.9907,0.0607,0.0,0.0,0.0,3000
no_adaptation,10,9,8,False,0.4,0.6,0.3217,431.126,0.0597,0.0,0.0,0.0,3000
no_adaptation,10,10,9,False,0.6,1.0,0.3236,328.513,0.0501,0.0,0.0,0.0,3000
no_adaptation,10,11,9,True,0.6,1.0,0.3207,327.33,0.05,0.0,0.0,0.0,5000
no_adaptation,50,0,1,False,0.0,0.0,1.0,851.9233,0.1215,0.0,0.0,0.0,3000
no_adaptation,50,1,2,False,0.0,0.1,0.9999,1061.4987,0.1417,0.0,0.0,0.0,3000
no_adaptation,50,2,3,False,0.1,0.1,0.975,969.1837,0.1309,0.0,0.0,0.0,3000
no_adaptation,50,3,3,True,0.1,0.1,0.9753,968.5626,0.1318,0.0,0.0,0.0,5000
no_adaptation,50,4,4,False,0.1,0.2,0.953,1184.7123,0.1553,0.0,0.0,0.0,3000
no_adaptation,50,5,5,False,0.2,0.3,0.9291,1084.1947,0.1442,0.0,0.0,0.0,3000
no_adaptation,50,6,6,False,0.3,0.3,0.8993,1032.8217,0.1369,0.0,0.0,0.0,3000
no_adaptation,50,7,6,True,0.3,0.3,0.9026,1034.5888,0.1367,0.0,0.0,0.0,5000
no_adaptation,50,8,7,False,0.3,0.4,0.8219,1317.2997,0.1671,0.0,0.0,0.0,3000
no_adaptation,50,9,8,False,0.4,0.6,0.7724,1296.6293,0.1653,0.0,0.0,0.0,3000
no_adaptation,50,10,9,False,0.6,1.0,0.729,1188.5997,0.1535,0.0,0.0,0.0,3000
no_adaptation,50,11,9,True,0.6,1.0,0.7293,1185.3376,0.1546,0.0,0.0,0.0,5000
no_adaptation,100,0,1,False,0.0,0.0,1.0,1532.696,0.2213,0.0,0.0,0.0,3000
no_adaptation,100,1,2,False,0.0,0.1,0.9999,1915.8037,0.2589,0.0,0.0,0.0,3000
no_adaptation,100,2,3,False,0.1,0.1,0.9946,1767.073,0.2417,0.0,0.0,0.0,3000
no_adaptation,100,3,3,True,0.1,0.1,0.9947,1765.7492,0.2397,0.0,0.0,0.0,5000
no_adaptation,100,4,4,False,0.1,0.2,0.9832,2120.316,0.2761,0.0,0.0,0.0,3000
no_adaptation,100,5,5,False,0.2,0.3,0.9778,1985.125,0.2605,0.0,0.0,0.0,3000
no_adaptation,100,6,6,False,0.3,0.3,0.9681,1902.8323,0.2514,0.0,0.0,0.0,3000
no_adaptation,100,7,6,True,0.3,0.3,0.9695,1904.9042,0.254,0.0,0.0,0.0,5000
no_adaptation,100,8,7,False,0.3,0.4,0.9172,2294.4727,0.2945,0.0,0.0,0.0,3000
no_adaptation,100,9,8,False,0.4,0.6,0.8928,2286.7863,0.2928,0.0,0.0,0.0,3000
no_adaptation,100,10,9,False,0.6,1.0,0.8787,2166.264,0.2777,0.0,0.0,0.0,3000
no_adaptation,100,11,9,True,0.6,1.0,0.8819,2162.0676,0.2773,0.0,0.0,0.0,5000
no_adaptation,200,0,1,False,0.0,0.0,1.0,2753.0787,0.4002,0.0,0.0,0.0,3000
no_adaptation,200,1,2,False,0.0,0.1,0.9999,3494.075,0.4728,0.0,0.0,0.0,3000
no_adaptation,200,2,3,False,0.1,0.1,0.9989,3215.4543,0.4457,0.0,0.0,0.0,3000
no_adaptation,200,3,3,True,0.1,0.1,0.9988,3213.3974,0.4457,0.0,0.0,0.0,5000
no_adaptation,200,4,4,False,0.1,0.2,0.9955,3886.986,0.512,0.0,0.0,0.0,3000
no_adaptation,200,5,5,False,0.2,0.3,0.9951,3650.039,0.4883,0.0,0.0,0.0,3000
no_adaptation,200,6,6,False,0.3,0.3,0.9917,3500.515,0.4732,0.0,0.0,0.0,3000
no_adaptation,200,7,6,True,0.3,0.3,0.9925,3504.1322,0.4674,0.0,0.0,0.0,5000
no_adaptation,200,8,7,False,0.3,0.4,0.9702,4199.2107,0.5361,0.0,0.0,0.0,3000
no_adaptation,200,9,8,False,0.4,0.6,0.9605,4200.185,0.534,0.0,0.0,0.0,3000
no_adaptation,200,10,9,False,0.6,1.0,0.9578,4026.977,0.5122,0.0,0.0,0.0,3000
no_adaptation,200,11,9,True,0.6,1.0,0.9576,4019.2912,0.5156,0.0,0.0,0.0,5000
no_adaptation,500,0,1,False,0.0,0.0,1.0,5921.8113,0.9136,0.0,0.0,0.0,3000
no_adaptation,500,1,2,False,0.0,0.1,0.9999,7699.7417,1.0884,0.0,0.0,0.0,3000
no_adaptation,500,2,3,False,0.1,0.1,0.9999,7016.1343,1.0239,0.0,0.0,0.0,3000
no_adaptation,500,3,3,True,0.1,0.1,0.9998,7006.368,1.022,0.0,0.0,0.0,5000
no_adaptation,500,4,4,False,0.1,0.2,0.9992,8671.1847,1.1739,0.0,0.0,0.0,3000
no_adaptation,500,5,5,False,0.2,0.3,0.9995,8085.2513,1.1221,0.0,0.0,0.0,3000
no_adaptation,500,6,6,False,0.3,0.3,0.9989,7721.6673,1.0893,0.0,0.0,0.0,3000
no_adaptation,500,7,6,True,0.3,0.3,0.9991,7727.1548,1.0874,0.0,0.0,0.0,5000
no_adaptation,500,8,7,False,0.3,0.4,0.9946,9436.1673,1.2449,0.0,0.0,0.0,3000
no_adaptation,500,9,8,False,0.4,0.6,0.992,9461.7087,1.2505,0.0,0.0,0.0,3000
no_adaptation,500,10,9,False,0.6,1.0,0.9926,9077.482,1.2131,0.0,0.0,0.0,3000
no_adaptation,500,11,9,True,0.6,1.0,0.9921,9050.763,1.1947,0.0,0.0,0.0,5000
