strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
no_adaptation,500,0.0,0.9955,16053.1529,6293.5412,132.571,37.234,501.499,6085.058,634.613,1000
no_adaptation,500,1.0,0.9958,15938.3603,6404.982,132.121,37.183,502.343,6108.596,640.449,1000
no_adaptation,500,2.0,0.9959,15903.0673,6627.1918,130.957,36.974,503.094,6147.84,651.323,1000
no_adaptation,500,3.0,0.9946,15947.2739,6891.811,129.287,35.898,503.846,6206.0,665.877,1000
no_adaptation,500,4.0,0.9907,16070.9803,7331.0889,126.916,34.991,504.964,6285.922,688.838,1000
no_adaptation,500,6.0,0.9793,16556.8919,8290.5937,124.823,33.432,508.669,6527.443,748.405,1000
no_adaptation,500,8.0,0.9522,17360.8021,9363.6885,122.968,32.823,510.863,6854.226,812.976,1000
no_adaptation,500,10.0,0.9133,18482.7109,10726.383,120.692,31.577,513.493,7232.563,892.935,1000
no_adaptation,500,12.0,0.8694,19922.6183,12116.0703,119.557,31.59,515.62,7669.063,960.499,1000
no_adaptation,500,16.0,0.8113,23756.429,15318.5952,120.245,31.47,509.071,8304.517,1024.006,1000
poolAndRewire,10,0.0,0.8354,16053.1529,6293.5412,132.571,37.234,13.276,269.484,36.383,1000
poolAndRewire,10,1.0,0.827,15938.3603,6404.982,132.121,37.183,13.442,273.599,36.585,1000
poolAndRewire,10,2.0,0.8107,15903.0673,6627.1918,130.957,36.974,13.641,277.751,36.726,1000
poolAndRewire,10,3.0,0.7984,15947.2739,6891.811,129.287,35.898,14.003,286.412,37.371,1000
poolAndRewire,10,4.0,0.7679,16070.9803,7331.0889,126.916,34.991,14.461,297.829,38.664,1000
poolAndRewire,10,6.0,0.6856,16556.8919,8290.5937,124.823,33.432,14.943,312.156,39.415,1000
poolAndRewire,10,8.0,0.5818,17360.8021,9363.6885,122.968,32.823,15.45,328.103,38.861,1000
poolAndRewire,10,10.0,0.5262,15333.3933,10329.8532,102.631,30.154,15.216,330.191,35.784,1000
poolAndRewire,10,12.0,0.4361,15422.3144,11415.976,90.503,26.98,15.145,335.031,33.4,1000
poolAndRewire,10,16.0,0.3357,16689.6802,14163.5477,74.847,21.59,14.203,325.331,30.288,1000
poolAndRewire,20,0.0,0.9049,16053.1529,6293.5412,132.571,37.234,23.166,445.004,59.605,1000
poolAndRewire,20,1.0,0.902,15938.3603,6404.982,132.121,37.183,23.404,450.445,60.428,1000
poolAndRewire,20,2.0,0.8888,15903.0673,6627.1918,130.957,36.974,23.611,456.008,61.721,1000
poolAndRewire,20,3.0,0.878,15947.2739,6891.811,129.287,35.898,24.087,467.007,63.404,1000
poolAndRewire,20,4.0,0.8582,16070.9803,7331.0889,126.916,34.991,24.677,481.796,67.017,1000
poolAndRewire,20,6.0,0.7876,16556.8919,8290.5937,124.823,33.432,25.584,509.151,69.737,1000
poolAndRewire,20,8.0,0.7019,17360.8021,9363.6885,122.968,32.823,26.61,538.914,72.355,1000
poolAndRewire,20,10.0,0.6257,15333.3933,10329.8532,102.631,30.154,26.767,557.006,68.206,1000
poolAndRewire,20,12.0,0.5337,15422.3144,11415.976,90.503,26.98,26.699,568.913,64.944,1000
poolAndRewire,20,16.0,0.4351,16689.6802,14163.5477,74.847,21.59,26.096,577.043,60.208,1000
poolAndRewire,50,0.0,0.9571,16053.1529,6293.5412,132.571,37.234,52.513,912.816,110.267,1000
poolAndRewire,50,1.0,0.9562,15938.3603,6404.982,132.121,37.183,52.776,919.575,112.6,1000
poolAndRewire,50,2.0,0.95,15903.0673,6627.1918,130.957,36.974,53.08,927.064,115.876,1000
poolAndRewire,50,3.0,0.9444,15947.2739,6891.811,129.287,35.898,53.689,942.626,120.494,1000
poolAndRewire,50,4.0,0.932,16070.9803,7331.0889,126.916,34.991,54.354,962.604,127.523,1000
poolAndRewire,50,6.0,0.8868,16556.8919,8290.5937,124.823,33.432,55.808,1013.241,138.42,1000
poolAndRewire,50,8.0,0.8229,17360.8021,9363.6885,122.968,32.823,57.156,1063.051,147.333,1000
poolAndRewire,50,10.0,0.7511,15333.3933,10329.8532,102.631,30.154,58.485,1120.445,150.254,1000
poolAndRewire,50,12.0,0.6654,15422.3144,11415.976,90.503,26.98,58.225,1153.202,148.834,1000
poolAndRewire,50,16.0,0.5612,16689.6802,14163.5477,74.847,21.59,57.787,1205.25,146.547,1000
poolAndRewire,100,0.0,0.9777,16053.1529,6293.5412,132.571,37.234,102.149,1614.58,181.154,1000
poolAndRewire,100,1.0,0.9744,15938.3603,6404.982,132.121,37.183,102.216,1619.605,184.324,1000
poolAndRewire,100,2.0,0.9711,15903.0673,6627.1918,130.957,36.974,102.664,1632.555,188.884,1000
poolAndRewire,100,3.0,0.9671,15947.2739,6891.811,129.287,35.898,103.195,1649.631,195.683,1000
poolAndRewire,100,4.0,0.9615,16070.9803,7331.0889,126.916,34.991,104.072,1677.748,206.924,1000
poolAndRewire,100,6.0,0.9337,16556.8919,8290.5937,124.823,33.432,105.961,1753.774,227.405,1000
poolAndRewire,100,8.0,0.8843,17360.8021,9363.6885,122.968,32.823,107.622,1837.068,245.573,1000
poolAndRewire,100,10.0,0.8283,15333.3933,10329.8532,102.631,30.154,109.962,1940.118,260.867,1000
poolAndRewire,100,12.0,0.7412,15422.3144,11415.976,90.503,26.98,109.551,2017.899,266.413,1000
